,matchcode,map,team1,team2,score1,score2,eventcode,stars,date,mapnumber
7865,2324190,Overpass,Rogue,NRG,10,16,3730,1,24th of June 2018,2
7866,2324190,Cache,Rogue,NRG,10,16,3730,1,24th of June 2018,3
7867,2324194,Nuke,The Pioneers,Mythic,16,12,3730,0,24th of June 2018,1
7868,2324194,Cache,The Pioneers,Mythic,10,16,3730,0,24th of June 2018,2
7869,2324194,Train,The Pioneers,Mythic,16,7,3730,0,24th of June 2018,3
7870,2324193,Train,Freedom 35,TeamOne,16,10,3730,0,24th of June 2018,1
7871,2324193,Nuke,Freedom 35,TeamOne,16,9,3730,0,24th of June 2018,2
7872,2324188,Dust2,Luminosity,boxr,16,13,3730,0,24th of June 2018,1
7873,2324188,Inferno,Luminosity,boxr,16,4,3730,0,24th of June 2018,2
7874,2324192,Mirage,Ghost,compLexity,8,16,3730,0,24th of June 2018,1
7875,2324192,Inferno,Ghost,compLexity,10,16,3730,0,24th of June 2018,2
7876,2324187,Overpass,eUnited,The Entourage,16,4,3730,0,24th of June 2018,1
7877,2324187,Mirage,eUnited,The Entourage,16,8,3730,0,24th of June 2018,2
7878,2324191,Inferno,Armada,Bravado,12,16,3730,0,24th of June 2018,1
7879,2324191,Train,Armada,Bravado,7,16,3730,0,24th of June 2018,2
7880,2324163,Dust2,Freedom 35,The Pioneers,16,14,3730,0,24th of June 2018,1
7881,2324163,Nuke,Freedom 35,The Pioneers,8,16,3730,0,24th of June 2018,2
7882,2324163,Train,Freedom 35,The Pioneers,16,13,3730,0,24th of June 2018,3
7883,2324165,Inferno,Mythic,TeamOne,7,16,3730,0,24th of June 2018,1
7884,2324165,Cache,Mythic,TeamOne,16,11,3730,0,24th of June 2018,2
7885,2324165,Mirage,Mythic,TeamOne,8,16,3730,0,24th of June 2018,3
7886,2324164,Overpass,Swole Patrol,Bravado,16,1,3730,0,24th of June 2018,1
7887,2324164,Mirage,Swole Patrol,Bravado,16,8,3730,0,24th of June 2018,2
7888,2324159,Inferno,NRG,Luminosity,16,12,3730,1,24th of June 2018,1
7889,2324159,Overpass,NRG,Luminosity,16,6,3730,1,24th of June 2018,2
7890,2324160,Mirage,boxr,Ghost,13,16,3730,0,24th of June 2018,1
7891,2324160,Train,boxr,Ghost,13,16,3730,0,24th of June 2018,2
7892,2324158,Nuke,eUnited,Rogue,14,16,3730,1,24th of June 2018,1
7893,2324158,Overpass,eUnited,Rogue,4,16,3730,1,24th of June 2018,2
7894,2324162,Inferno,Armada,The Entourage,8,16,3730,0,24th of June 2018,1
7895,2324162,Overpass,Armada,The Entourage,7,16,3730,0,24th of June 2018,2
7896,2324161,Inferno,compLexity,Dignitas,16,6,3730,0,24th of June 2018,1
7897,2324161,Mirage,compLexity,Dignitas,16,8,3730,0,24th of June 2018,2
7898,2324152,Mirage,TeamOne,Dignitas,12,16,3730,0,23rd of June 2018,1
7899,2324152,Train,TeamOne,Dignitas,9,16,3730,0,23rd of June 2018,2
7900,2324155,Nuke,boxr,Swole Patrol,12,16,3730,0,23rd of June 2018,1
7901,2324155,Cache,boxr,Swole Patrol,16,11,3730,0,23rd of June 2018,2
7902,2324155,Train,boxr,Swole Patrol,16,5,3730,0,23rd of June 2018,3
7903,2324153,Nuke,compLexity,Mythic,16,11,3730,0,23rd of June 2018,1
7904,2324153,Train,compLexity,Mythic,16,8,3730,0,23rd of June 2018,2
7905,2324154,Train,Ghost,Bravado,16,7,3730,0,23rd of June 2018,1
7906,2324154,Overpass,Ghost,Bravado,16,6,3730,0,23rd of June 2018,2
7907,2324149,Train,Luminosity,The Pioneers,16,10,3730,0,23rd of June 2018,1
7908,2324149,Overpass,Luminosity,The Pioneers,16,13,3730,0,23rd of June 2018,2
7909,2324148,Inferno,NRG,Freedom 35,16,11,3730,1,23rd of June 2018,1
7910,2324148,Overpass,NRG,Freedom 35,16,2,3730,1,23rd of June 2018,2
7911,2324150,Cache,Rogue,The Entourage,16,6,3730,0,23rd of June 2018,1
7912,2324150,Nuke,Rogue,The Entourage,16,4,3730,0,23rd of June 2018,2
7913,2324151,Mirage,eUnited,Armada,16,3,3730,0,23rd of June 2018,1
7914,2324151,Inferno,eUnited,Armada,16,9,3730,0,23rd of June 2018,2
7915,2324523,Overpass,Izako Boars,Codewise Unicorns,8,16,3859,0,2nd of July 2018,1
7916,2324523,Inferno,Izako Boars,Codewise Unicorns,7,16,3859,0,2nd of July 2018,2
7917,2324169,Cache,AGO,tomorrow,9,16,3859,1,23rd of June 2018,1
7918,2324169,Train,AGO,tomorrow,22,19,3859,1,23rd of June 2018,2
7919,2324169,Dust2,AGO,tomorrow,14,16,3859,1,23rd of June 2018,3
7920,2324139,Dust2,Codewise Unicorns,tomorrow,16,19,3859,0,23rd of June 2018,1
7921,2324139,Mirage,Codewise Unicorns,tomorrow,8,16,3859,0,23rd of June 2018,2
7922,2324138,Mirage,AGO,Izako Boars,14,16,3859,1,23rd of June 2018,1
7923,2324138,Inferno,AGO,Izako Boars,16,14,3859,1,23rd of June 2018,2
7924,2324138,Train,AGO,Izako Boars,16,7,3859,1,23rd of June 2018,3
7925,2324083,Overpass,Grayhound,Chiefs,16,5,3844,0,22nd of June 2018,1
7926,2324083,Mirage,Grayhound,Chiefs,16,12,3844,0,22nd of June 2018,2
7927,2324084,Mirage,Legacy,ORDER,5,16,3844,0,21st of June 2018,1
7928,2324084,Cache,Legacy,ORDER,20,22,3844,0,21st of June 2018,2
7929,2324080,Inferno,Chiefs,Taboo,16,3,3844,0,21st of June 2018,1
7930,2324080,Mirage,Chiefs,Taboo,16,1,3844,0,21st of June 2018,2
7931,2324082,Overpass,ORDER,Dark Sided,16,13,3844,0,21st of June 2018,1
7932,2324082,Cache,ORDER,Dark Sided,16,5,3844,0,21st of June 2018,2
7933,2324081,Mirage,SYF,Legacy,11,16,3844,0,20th of June 2018,1
7934,2324081,Nuke,SYF,Legacy,16,8,3844,0,20th of June 2018,2
7935,2324081,Inferno,SYF,Legacy,10,16,3844,0,20th of June 2018,3
7936,2324079,Inferno,Ground Zero,Grayhound,1,16,3844,0,20th of June 2018,1
7937,2324079,Mirage,Ground Zero,Grayhound,14,16,3844,0,20th of June 2018,2
7938,2324107,Inferno,Freedom 35,compLexity,10,16,3830,0,22nd of June 2018,1
7939,2324107,Mirage,Freedom 35,compLexity,1,16,3830,0,22nd of June 2018,2
7940,2324106,Inferno,Bravado,Swole Patrol,10,16,3830,0,22nd of June 2018,1
7941,2324106,Overpass,Bravado,Swole Patrol,6,16,3830,0,22nd of June 2018,2
7942,2324105,Overpass,boxr,Swole Patrol,9,16,3830,0,21st of June 2018,1
7943,2324102,Cache,eUnited,Bravado,13,16,3830,0,21st of June 2018,1
7944,2324103,Train,TeamOne,Freedom 35,10,16,3830,0,21st of June 2018,1
7945,2324104,Mirage,The Pioneers,compLexity,1,16,3830,0,21st of June 2018,1
7946,2324046,Cache,Lucid Dream,BOOT-d[S],11,16,3834,0,20th of June 2018,1
7947,2324046,Dust2,Lucid Dream,BOOT-d[S],14,16,3834,0,20th of June 2018,2
7948,2324046,Mirage,Lucid Dream,BOOT-d[S],11,16,3834,0,20th of June 2018,3
7949,2324045,Cache,MVP PK,BOOT-d[S],8,16,3834,0,20th of June 2018,1
7950,2324045,Inferno,MVP PK,BOOT-d[S],17,19,3834,0,20th of June 2018,2
7951,2324044,Dust2,BOOT-d[S],Beyond,16,6,3834,0,19th of June 2018,1
7952,2324044,Cache,BOOT-d[S],Beyond,12,16,3834,0,19th of June 2018,2
7953,2324044,Mirage,BOOT-d[S],Beyond,16,8,3834,0,19th of June 2018,3
7954,2324042,Dust2,Beyond,SCARZ Absolute,16,12,3834,0,19th of June 2018,1
7955,2324042,Mirage,Beyond,SCARZ Absolute,12,16,3834,0,19th of June 2018,2
7956,2324042,Overpass,Beyond,SCARZ Absolute,16,4,3834,0,19th of June 2018,3
7957,2324043,Cache,MVP PK,Lucid Dream,12,16,3834,0,19th of June 2018,1
7958,2324043,Inferno,MVP PK,Lucid Dream,9,16,3834,0,19th of June 2018,2
7959,2324041,Cache,BOOT-d[S],Signature,16,8,3834,0,19th of June 2018,1
7960,2324041,Mirage,BOOT-d[S],Signature,16,8,3834,0,19th of June 2018,2
7961,2323986,Mirage,BOOT-d[S],Lucid Dream,19,17,3834,0,18th of June 2018,1
7962,2323986,Cache,BOOT-d[S],Lucid Dream,14,16,3834,0,18th of June 2018,2
7963,2323986,Dust2,BOOT-d[S],Lucid Dream,13,16,3834,0,18th of June 2018,3
7964,2323985,Cache,MVP PK,Beyond,6,16,3834,0,18th of June 2018,1
7965,2323985,Nuke,MVP PK,Beyond,16,10,3834,0,18th of June 2018,2
7966,2323985,Mirage,MVP PK,Beyond,16,14,3834,0,18th of June 2018,3
7967,2323982,Overpass,SCARZ Absolute,Lucid Dream,12,16,3834,0,18th of June 2018,1
7968,2323982,Cache,SCARZ Absolute,Lucid Dream,16,10,3834,0,18th of June 2018,2
7969,2323982,Mirage,SCARZ Absolute,Lucid Dream,10,16,3834,0,18th of June 2018,3
7970,2323981,Train,Beyond,Signature,16,6,3834,0,18th of June 2018,1
7971,2323981,Mirage,Beyond,Signature,16,3,3834,0,18th of June 2018,2
7972,2323924,Train,Winstrike,forZe,14,16,3736,0,20th of June 2018,1
7973,2323924,Inferno,Winstrike,forZe,11,16,3736,0,20th of June 2018,2
7974,2323865,Inferno,Winstrike,Sprout,16,14,3736,0,13th of June 2018,1
7975,2323865,Train,Winstrike,Sprout,16,13,3736,0,13th of June 2018,2
7976,2323475,Mirage,Sprout,HOLLYWOOD,14,16,3736,0,10th of June 2018,1
7977,2323475,Nuke,Sprout,HOLLYWOOD,16,2,3736,0,10th of June 2018,2
7978,2323475,Inferno,Sprout,HOLLYWOOD,16,10,3736,0,10th of June 2018,3
7979,2323474,Overpass,Vega Squadron,forZe,10,16,3736,0,7th of June 2018,1
7980,2323474,Mirage,Vega Squadron,forZe,16,14,3736,0,7th of June 2018,2
7981,2323474,Inferno,Vega Squadron,forZe,16,4,3736,0,7th of June 2018,3
7982,2323328,Mirage,EPG,HOLLYWOOD,16,19,3736,0,29th of May 2018,1
7983,2323328,Train,EPG,HOLLYWOOD,6,16,3736,0,29th of May 2018,2
7984,2323299,Overpass,Vega Squadron,ALTERNATE aTTaX,16,12,3736,0,28th of May 2018,1
7985,2323299,Mirage,Vega Squadron,ALTERNATE aTTaX,16,10,3736,0,28th of May 2018,2
7986,2323298,Inferno,Sprout,forZe,17,19,3736,0,28th of May 2018,1
7987,2323298,Nuke,Sprout,forZe,10,16,3736,0,28th of May 2018,2
7988,2323081,Mirage,Winstrike,pro100,16,7,3736,0,23rd of May 2018,1
7989,2323081,Inferno,Winstrike,pro100,16,13,3736,0,23rd of May 2018,2
7990,2322929,Inferno,Vega Squadron,HOLLYWOOD,16,14,3736,0,22nd of May 2018,1
7991,2322929,Train,Vega Squadron,HOLLYWOOD,16,12,3736,0,22nd of May 2018,2
7992,2322983,Mirage,EPG,ALTERNATE aTTaX,14,16,3736,0,21st of May 2018,1
7993,2322983,Nuke,EPG,ALTERNATE aTTaX,16,4,3736,0,21st of May 2018,2
7994,2322983,Train,EPG,ALTERNATE aTTaX,11,16,3736,0,21st of May 2018,3
7995,2323025,Inferno,Sprout,pro100,16,2,3736,0,21st of May 2018,1
7996,2323025,Mirage,Sprout,pro100,22,20,3736,0,21st of May 2018,2
7997,2322928,Nuke,forZe,Winstrike,16,11,3736,0,16th of May 2018,1
7998,2322928,Mirage,forZe,Winstrike,9,16,3736,0,16th of May 2018,2
7999,2322928,Inferno,forZe,Winstrike,16,6,3736,0,16th of May 2018,3
8000,2323803,Overpass,OpTic,Imperial,7,16,3427,1,18th of June 2018,1
8001,2323803,Mirage,OpTic,Imperial,12,16,3427,1,18th of June 2018,2
8002,2323802,Cache,Imperial,Gambit,16,12,3427,1,18th of June 2018,1
8003,2323802,Mirage,Imperial,Gambit,16,9,3427,1,18th of June 2018,2
8004,2323801,Inferno,OpTic,North,16,11,3427,1,18th of June 2018,1
8005,2323801,Mirage,OpTic,North,13,16,3427,1,18th of June 2018,2
8006,2323801,Train,OpTic,North,22,18,3427,1,18th of June 2018,3
8007,2323800,Cache,compLexity,Gambit,14,16,3427,1,17th of June 2018,1
8008,2323800,Inferno,compLexity,Gambit,9,16,3427,1,17th of June 2018,2
8009,2323799,Dust2,AGO,North,20,22,3427,2,17th of June 2018,1
8010,2323799,Train,AGO,North,16,13,3427,2,17th of June 2018,2
8011,2323799,Inferno,AGO,North,10,16,3427,2,17th of June 2018,3
8012,2323798,Cache,Renegades,Gambit,6,16,3427,2,17th of June 2018,1
8013,2323798,Overpass,Renegades,Gambit,13,16,3427,2,17th of June 2018,2
8014,2323797,Nuke,North,Red Reserve,16,6,3427,2,17th of June 2018,1
8015,2323797,Overpass,North,Red Reserve,11,16,3427,2,17th of June 2018,2
8016,2323797,Mirage,North,Red Reserve,16,12,3427,2,17th of June 2018,3
8017,2323796,Nuke,compLexity,OpTic,5,16,3427,0,16th of June 2018,1
8018,2323795,Mirage,Imperial,AGO,16,4,3427,1,16th of June 2018,1
8019,2323794,Mirage,Gambit,OpTic,7,16,3427,1,16th of June 2018,1
8020,2323793,Train,AGO,Red Reserve,22,20,3427,2,16th of June 2018,1
8021,2323792,Mirage,Renegades,compLexity,5,16,3427,1,16th of June 2018,1
8022,2323791,Train,North,Imperial,12,16,3427,1,16th of June 2018,1
8023,2323843,Dust2,Virtus.pro,Natus Vincere,16,3,3714,2,18th of June 2018,1
8024,2323843,Nuke,Virtus.pro,Natus Vincere,4,16,3714,2,18th of June 2018,2
8025,2323843,Train,Virtus.pro,Natus Vincere,6,16,3714,2,18th of June 2018,3
8026,2323842,Inferno,Natus Vincere,Envy,16,13,3714,1,18th of June 2018,1
8027,2323842,Mirage,Natus Vincere,Envy,16,11,3714,1,18th of June 2018,2
8028,2323841,Mirage,Virtus.pro,TYLOO,16,13,3714,2,18th of June 2018,1
8029,2323841,Train,Virtus.pro,TYLOO,16,8,3714,2,18th of June 2018,2
8030,2323840,Inferno,Envy,Heroic,16,9,3714,1,17th of June 2018,1
8031,2323840,Mirage,Envy,Heroic,12,16,3714,1,17th of June 2018,2
8032,2323840,Train,Envy,Heroic,16,13,3714,1,17th of June 2018,3
8033,2323839,Inferno,NiP,TYLOO,14,16,3714,2,17th of June 2018,1
8034,2323839,Overpass,NiP,TYLOO,16,5,3714,2,17th of June 2018,2
8035,2323839,Cache,NiP,TYLOO,9,16,3714,2,17th of June 2018,3
8036,2323838,Mirage,MVP PK,TYLOO,14,16,3714,1,15th of June 2018,1
8037,2323838,Inferno,MVP PK,TYLOO,14,16,3714,1,15th of June 2018,2
8038,2323837,Mirage,Heroic,Virtus.pro,14,16,3714,1,15th of June 2018,1
8039,2323837,Cache,Heroic,Virtus.pro,10,16,3714,1,15th of June 2018,2
8040,2323836,Train,TYLOO,Virtus.pro,10,16,3714,1,15th of June 2018,1
8041,2323836,Mirage,TYLOO,Virtus.pro,16,8,3714,1,15th of June 2018,2
8042,2323836,Cache,TYLOO,Virtus.pro,16,19,3714,1,15th of June 2018,3
8043,2323835,Mirage,Heroic,MVP PK,16,6,3714,1,15th of June 2018,1
8044,2323835,Cache,Heroic,MVP PK,6,16,3714,1,15th of June 2018,2
8045,2323835,Train,Heroic,MVP PK,16,5,3714,1,15th of June 2018,3
8046,2323834,Inferno,Envy,VG.Flash,16,10,3714,0,14th of June 2018,1
8047,2323834,Cache,Envy,VG.Flash,16,11,3714,0,14th of June 2018,2
8048,2323833,Overpass,Natus Vincere,NiP,6,16,3714,2,14th of June 2018,1
8049,2323833,Mirage,Natus Vincere,NiP,16,13,3714,2,14th of June 2018,2
8050,2323833,Train,Natus Vincere,NiP,16,9,3714,2,14th of June 2018,3
8051,2323832,Mirage,NiP,VG.Flash,16,3,3714,1,14th of June 2018,1
8052,2323832,Overpass,NiP,VG.Flash,16,3,3714,1,14th of June 2018,2
8053,2323831,Overpass,Natus Vincere,Envy,19,16,3714,1,14th of June 2018,1
8054,2323831,Inferno,Natus Vincere,Envy,16,12,3714,1,14th of June 2018,2
8055,2324007,Dust2,NOBO,tomorrow,6,16,3793,0,17th of June 2018,1
8056,2324007,Cache,NOBO,tomorrow,16,11,3793,0,17th of June 2018,2
8057,2324007,Mirage,NOBO,tomorrow,9,16,3793,0,17th of June 2018,3
8058,2324005,Overpass,HAVU,ENCE,7,16,3793,0,17th of June 2018,1
8059,2324005,Train,HAVU,ENCE,4,16,3793,0,17th of June 2018,2
8060,2324004,Train,tomorrow,Movistar Riders,10,16,3793,0,17th of June 2018,1
8061,2324004,Mirage,tomorrow,Movistar Riders,16,5,3793,0,17th of June 2018,2
8062,2324004,Overpass,tomorrow,Movistar Riders,16,14,3793,0,17th of June 2018,3
8063,2324003,Nuke,LDLC,ENCE,16,11,3793,0,17th of June 2018,1
8064,2324003,Overpass,LDLC,ENCE,3,16,3793,0,17th of June 2018,2
8065,2324003,Inferno,LDLC,ENCE,5,16,3793,0,17th of June 2018,3
8066,2324002,Inferno,Endpoint,NOBO,14,16,3793,0,17th of June 2018,1
8067,2324002,Cache,Endpoint,NOBO,9,16,3793,0,17th of June 2018,2
8068,2324001,Mirage,HAVU,Singularity,16,9,3793,0,17th of June 2018,1
8069,2324001,Train,HAVU,Singularity,16,2,3793,0,17th of June 2018,2
8070,2323972,Inferno,Giants,Movistar Riders,20,22,3793,0,17th of June 2018,1
8071,2323971,Overpass,tomorrow,SJ,19,17,3793,0,17th of June 2018,1
8072,2323966,Inferno,ENCE,Property,16,8,3793,0,17th of June 2018,1
8073,2323969,Inferno,NOBO,IvrigaFingrar,16,13,3793,0,17th of June 2018,1
8074,2323967,Overpass,Dark Origin,Singularity,10,16,3793,0,17th of June 2018,1
8075,2323965,Train,zZzZz,LDLC,12,16,3793,0,17th of June 2018,1
8076,2323970,Inferno,UMULUNGI,Endpoint,11,16,3793,0,17th of June 2018,1
8077,2323968,Mirage,HAVU,GamePub,16,8,3793,0,17th of June 2018,1
8078,2323978,Overpass,ALTERNATE aTTaX,x-kom,16,6,3810,0,17th of June 2018,1
8079,2323978,Mirage,ALTERNATE aTTaX,x-kom,16,19,3810,0,17th of June 2018,2
8080,2323978,Train,ALTERNATE aTTaX,x-kom,14,16,3810,0,17th of June 2018,3
8081,2323977,Train,Windigo,x-kom,14,16,3810,0,17th of June 2018,1
8082,2323977,Cache,Windigo,x-kom,14,16,3810,0,17th of June 2018,2
8083,2323976,Mirage,Valiance,ALTERNATE aTTaX,6,16,3810,0,17th of June 2018,1
8084,2323976,Train,Valiance,ALTERNATE aTTaX,10,16,3810,0,17th of June 2018,2
8085,2323937,Inferno,Windigo,Codewise Unicorns,16,10,3810,0,16th of June 2018,1
8086,2323937,Mirage,Windigo,Codewise Unicorns,16,3,3810,0,16th of June 2018,2
8087,2323935,Dust2,Kinguin,Fragsters,16,8,3810,0,16th of June 2018,1
8088,2323935,Nuke,Kinguin,Fragsters,16,9,3810,0,16th of June 2018,2
8089,2323936,Mirage,PACT,ALTERNATE aTTaX,16,9,3810,0,16th of June 2018,1
8090,2323936,Inferno,PACT,ALTERNATE aTTaX,4,16,3810,0,16th of June 2018,2
8091,2323934,Mirage,Valiance,Illuminar,16,4,3810,0,16th of June 2018,1
8092,2323934,Inferno,Valiance,Illuminar,19,22,3810,0,16th of June 2018,2
8093,2323932,Mirage,Kinguin,x-kom,11,16,3810,0,16th of June 2018,1
8094,2323932,Overpass,Kinguin,x-kom,17,19,3810,0,16th of June 2018,2
8095,2323933,Nuke,ALTERNATE aTTaX,Vex,16,10,3810,0,16th of June 2018,1
8096,2323933,Mirage,ALTERNATE aTTaX,Vex,19,16,3810,0,16th of June 2018,2
8097,2323929,Mirage,PRIDE,Illuminar,10,16,3810,0,16th of June 2018,1
8098,2323929,Inferno,PRIDE,Illuminar,13,16,3810,0,16th of June 2018,2
8099,2323931,Inferno,Fragsters,x-kom,14,16,3810,0,16th of June 2018,1
8100,2323931,Cache,Fragsters,x-kom,11,16,3810,0,16th of June 2018,2
8101,2323930,Inferno,Windigo,Pompa,16,10,3810,0,16th of June 2018,1
8102,2323930,Mirage,Windigo,Pompa,16,5,3810,0,16th of June 2018,2
8103,2323926,Mirage,Valiance,PRIDE,16,2,3810,0,16th of June 2018,1
8104,2323926,Cache,Valiance,PRIDE,16,11,3810,0,16th of June 2018,2
8105,2323927,Inferno,Pompa,Codewise Unicorns,16,10,3810,0,16th of June 2018,1
8106,2323927,Train,Pompa,Codewise Unicorns,16,4,3810,0,16th of June 2018,2
8107,2323928,Train,PACT,Vex,16,10,3810,0,16th of June 2018,1
8108,2323928,Nuke,PACT,Vex,16,8,3810,0,16th of June 2018,2
8109,2323770,Mirage,Chiefs,ORDER,16,13,3493,0,17th of June 2018,1
8110,2323770,Cache,Chiefs,ORDER,7,16,3493,0,17th of June 2018,2
8111,2323770,Nuke,Chiefs,ORDER,16,3,3493,0,17th of June 2018,3
8112,2323769,Cache,ORDER,Tainted Minds,16,13,3493,0,16th of June 2018,1
8113,2323769,Nuke,ORDER,Tainted Minds,16,2,3493,0,16th of June 2018,2
8114,2323768,Cache,Chiefs,Corvidae,16,4,3493,0,16th of June 2018,1
8115,2323768,Nuke,Chiefs,Corvidae,16,6,3493,0,16th of June 2018,2
8116,2323766,Overpass,Tainted Minds,SYF,16,7,3493,0,15th of June 2018,1
8117,2323767,Train,Control,Corvidae,9,16,3493,0,15th of June 2018,1
8118,2323765,Inferno,SYF,Corvidae,17,19,3493,0,15th of June 2018,1
8119,2323764,Nuke,Tainted Minds,Control,16,0,3493,0,15th of June 2018,1
8120,2323763,Nuke,SYF,Control,16,10,3493,0,15th of June 2018,1
8121,2323762,Cache,Tainted Minds,Corvidae,16,14,3493,0,15th of June 2018,1
8122,2323761,Mirage,Chiefs,Grayhound,16,14,3493,0,15th of June 2018,1
8123,2323760,Inferno,ORDER,Dark Sided,16,9,3493,0,15th of June 2018,1
8124,2323759,Overpass,Dark Sided,Grayhound,2,16,3493,0,15th of June 2018,1
8125,2323758,Mirage,ORDER,Chiefs,3,16,3493,0,15th of June 2018,1
8126,2323756,Overpass,Dark Sided,Chiefs,10,16,3493,0,15th of June 2018,1
8127,2323757,Mirage,ORDER,Grayhound,16,14,3493,0,15th of June 2018,1
8128,2323775,Inferno,FaZe,mousesports,16,6,3649,4,17th of June 2018,1
8129,2323775,Cache,FaZe,mousesports,14,16,3649,4,17th of June 2018,2
8130,2323775,Train,FaZe,mousesports,12,16,3649,4,17th of June 2018,3
8131,2323775,Mirage,FaZe,mousesports,16,9,3649,4,17th of June 2018,4
8132,2323775,Dust2,FaZe,mousesports,16,10,3649,4,17th of June 2018,5
8133,2323774,Dust2,mousesports,SK,16,7,3649,3,16th of June 2018,1
8134,2323774,Train,mousesports,SK,16,12,3649,3,16th of June 2018,2
8135,2323773,Nuke,FaZe,Liquid,16,3,3649,4,16th of June 2018,1
8136,2323773,Dust2,FaZe,Liquid,14,16,3649,4,16th of June 2018,2
8137,2323773,Mirage,FaZe,Liquid,16,7,3649,4,16th of June 2018,3
8138,2323772,Cache,BIG,Liquid,12,16,3649,1,15th of June 2018,1
8139,2323772,Inferno,BIG,Liquid,10,16,3649,1,15th of June 2018,2
8140,2323771,Cache,SK,Space Soldiers,16,14,3649,2,15th of June 2018,1
8141,2323771,Dust2,SK,Space Soldiers,16,6,3649,2,15th of June 2018,2
8142,2323786,Inferno,Liquid,mousesports,9,16,3649,4,14th of June 2018,1
8143,2323786,Train,Liquid,mousesports,5,16,3649,4,14th of June 2018,2
8144,2323785,Inferno,FaZe,Space Soldiers,16,9,3649,2,14th of June 2018,1
8145,2323785,Mirage,FaZe,Space Soldiers,16,6,3649,2,14th of June 2018,2
8146,2323783,Train,BIG,Não Tem Como,9,16,3649,0,14th of June 2018,1
8147,2323783,Overpass,BIG,Não Tem Como,16,12,3649,0,14th of June 2018,2
8148,2323783,Dust2,BIG,Não Tem Como,16,4,3649,0,14th of June 2018,3
8149,2323782,Inferno,Ghost,SK,6,16,3649,1,13th of June 2018,1
8150,2323782,Dust2,Ghost,SK,4,16,3649,1,13th of June 2018,2
8151,2323780,Train,mousesports,Não Tem Como,16,3,3649,1,13th of June 2018,1
8152,2323780,Mirage,mousesports,Não Tem Como,16,12,3649,1,13th of June 2018,2
8153,2323781,Cache,BIG,Liquid,14,16,3649,1,13th of June 2018,1
8154,2323781,Inferno,BIG,Liquid,11,16,3649,1,13th of June 2018,2
8155,2323779,Cache,Space Soldiers,SK,16,13,3649,2,13th of June 2018,1
8156,2323779,Inferno,Space Soldiers,SK,16,11,3649,2,13th of June 2018,2
8157,2323778,Overpass,FaZe,Ghost,16,4,3649,1,13th of June 2018,1
8158,2323778,Dust2,FaZe,Ghost,16,8,3649,1,13th of June 2018,2
8159,2323875,Overpass,Squared,EURONICS,4,16,3792,0,13th of June 2018,1
8160,2323875,Train,Squared,EURONICS,14,16,3792,0,13th of June 2018,2
8161,2323874,Overpass,Singularity,Kinguin,7,16,3792,0,13th of June 2018,1
8162,2323874,Nuke,Singularity,Kinguin,1,16,3792,0,13th of June 2018,2
8163,2323862,Inferno,fnatic Academy,Squared,19,22,3792,0,12th of June 2018,1
8164,2323862,Mirage,fnatic Academy,Squared,16,12,3792,0,12th of June 2018,2
8165,2323862,Train,fnatic Academy,Squared,10,16,3792,0,12th of June 2018,3
8166,2323854,Dust2,Magicians,Singularity,14,16,3792,0,12th of June 2018,1
8167,2323854,Mirage,Magicians,Singularity,3,16,3792,0,12th of June 2018,2
8168,2323853,Overpass,EURONICS,Tricked,16,11,3792,0,12th of June 2018,1
8169,2323853,Inferno,EURONICS,Tricked,16,7,3792,0,12th of June 2018,2
8170,2323859,Train,Kinguin,Berzerk,16,11,3792,0,12th of June 2018,1
8171,2323859,Dust2,Kinguin,Berzerk,16,4,3792,0,12th of June 2018,2
8172,2323852,Cache,Imperial,Singularity,10,16,3792,0,12th of June 2018,1
8173,2323848,Inferno,fnatic Academy,WASD,16,14,3792,0,12th of June 2018,1
8174,2323850,Nuke,Kinguin,eXtatus,16,9,3792,0,12th of June 2018,1
8175,2323851,Mirage,Movistar Riders,Squared,9,16,3792,0,12th of June 2018,1
8176,2323849,Cache,Universe,Berzerk,7,16,3792,0,12th of June 2018,1
8177,2323845,Cache,Tricked,Valiance,16,12,3792,0,12th of June 2018,1
8178,2323846,Mirage,Magicians,kindergarden,16,14,3792,0,12th of June 2018,1
8179,2323847,Overpass,tradigt,EURONICS,2,16,3792,0,12th of June 2018,1
8180,2323748,Mirage,Swole Patrol,Rogue,16,12,3721,0,11th of June 2018,1
8181,2323748,Train,Swole Patrol,Rogue,9,16,3721,0,11th of June 2018,2
8182,2323748,Overpass,Swole Patrol,Rogue,16,6,3721,0,11th of June 2018,3
8183,2323749,Nuke,compLexity,F1-racecar-PEEK,16,6,3721,0,11th of June 2018,1
8184,2323749,Train,compLexity,F1-racecar-PEEK,16,3,3721,0,11th of June 2018,2
8185,2323744,Train,TeamOne,F1-racecar-PEEK,17,19,3721,0,10th of June 2018,1
8186,2323744,Overpass,TeamOne,F1-racecar-PEEK,16,5,3721,0,10th of June 2018,2
8187,2323744,Mirage,TeamOne,F1-racecar-PEEK,14,16,3721,0,10th of June 2018,3
8188,2323741,Inferno,Bravado,Swole Patrol,16,4,3721,0,10th of June 2018,1
8189,2323741,Cache,Bravado,Swole Patrol,10,16,3721,0,10th of June 2018,2
8190,2323741,Overpass,Bravado,Swole Patrol,6,16,3721,0,10th of June 2018,3
8191,2323742,Overpass,The Pioneers,Rogue,6,16,3721,0,10th of June 2018,1
8192,2323742,Nuke,The Pioneers,Rogue,7,16,3721,0,10th of June 2018,2
