,matchcode,map,team1,team2,score1,score2,eventcode,stars,date,mapnumber
0,2331081,Train,ENCE,Astralis,11,16,3883,3,3rd of March 2019,1
1,2331081,Inferno,ENCE,Astralis,4,16,3883,3,3rd of March 2019,2
2,2331080,Overpass,MIBR,Astralis,14,16,3883,4,2nd of March 2019,1
3,2331080,Inferno,MIBR,Astralis,7,16,3883,4,2nd of March 2019,2
4,2331079,Train,Natus Vincere,ENCE,14,16,3883,3,2nd of March 2019,1
5,2331079,Dust2,Natus Vincere,ENCE,16,3,3883,3,2nd of March 2019,2
6,2331079,Mirage,Natus Vincere,ENCE,14,16,3883,3,2nd of March 2019,3
7,2331078,Mirage,Astralis,NiP,16,2,3883,3,1st of March 2019,1
8,2331078,Dust2,Astralis,NiP,16,14,3883,3,1st of March 2019,2
9,2331077,Dust2,MIBR,Renegades,16,6,3883,3,1st of March 2019,1
10,2331077,Train,MIBR,Renegades,16,12,3883,3,1st of March 2019,2
11,2331076,Mirage,Liquid,ENCE,11,16,3883,3,28th of February 2019,1
12,2331076,Inferno,Liquid,ENCE,16,19,3883,3,28th of February 2019,2
13,2331075,Inferno,Natus Vincere,FaZe,16,13,3883,4,28th of February 2019,1
14,2331075,Mirage,Natus Vincere,FaZe,16,7,3883,4,28th of February 2019,2
15,2331074,Cache,FaZe,Cloud9,16,14,3883,3,24th of February 2019,1
16,2331074,Dust2,FaZe,Cloud9,16,9,3883,3,24th of February 2019,2
17,2331073,Cache,NiP,Vitality,16,7,3883,2,24th of February 2019,1
18,2331073,Overpass,NiP,Vitality,8,16,3883,2,24th of February 2019,2
19,2331073,Mirage,NiP,Vitality,16,7,3883,2,24th of February 2019,3
20,2331072,Mirage,ENCE,AVANGAR,16,12,3883,2,24th of February 2019,1
21,2331072,Train,ENCE,AVANGAR,16,7,3883,2,24th of February 2019,2
22,2331071,Inferno,Cloud9,HellRaisers,16,8,3883,1,23rd of February 2019,1
23,2331071,Cache,Cloud9,HellRaisers,16,12,3883,1,23rd of February 2019,2
24,2331070,Cache,FaZe,compLexity,8,16,3883,1,23rd of February 2019,1
25,2331070,Mirage,FaZe,compLexity,16,11,3883,1,23rd of February 2019,2
26,2331070,Dust2,FaZe,compLexity,16,14,3883,1,23rd of February 2019,3
27,2331069,Dust2,ENCE,G2,19,17,3883,2,23rd of February 2019,1
28,2331069,Mirage,ENCE,G2,16,10,3883,2,23rd of February 2019,2
29,2331068,Train,MIBR,NiP,16,6,3883,2,22nd of February 2019,1
30,2331068,Inferno,MIBR,NiP,16,14,3883,2,22nd of February 2019,2
31,2331067,Dust2,Natus Vincere,AVANGAR,16,6,3883,2,22nd of February 2019,1
32,2331067,Train,Natus Vincere,AVANGAR,16,11,3883,2,22nd of February 2019,2
33,2331066,Dust2,Renegades,Vitality,16,5,3883,2,22nd of February 2019,1
34,2331066,Cache,Renegades,Vitality,11,16,3883,2,22nd of February 2019,2
35,2331066,Inferno,Renegades,Vitality,16,12,3883,2,22nd of February 2019,3
36,2331064,Nuke,NRG,compLexity,19,22,3883,1,21st of February 2019,1
37,2331064,Cache,NRG,compLexity,16,19,3883,1,21st of February 2019,2
38,2331065,Mirage,Liquid,Natus Vincere,16,14,3883,5,21st of February 2019,1
39,2331065,Dust2,Liquid,Natus Vincere,16,9,3883,5,21st of February 2019,2
40,2331062,Mirage,Astralis,Renegades,17,19,3883,3,21st of February 2019,1
41,2331062,Nuke,Astralis,Renegades,16,9,3883,3,21st of February 2019,2
42,2331062,Inferno,Astralis,Renegades,16,2,3883,3,21st of February 2019,3
43,2331063,Dust2,ENCE,BIG,5,16,3883,2,21st of February 2019,1
44,2331063,Train,ENCE,BIG,16,14,3883,2,21st of February 2019,2
45,2331063,Overpass,ENCE,BIG,16,10,3883,2,21st of February 2019,3
46,2331060,Mirage,Vitality,Cloud9,16,14,3883,2,21st of February 2019,1
47,2331061,Overpass,NiP,HellRaisers,16,5,3883,1,21st of February 2019,1
48,2331059,Mirage,FaZe,AVANGAR,13,16,3883,2,21st of February 2019,1
49,2331058,Inferno,MIBR,G2,16,12,3883,2,21st of February 2019,1
50,2331056,Overpass,Liquid,NiP,16,13,3883,3,21st of February 2019,1
51,2331054,Mirage,Natus Vincere,Vitality,25,22,3883,2,20th of February 2019,1
52,2331057,Train,Astralis,Cloud9,16,0,3883,3,20th of February 2019,1
53,2331055,Inferno,FaZe,Renegades,14,16,3883,3,20th of February 2019,1
54,2331052,Overpass,NRG,AVANGAR,13,16,3883,2,20th of February 2019,1
55,2331053,Mirage,MIBR,compLexity,16,9,3883,1,20th of February 2019,1
56,2331050,Dust2,ENCE,HellRaisers,12,16,3883,1,20th of February 2019,1
57,2331051,Mirage,BIG,G2,13,16,3883,2,20th of February 2019,1
58,2331048,Inferno,MIBR,Cloud9,3,16,3883,2,20th of February 2019,1
59,2331049,Nuke,Astralis,compLexity,16,6,3883,1,20th of February 2019,1
60,2331046,Nuke,NRG,NiP,14,16,3883,3,20th of February 2019,1
61,2331047,Overpass,Liquid,AVANGAR,16,12,3883,2,20th of February 2019,1
62,2331044,Inferno,Natus Vincere,G2,16,7,3883,2,20th of February 2019,1
63,2331045,Train,FaZe,HellRaisers,16,4,3883,1,20th of February 2019,1
64,2331042,Inferno,ENCE,Renegades,13,16,3883,3,20th of February 2019,1
65,2331043,Mirage,BIG,Vitality,11,16,3883,2,20th of February 2019,1
66,2331335,Inferno,Tricked,Heroic,16,11,4432,0,28th of February 2019,1
67,2331335,Overpass,Tricked,Heroic,6,16,4432,0,28th of February 2019,2
68,2331335,Nuke,Tricked,Heroic,5,16,4432,0,28th of February 2019,3
69,2331334,Overpass,forZe,Chaos,10,16,4432,0,28th of February 2019,1
70,2331334,Inferno,forZe,Chaos,5,16,4432,0,28th of February 2019,2
71,2331323,Overpass,NoChance,Heroic,5,16,4432,0,27th of February 2019,1
72,2331323,Mirage,NoChance,Heroic,16,10,4432,0,27th of February 2019,2
73,2331323,Inferno,NoChance,Heroic,13,16,4432,0,27th of February 2019,3
74,2331320,Train,forZe,devils.one,14,16,4432,0,27th of February 2019,1
75,2331320,Mirage,forZe,devils.one,16,14,4432,0,27th of February 2019,2
76,2331320,Dust2,forZe,devils.one,16,3,4432,0,27th of February 2019,3
77,2331321,Overpass,Brutalis,Chaos,3,16,4432,0,27th of February 2019,1
78,2331321,Mirage,Brutalis,Chaos,13,16,4432,0,27th of February 2019,2
79,2331322,Train,g4m3rZ,Tricked,6,16,4432,0,27th of February 2019,1
80,2331322,Mirage,g4m3rZ,Tricked,2,16,4432,0,27th of February 2019,2
81,2331203,Cache,Sprout,AGO,11,16,4243,0,26th of February 2019,1
82,2331203,Inferno,Sprout,AGO,16,13,4243,0,26th of February 2019,2
83,2331203,Mirage,Sprout,AGO,16,2,4243,0,26th of February 2019,3
84,2331200,Inferno,Windigo,3DMAX,16,13,4243,0,26th of February 2019,1
85,2331200,Overpass,Windigo,3DMAX,16,6,4243,0,26th of February 2019,2
86,2331201,Dust2,Valiance,LDLC,16,2,4243,1,25th of February 2019,1
87,2331201,Mirage,Valiance,LDLC,16,7,4243,1,25th of February 2019,2
88,2331202,Overpass,Uruguay,x6tence Galaxy,16,8,4243,0,25th of February 2019,1
89,2331202,Cache,Uruguay,x6tence Galaxy,16,12,4243,0,25th of February 2019,2
90,2331154,Inferno,3DMAX,Vexed,19,15,4243,0,21st of February 2019,1
91,2331154,Mirage,3DMAX,Vexed,16,9,4243,0,21st of February 2019,2
92,2331139,Cache,Valiance,AGO,25,21,4243,0,21st of February 2019,1
93,2331139,Dust2,Valiance,AGO,16,6,4243,0,21st of February 2019,2
94,2331138,Cache,x6tence Galaxy,Sprout,4,16,4243,0,21st of February 2019,1
95,2331138,Nuke,x6tence Galaxy,Sprout,8,16,4243,0,21st of February 2019,2
96,2330366,Cache,Red Reserve,x6tence Galaxy,12,16,4243,0,20th of February 2019,1
97,2330366,Mirage,Red Reserve,x6tence Galaxy,16,2,4243,0,20th of February 2019,2
98,2331135,Train,Windigo,expert,16,9,4243,0,19th of February 2019,1
99,2331135,Cache,Windigo,expert,13,16,4243,0,19th of February 2019,2
100,2331134,Cache,ALTERNATE aTTaX,Windigo,14,16,4243,0,19th of February 2019,1
101,2331134,Mirage,ALTERNATE aTTaX,Windigo,13,16,4243,0,19th of February 2019,2
102,2331133,Dust2,expert,EURONICS,16,5,4243,0,19th of February 2019,1
103,2331133,Train,expert,EURONICS,16,14,4243,0,19th of February 2019,2
104,2331132,Mirage,Valiance,ALTERNATE aTTaX,16,4,4243,0,19th of February 2019,1
105,2331132,Cache,Valiance,ALTERNATE aTTaX,16,10,4243,0,19th of February 2019,2
106,2331091,Overpass,LDLC,AGO,9,16,4243,0,18th of February 2019,1
107,2331091,Mirage,LDLC,AGO,6,16,4243,0,18th of February 2019,2
108,2331090,Mirage,Valiance,Tricked,16,8,4243,0,18th of February 2019,1
109,2331090,Train,Valiance,Tricked,16,6,4243,0,18th of February 2019,2
110,2331089,Mirage,Valiance,Sprout,16,11,4243,0,18th of February 2019,1
111,2331089,Dust2,Valiance,Sprout,16,14,4243,0,18th of February 2019,2
112,2330946,Mirage,Vexed,3DMAX,16,14,4243,0,15th of February 2019,1
113,2330946,Inferno,Vexed,3DMAX,13,16,4243,0,15th of February 2019,2
114,2330945,Dust2,EURONICS,Windigo,5,16,4243,0,15th of February 2019,1
115,2330945,Overpass,EURONICS,Windigo,8,16,4243,0,15th of February 2019,2
116,2330944,Overpass,Windigo,LDLC,16,11,4243,0,15th of February 2019,1
117,2330944,Dust2,Windigo,LDLC,20,22,4243,0,15th of February 2019,2
118,2330943,Mirage,Tricked,EURONICS,16,13,4243,0,14th of February 2019,1
119,2330943,Cache,Tricked,EURONICS,16,7,4243,0,14th of February 2019,2
120,2330729,Cache,AGO,HAVU,16,14,4243,0,14th of February 2019,1
121,2330729,Dust2,AGO,HAVU,16,10,4243,0,14th of February 2019,2
122,2330942,Dust2,Red Reserve,LDLC,9,16,4243,0,14th of February 2019,1
123,2330942,Cache,Red Reserve,LDLC,10,16,4243,0,14th of February 2019,2
124,2330941,Train,Tricked,Valiance,14,16,4243,1,13th of February 2019,1
125,2330941,Mirage,Tricked,Valiance,14,16,4243,1,13th of February 2019,2
126,2330169,Overpass,AGO,3DMAX,16,7,4243,0,13th of February 2019,1
127,2330169,Mirage,AGO,3DMAX,5,16,4243,0,13th of February 2019,2
128,2330940,Cache,expert,x6tence Galaxy,16,14,4243,0,13th of February 2019,1
129,2330940,Inferno,expert,x6tence Galaxy,7,16,4243,0,13th of February 2019,2
130,2330939,Mirage,Red Reserve,Sprout,16,6,4243,0,13th of February 2019,1
131,2330939,Inferno,Red Reserve,Sprout,13,16,4243,0,13th of February 2019,2
132,2330938,Inferno,Vexed,Sprout,6,16,4243,0,12th of February 2019,1
133,2330938,Cache,Vexed,Sprout,10,16,4243,0,12th of February 2019,2
134,2330937,Nuke,EURONICS,expert,6,16,4243,0,12th of February 2019,1
135,2330937,Train,EURONICS,expert,11,16,4243,0,12th of February 2019,2
136,2330936,Train,HAVU,ALTERNATE aTTaX,20,22,4243,0,12th of February 2019,1
137,2330936,Cache,HAVU,ALTERNATE aTTaX,5,16,4243,0,12th of February 2019,2
138,2330935,Dust2,Sprout,3DMAX,16,19,4243,1,12th of February 2019,1
139,2330935,Inferno,Sprout,3DMAX,22,19,4243,1,12th of February 2019,2
140,2330934,Cache,ALTERNATE aTTaX,Vexed,16,2,4243,0,11th of February 2019,1
141,2330934,Inferno,ALTERNATE aTTaX,Vexed,16,9,4243,0,11th of February 2019,2
142,2330730,Overpass,x6tence Galaxy,LDLC,16,10,4243,0,8th of February 2019,1
143,2330730,Dust2,x6tence Galaxy,LDLC,16,14,4243,0,8th of February 2019,2
144,2330731,Train,HAVU,Vexed,16,7,4243,0,8th of February 2019,1
145,2330731,Mirage,HAVU,Vexed,4,16,4243,0,8th of February 2019,2
146,2330727,Inferno,expert,Red Reserve,9,16,4243,0,7th of February 2019,1
147,2330727,Cache,expert,Red Reserve,4,16,4243,0,7th of February 2019,2
148,2330726,Mirage,Tricked,Sprout,16,12,4243,0,7th of February 2019,1
149,2330726,Nuke,Tricked,Sprout,9,16,4243,0,7th of February 2019,2
150,2330725,Dust2,x6tence Galaxy,Valiance,12,16,4243,1,7th of February 2019,1
151,2330725,Mirage,x6tence Galaxy,Valiance,19,16,4243,1,7th of February 2019,2
152,2330724,Dust2,Sprout,expert,16,11,4243,0,7th of February 2019,1
153,2330724,Inferno,Sprout,expert,16,11,4243,0,7th of February 2019,2
154,2330723,Cache,Vexed,LDLC,10,16,4243,0,6th of February 2019,1
155,2330723,Inferno,Vexed,LDLC,16,8,4243,0,6th of February 2019,2
156,2330722,Mirage,x6tence Galaxy,Tricked,16,4,4243,0,6th of February 2019,1
157,2330722,Overpass,x6tence Galaxy,Tricked,16,4,4243,0,6th of February 2019,2
158,2330718,Train,AGO,Valiance,13,16,4243,1,5th of February 2019,1
159,2330718,Mirage,AGO,Valiance,2,16,4243,1,5th of February 2019,2
160,2330717,Mirage,x6tence Galaxy,EURONICS,19,16,4243,0,5th of February 2019,1
161,2330717,Dust2,x6tence Galaxy,EURONICS,16,8,4243,0,5th of February 2019,2
162,2330716,Dust2,HAVU,LDLC,16,5,4243,0,5th of February 2019,1
163,2330716,Cache,HAVU,LDLC,11,16,4243,0,5th of February 2019,2
164,2330715,Overpass,ALTERNATE aTTaX,Red Reserve,4,16,4243,0,5th of February 2019,1
165,2330715,Dust2,ALTERNATE aTTaX,Red Reserve,17,19,4243,0,5th of February 2019,2
166,2330695,Inferno,Tricked,AGO,16,6,4243,0,4th of February 2019,1
167,2330695,Mirage,Tricked,AGO,16,9,4243,0,4th of February 2019,2
168,2330694,Mirage,3DMAX,HAVU,10,16,4243,0,4th of February 2019,1
169,2330694,Dust2,3DMAX,HAVU,16,10,4243,0,4th of February 2019,2
170,2330693,Nuke,expert,Valiance,6,16,4243,1,4th of February 2019,1
171,2330693,Train,expert,Valiance,14,16,4243,1,4th of February 2019,2
172,2330692,Mirage,3DMAX,Windigo,16,6,4243,1,4th of February 2019,1
173,2330692,Dust2,3DMAX,Windigo,1,16,4243,1,4th of February 2019,2
174,2330543,Train,Valiance,Windigo,14,16,4243,1,1st of February 2019,1
175,2330543,Dust2,Valiance,Windigo,19,15,4243,1,1st of February 2019,2
176,2330542,Inferno,AGO,LDLC,16,12,4243,0,1st of February 2019,1
177,2330542,Cache,AGO,LDLC,16,19,4243,0,1st of February 2019,2
178,2330541,Inferno,Valiance,3DMAX,6,16,4243,1,1st of February 2019,1
179,2330541,Mirage,Valiance,3DMAX,16,10,4243,1,1st of February 2019,2
180,2330540,Nuke,expert,HAVU,16,14,4243,0,31st of January 2019,1
181,2330540,Train,expert,HAVU,19,15,4243,0,31st of January 2019,2
182,2330539,Overpass,x6tence Galaxy,Windigo,13,16,4243,0,31st of January 2019,1
183,2330539,Cache,x6tence Galaxy,Windigo,16,11,4243,0,31st of January 2019,2
184,2330538,Inferno,Vexed,AGO,9,16,4243,0,30th of January 2019,1
185,2330538,Overpass,Vexed,AGO,17,19,4243,0,30th of January 2019,2
186,2330535,Inferno,ALTERNATE aTTaX,Tricked,16,8,4243,0,29th of January 2019,1
187,2330535,Mirage,ALTERNATE aTTaX,Tricked,16,11,4243,0,29th of January 2019,2
188,2330534,Dust2,HAVU,Windigo,7,16,4243,0,29th of January 2019,1
189,2330534,Mirage,HAVU,Windigo,11,16,4243,0,29th of January 2019,2
190,2330533,Inferno,LDLC,x6tence Galaxy,8,16,4243,0,29th of January 2019,1
191,2330533,Nuke,LDLC,x6tence Galaxy,16,14,4243,0,29th of January 2019,2
192,2330532,Cache,Windigo,Sprout,14,16,4243,0,29th of January 2019,1
193,2330532,Dust2,Windigo,Sprout,16,12,4243,0,29th of January 2019,2
194,2330514,Mirage,HAVU,Tricked,5,16,4243,0,28th of January 2019,1
195,2330514,Train,HAVU,Tricked,13,16,4243,0,28th of January 2019,2
196,2330513,Mirage,AGO,x6tence Galaxy,13,16,4243,0,28th of January 2019,1
197,2330513,Overpass,AGO,x6tence Galaxy,10,16,4243,0,28th of January 2019,2
198,2330512,Mirage,3DMAX,Sprout,16,7,4243,0,28th of January 2019,1
199,2330512,Dust2,3DMAX,Sprout,3,16,4243,0,28th of January 2019,2
200,2330511,Inferno,ALTERNATE aTTaX,LDLC,14,16,4243,0,28th of January 2019,1
201,2330511,Cache,ALTERNATE aTTaX,LDLC,10,16,4243,0,28th of January 2019,2
202,2330405,Mirage,Valiance,HAVU,16,3,4243,0,25th of January 2019,1
203,2330405,Dust2,Valiance,HAVU,10,16,4243,0,25th of January 2019,2
204,2330404,Mirage,3DMAX,EURONICS,16,11,4243,0,25th of January 2019,1
205,2330404,Overpass,3DMAX,EURONICS,16,6,4243,0,25th of January 2019,2
206,2330422,Mirage,HAVU,AGO,5,16,4243,0,25th of January 2019,1
207,2330422,Train,HAVU,AGO,9,16,4243,0,25th of January 2019,2
208,2330421,Dust2,Windigo,EURONICS,16,5,4243,0,24th of January 2019,1
209,2330421,Overpass,Windigo,EURONICS,16,5,4243,0,24th of January 2019,2
210,2330403,Cache,LDLC,Valiance,13,16,4243,1,24th of January 2019,1
211,2330403,Inferno,LDLC,Valiance,5,16,4243,1,24th of January 2019,2
212,2330402,Cache,Sprout,Vexed,16,6,4243,0,24th of January 2019,1
213,2330402,Inferno,Sprout,Vexed,16,6,4243,0,24th of January 2019,2
214,2330420,Cache,LDLC,Windigo,6,16,4243,1,24th of January 2019,1
215,2330420,Overpass,LDLC,Windigo,7,16,4243,1,24th of January 2019,2
216,2330401,Mirage,Valiance,x6tence Galaxy,16,12,4243,1,23rd of January 2019,1
217,2330401,Nuke,Valiance,x6tence Galaxy,16,5,4243,1,23rd of January 2019,2
218,2330400,Mirage,EURONICS,Red Reserve,6,16,4243,0,23rd of January 2019,1
219,2330400,Dust2,EURONICS,Red Reserve,5,16,4243,0,23rd of January 2019,2
220,2330015,Overpass,Vexed,Windigo,8,16,4243,0,23rd of January 2019,1
221,2330015,Cache,Vexed,Windigo,6,16,4243,0,23rd of January 2019,2
222,2330399,Overpass,ALTERNATE aTTaX,EURONICS,19,16,4243,0,22nd of January 2019,1
223,2330399,Dust2,ALTERNATE aTTaX,EURONICS,16,10,4243,0,22nd of January 2019,2
224,2330398,Cache,expert,3DMAX,4,16,4243,0,22nd of January 2019,1
225,2330398,Inferno,expert,3DMAX,16,13,4243,0,22nd of January 2019,2
226,2330397,Dust2,LDLC,Red Reserve,1,16,4243,1,22nd of January 2019,1
227,2330397,Cache,LDLC,Red Reserve,7,16,4243,1,22nd of January 2019,2
228,2330396,Mirage,AGO,Red Reserve,13,16,4243,0,21st of January 2019,1
229,2330396,Overpass,AGO,Red Reserve,16,3,4243,0,21st of January 2019,2
230,2330010,Inferno,3DMAX,LDLC,16,4,4243,1,21st of January 2019,1
231,2330010,Dust2,3DMAX,LDLC,11,16,4243,1,21st of January 2019,2
232,2330395,Cache,expert,AGO,16,10,4243,0,21st of January 2019,1
233,2330395,Train,expert,AGO,11,16,4243,0,21st of January 2019,2
234,2330367,Mirage,Vexed,Tricked,16,6,4243,0,18th of January 2019,1
235,2330367,Inferno,Vexed,Tricked,9,16,4243,0,18th of January 2019,2
236,2330365,Dust2,LDLC,EURONICS,16,8,4243,0,18th of January 2019,1
237,2330365,Mirage,LDLC,EURONICS,5,16,4243,0,18th of January 2019,2
238,2330364,Overpass,Tricked,3DMAX,5,16,4243,0,18th of January 2019,1
239,2330364,Dust2,Tricked,3DMAX,7,16,4243,0,18th of January 2019,2
240,2330360,Train,AGO,Vexed,16,6,4243,0,17th of January 2019,1
241,2330360,Overpass,AGO,Vexed,16,2,4243,0,17th of January 2019,2
242,2330359,Overpass,Red Reserve,3DMAX,16,10,4243,0,17th of January 2019,1
243,2330359,Dust2,Red Reserve,3DMAX,12,16,4243,0,17th of January 2019,2
244,2330358,Mirage,Sprout,HAVU,16,12,4243,0,17th of January 2019,1
245,2330358,Dust2,Sprout,HAVU,16,5,4243,0,17th of January 2019,2
246,2330357,Inferno,x6tence Galaxy,expert,16,19,4243,0,17th of January 2019,1
247,2330357,Cache,x6tence Galaxy,expert,12,16,4243,0,17th of January 2019,2
248,2330335,Inferno,LDLC,Vexed,14,16,4243,0,16th of January 2019,1
249,2330335,Mirage,LDLC,Vexed,12,16,4243,0,16th of January 2019,2
250,2330334,Overpass,x6tence Galaxy,ALTERNATE aTTaX,16,11,4243,0,16th of January 2019,1
251,2330334,Inferno,x6tence Galaxy,ALTERNATE aTTaX,16,10,4243,0,16th of January 2019,2
252,2330319,Nuke,Tricked,Red Reserve,11,16,4243,0,15th of January 2019,1
253,2330319,Dust2,Tricked,Red Reserve,11,16,4243,0,15th of January 2019,2
254,2330318,Cache,AGO,Sprout,13,16,4243,0,15th of January 2019,1
255,2330318,Inferno,AGO,Sprout,10,16,4243,0,15th of January 2019,2
256,2330317,Dust2,HAVU,expert,19,17,4243,0,15th of January 2019,1
257,2330317,Train,HAVU,expert,11,16,4243,0,15th of January 2019,2
258,2330011,Dust2,Sprout,Red Reserve,16,7,4243,0,14th of January 2019,1
259,2330011,Train,Sprout,Red Reserve,16,10,4243,0,14th of January 2019,2
260,2330299,Train,expert,Tricked,8,16,4243,0,14th of January 2019,1
261,2330299,Inferno,expert,Tricked,9,16,4243,0,14th of January 2019,2
262,2330298,Overpass,x6tence Galaxy,AGO,16,12,4243,0,14th of January 2019,1
263,2330298,Mirage,x6tence Galaxy,AGO,16,9,4243,0,14th of January 2019,2
264,2330297,Dust2,Sprout,Tricked,16,12,4243,0,14th of January 2019,1
265,2330297,Inferno,Sprout,Tricked,22,19,4243,0,14th of January 2019,2
266,2330272,Nuke,HAVU,EURONICS,16,11,4243,0,11th of January 2019,1
267,2330272,Mirage,HAVU,EURONICS,16,11,4243,0,11th of January 2019,2
268,2330271,Cache,Red Reserve,Vexed,16,8,4243,0,11th of January 2019,1
269,2330271,Mirage,Red Reserve,Vexed,9,16,4243,0,11th of January 2019,2
270,2330270,Inferno,x6tence Galaxy,3DMAX,7,16,4243,0,11th of January 2019,1
271,2330270,Mirage,x6tence Galaxy,3DMAX,13,16,4243,0,11th of January 2019,2
272,2330269,Dust2,HAVU,Valiance,17,19,4243,0,11th of January 2019,1
273,2330269,Cache,HAVU,Valiance,16,10,4243,0,11th of January 2019,2
274,2330204,Train,expert,Vexed,2,16,4243,0,10th of January 2019,1
275,2330204,Inferno,expert,Vexed,16,5,4243,0,10th of January 2019,2
276,2330203,Mirage,EURONICS,Valiance,1,16,4243,0,10th of January 2019,1
277,2330203,Nuke,EURONICS,Valiance,5,16,4243,0,10th of January 2019,2
278,2329638,Inferno,x6tence Galaxy,Vexed,16,11,4243,0,10th of January 2019,1
279,2329638,Overpass,x6tence Galaxy,Vexed,16,13,4243,0,10th of January 2019,2
280,2330016,Overpass,ALTERNATE aTTaX,AGO,6,16,4243,0,8th of January 2019,1
281,2330016,Inferno,ALTERNATE aTTaX,AGO,16,3,4243,0,8th of January 2019,2
282,2330178,Inferno,3DMAX,expert,10,16,4243,0,8th of January 2019,1
283,2330178,Cache,3DMAX,expert,16,3,4243,0,8th of January 2019,2
284,2330171,Cache,ALTERNATE aTTaX,HAVU,16,4,4243,0,7th of January 2019,1
285,2330171,Train,ALTERNATE aTTaX,HAVU,9,16,4243,0,7th of January 2019,2
286,2330170,Inferno,AGO,expert,16,6,4243,0,7th of January 2019,1
287,2330170,Train,AGO,expert,16,13,4243,0,7th of January 2019,2
288,2330019,Cache,AGO,Windigo,10,16,4243,0,21st of December 2018,1
289,2330019,Overpass,AGO,Windigo,9,16,4243,0,21st of December 2018,2
290,2330018,Dust2,EURONICS,3DMAX,8,16,4243,0,21st of December 2018,1
291,2330018,Inferno,EURONICS,3DMAX,5,16,4243,0,21st of December 2018,2
292,2330017,Train,Sprout,Valiance,25,22,4243,0,21st of December 2018,1
293,2330017,Dust2,Sprout,Valiance,16,8,4243,0,21st of December 2018,2
294,2330041,Inferno,3DMAX,AGO,19,16,4243,0,20th of December 2018,1
295,2330041,Dust2,3DMAX,AGO,19,17,4243,0,20th of December 2018,2
296,2330014,Mirage,Valiance,Red Reserve,16,9,4243,0,20th of December 2018,1
297,2330014,Nuke,Valiance,Red Reserve,16,6,4243,0,20th of December 2018,2
298,2330013,Dust2,ALTERNATE aTTaX,Sprout,12,16,4243,0,19th of December 2018,1
299,2330013,Mirage,ALTERNATE aTTaX,Sprout,10,16,4243,0,19th of December 2018,2
300,2330012,Inferno,Vexed,EURONICS,16,6,4243,0,19th of December 2018,1
301,2330012,Overpass,Vexed,EURONICS,16,11,4243,0,19th of December 2018,2
302,2329825,Train,Vexed,Red Reserve,14,16,4243,0,18th of December 2018,1
303,2329825,Cache,Vexed,Red Reserve,3,16,4243,0,18th of December 2018,2
304,2330009,Nuke,ALTERNATE aTTaX,Valiance,1,16,4243,0,18th of December 2018,1
305,2330009,Dust2,ALTERNATE aTTaX,Valiance,8,16,4243,0,18th of December 2018,2
306,2330008,Cache,Windigo,HAVU,16,8,4243,0,17th of December 2018,1
307,2330008,Dust2,Windigo,HAVU,16,9,4243,0,17th of December 2018,2
308,2330007,Inferno,EURONICS,x6tence Galaxy,3,16,4243,0,17th of December 2018,1
309,2330007,Overpass,EURONICS,x6tence Galaxy,19,16,4243,0,17th of December 2018,2
310,2330006,Mirage,Valiance,Vexed,16,12,4243,0,17th of December 2018,1
311,2330006,Train,Valiance,Vexed,16,10,4243,0,17th of December 2018,2
312,2330005,Nuke,ALTERNATE aTTaX,3DMAX,16,3,4243,0,17th of December 2018,1
313,2330005,Mirage,ALTERNATE aTTaX,3DMAX,11,16,4243,0,17th of December 2018,2
314,2329826,Mirage,Tricked,x6tence Galaxy,7,16,4243,0,14th of December 2018,1
315,2329826,Nuke,Tricked,x6tence Galaxy,11,16,4243,0,14th of December 2018,2
316,2329824,Mirage,Tricked,LDLC,16,7,4243,1,14th of December 2018,1
317,2329824,Nuke,Tricked,LDLC,13,16,4243,1,14th of December 2018,2
318,2329823,Dust2,3DMAX,Red Reserve,13,16,4243,0,14th of December 2018,1
319,2329823,Mirage,3DMAX,Red Reserve,16,8,4243,0,14th of December 2018,2
320,2329822,Nuke,expert,ALTERNATE aTTaX,16,11,4243,0,13th of December 2018,1
321,2329822,Mirage,expert,ALTERNATE aTTaX,11,16,4243,0,13th of December 2018,2
322,2329821,Mirage,x6tence Galaxy,HAVU,14,16,4243,0,13th of December 2018,1
323,2329821,Train,x6tence Galaxy,HAVU,1,16,4243,0,13th of December 2018,2
324,2329820,Mirage,ALTERNATE aTTaX,3DMAX,17,19,4243,0,13th of December 2018,1
325,2329820,Dust2,ALTERNATE aTTaX,3DMAX,6,16,4243,0,13th of December 2018,2
326,2329819,Dust2,EURONICS,HAVU,11,16,4243,0,12th of December 2018,1
327,2329819,Cache,EURONICS,HAVU,16,9,4243,0,12th of December 2018,2
328,2329818,Mirage,Vexed,expert,16,9,4243,0,12th of December 2018,1
329,2329818,Train,Vexed,expert,16,12,4243,0,12th of December 2018,2
330,2329817,Cache,Red Reserve,AGO,16,7,4243,0,11th of December 2018,1
331,2329817,Dust2,Red Reserve,AGO,16,14,4243,0,11th of December 2018,2
332,2329816,Train,HAVU,Vexed,16,13,4243,0,11th of December 2018,1
333,2329816,Cache,HAVU,Vexed,16,8,4243,0,11th of December 2018,2
334,2329815,Dust2,AGO,EURONICS,16,12,4243,0,11th of December 2018,1
335,2329815,Inferno,AGO,EURONICS,18,22,4243,0,11th of December 2018,2
336,2329814,Mirage,Windigo,ALTERNATE aTTaX,12,16,4243,0,11th of December 2018,1
337,2329814,Train,Windigo,ALTERNATE aTTaX,16,11,4243,0,11th of December 2018,2
