,matchcode,team,map
5481,2321006,Tainted Minds,Cobblestone
5482,2321006,Grayhound,Overpass
5483,2321323,Bravado,Cobblestone
5484,2321323,Ghost,Train
5485,2321443,Virtue,Cobblestone
5486,2321443,C4,Overpass
5487,2321321,FURIA,Inferno
5488,2321321,Avalanche,Cache
5489,2321442,Brasil Gaming House,Train
5490,2321442,DETONA,Cache
5491,2321322,TeamOne,Cache
5492,2321322,Splyce,Train
5493,2321396,ex-Iceberg,Overpass
5494,2321396,eUnited,Cache
5495,2321316,DIVIZON,Nuke
5496,2321316,HOLLYWOOD,Inferno
5497,2321376,Asterion,Inferno
5498,2321376,Berzerk,Mirage
5499,2321379,ShapeShift,Overpass
5500,2321379,Bagu3tte,Mirage
5501,2321285,5balls,Overpass
5502,2321285,Ha MaSSe,Cache
5503,2321300,GODSENT,Inferno
5504,2321300,Spirit,Cobblestone
5505,2321315,adwokacik,Overpass
5506,2321315,Paris Gaming School,Inferno
5507,2321307,EPG,Mirage
5508,2321307,AGO,Cache
5509,2321295,SCARZ Absolute,Mirage
5510,2321295,ROAR,Overpass
5511,2321299,GODSENT,Inferno
5512,2321299,Space Soldiers,Cache
5513,2321299,Space Soldiers,Mirage
5514,2321258,AVANGAR,Mirage
5515,2321258,pro100,Cobblestone
5516,2321293,5POWER,Cache
5517,2321293,TheMongolz,Cobblestone
5518,2321302,exDT,Mirage
5519,2321302,ShapeShift,Cache
5520,2321292,Flash,Inferno
5521,2321292,MVP PK,Mirage
5522,2321294,EHOME,Inferno
5523,2321294,Eclipse,Cobblestone
5524,2321301,Aequus,Cobblestone
5525,2321301,Bagu3tte,Mirage
5526,2321306,ex-Iceberg,Train
5527,2321306,Atmosphere,Nuke
5528,2321310,ex-No Limits,Cache
5529,2321310,YeaH!,Inferno
5530,2321305,BlackOut,Cobblestone
5531,2321305,Torqued,Train
5532,2321203,FURIA,Cobblestone
5533,2321203,Isurus,Inferno
5534,2321304,RONIN,Overpass
5535,2321304,eUnited,Train
5536,2321303,Etherian,Cache
5537,2321303,Swole Patrol,Train
5538,2321283,EPG,Inferno
5539,2321283,Tricked,Train
5540,2321288,5POWER,Inferno
5541,2321288,SCARZ Absolute,Cache
5542,2321289,ROAR,Train
5543,2321289,TheMongolz,Cobblestone
5544,2321270,Enyoy,Inferno
5545,2321270,Quantum Bellator Fire,Train
5546,2321263,AGO,Inferno
5547,2321263,Singularity,Overpass
5548,2321287,Eclipse,Cobblestone
5549,2321287,MVP PK,Inferno
5550,2321286,Flash,Cache
5551,2321286,EHOME,Train
5552,2321186,W7M,Mirage
5553,2321186,ex-No Limits,Cache
5554,2321004,YeaH!,Nuke
5555,2321004,Virtue,Train
5556,2321017,Refuse,Cache
5557,2321017,WE HAWT,Train
5558,2321238,GODSENT,Mirage
5559,2321238,Space Soldiers,Nuke
5560,2321260,XPC,Train
5561,2321260,Endpoint,Inferno
5562,2321237,NOREG,Nuke
5563,2321237,Valiance,Inferno
5564,2321259,Nemiga,Overpass
5565,2321259,spray'n'pray,Train
5566,2321271,EPG,Mirage
5567,2321271,LDLC,Inferno
5568,2321174,Epsilon,Train
5569,2321174,Imperial,Cache
5570,2321262,GOSU,Overpass
5571,2321262,EHOME,Inferno
5572,2321266,Renegades,Train
5573,2321266,OpTic,Overpass
5574,2321264,Renegades,Cobblestone
5575,2321264,Luminosity,Cache
5576,2321265,OpTic,Nuke
5577,2321265,NRG,Inferno
5578,2321241,compLexity,Cobblestone
5579,2321241,OpTic,Mirage
5580,2321240,Luminosity,Train
5581,2321240,Splyce,Inferno
5582,2321239,Ghost,Mirage
5583,2321239,Renegades,Cache
5584,2321026,No Quarter Cartel,Mirage
5585,2321026,Asterion,Inferno
5586,2321242,Torqued,Inferno
5587,2321242,NRG,Mirage
5588,2321094,mousesports,Mirage
5589,2321094,Virtus.pro,Cobblestone
5590,2321254,Space Soldiers,Cobblestone
5591,2321254,North,Nuke
5592,2321243,Bpro,Cobblestone
5593,2321243,XPC,Mirage
5594,2321257,Wind and Rain,Inferno
5595,2321257,Izako Boars,Train
5596,2321251,Mineski,Cobblestone
5597,2321251,Lucid Dream,Overpass
5598,2321255,Valiance,Inferno
5599,2321255,Heroic,Train
5600,2321233,EURONICS,Nuke
5601,2321233,EURONICS,Train
5602,2321093,mousesports,Mirage
5603,2321093,HellRaisers,Cobblestone
5604,2321235,Bpro,Nuke
5605,2321235,Space Soldiers,Mirage
5606,2321236,Squared,Overpass
5607,2321236,North,Cobblestone
5608,2321234,Valiance,Nuke
5609,2321234,Quantum Bellator Fire,Inferno
5610,2320956,TYLOO,Inferno
5611,2320956,Spirit,Overpass
5612,2321060,R!OT,Cache
5613,2321060,Legacy,Train
5614,2321092,FaZe,Cache
5615,2321092,Virtus.pro,Nuke
5616,2321246,AVANT,Mirage
5617,2321246,Lucky7,Inferno
5618,2320955,AGO,Overpass
5619,2320955,MVP PK,Inferno
5620,2321059,MC,Inferno
5621,2321059,Legacy,Train
5622,2321058,R!OT,Overpass
5623,2321058,STREAMLINE,Mirage
5624,2321057,MC,Nuke
5625,2321057,Taboo,Mirage
5626,2321169,TRS,Inferno
5627,2321169,Mystical,Cache
5628,2321206,GAMERZ RED,Mirage
5629,2321206,GAMERZ BLUE,Inferno
5630,2321159,Without Warning,Overpass
5631,2321159,XPC,Train
5632,2321225,PRIDE,Cache
5633,2321225,Nexus,Mirage
5634,2321202,Singularity,Cache
5635,2321202,Windigo,Inferno
5636,2320885,Valiance,Inferno
5637,2320885,GODSENT,Mirage
5638,2320954,MVP PK,Mirage
5639,2320954,Spirit,Nuke
5640,2321056,Ground Zero,Mirage
5641,2321056,MC,Inferno
5642,2321053,R!OT,Cache
5643,2321053,Control,Train
5644,2320953,AGO,Cache
5645,2320953,TYLOO,Inferno
5646,2321055,STREAMLINE,Mirage
5647,2321055,Taboo,Cache
5648,2321052,R!OT,Train
5649,2321052,Downfall,Inferno
5650,2320952,BOOT-d[S],Mirage
5651,2320952,Spirit,Cobblestone
5652,2321051,Control,Train
5653,2321051,Legacy,Cache
5654,2321049,Control,Train
5655,2321049,Downfall,Inferno
5656,2321048,R!OT,Inferno
5657,2321048,Legacy,Cache
5658,2320781,Isurus,Inferno
5659,2320781,C4,Nuke
5660,2321157,FaZe,Inferno
5661,2321158,x-kom,Inferno
5662,2321091,FaZe,Inferno
5663,2321090,x-kom,Inferno
5664,2321155,GameAgents,Cache
5665,2321156,eXtatus,Train
5666,2321089,GameAgents,Cache
5667,2321088,eXtatus,Train
5668,2321154,mousesports,Nuke
5669,2321153,GameAgents,Mirage
5670,2321087,mousesports,Nuke
5671,2321086,GameAgents,Mirage
5672,2321152,eXtatus,Cobblestone
5673,2321151,Dark Tigers,Mirage
5674,2321085,eXtatus,Cobblestone
5675,2321084,Dark Tigers,Mirage
5676,2320874,NOREG,Nuke
5677,2320874,Space Soldiers,Cobblestone
5678,2321050,MC,Cache
5679,2321050,Taboo,Cobblestone
5680,2321149,x-kom,Inferno
5681,2321054,Ground Zero,Inferno
5682,2321054,STREAMLINE,Mirage
5683,2321150,GameAgents,Inferno
5684,2321083,x-kom,Inferno
5685,2321082,GameAgents,Inferno
5686,2320951,TYLOO,Inferno
5687,2320951,Vega Squadron,Mirage
5688,2321148,Dark Tigers,Cobblestone
5689,2321147,x-kom,Train
5690,2320950,Flash,Cobblestone
5691,2320950,BOOT-d[S],Mirage
5692,2321081,Dark Tigers,Cobblestone
5693,2321080,x-kom,Train
5694,2320949,TYLOO,Inferno
5695,2320949,SCARZ Absolute,Cache
5696,2321162,Etherian,Overpass
5697,2321162,TeamOne,Cache
5698,2321163,BlackOut,Inferno
5699,2321163,Most Wanted,Nuke
5700,2321161,eUnited,Cache
5701,2321161,ex-Iceberg,Train
5702,2321183,Virtue,Train
5703,2321183,FURIA,Cache
5704,2321184,FURIA Inagame,Mirage
5705,2321184,Avalanche,Overpass
5706,2321164,Swole Patrol,Inferno
5707,2321164,Arial Arise,Overpass
5708,2321114,Royal Bandits,Mirage
5709,2321114,attackiereN,Train
5710,2321070,PRIDE,Cache
5711,2321070,Ha MaSSe,Mirage
5712,2321182,Endpoint,Inferno
5713,2321182,PUR$i$EURA,Cache
5714,2321007,EPG,Cobblestone
5715,2321007,pro100,Inferno
5716,2321102,AVANGAR,Mirage
5717,2321102,Sprout,Cobblestone
5718,2321102,Sprout,Train
5719,2321068,Sprout,Train
5720,2321068,Imperial,Mirage
5721,2321005,Corvidae,Mirage
5722,2321005,Tainted Minds,Cache
5723,2321045,Swole Patrol,Train
5724,2321045,Hyper,Cache
5725,2320957,pro100,Mirage
5726,2320957,EnVyUs Academy,Cache
5727,2320806,Windigo,Train
5728,2320806,HEY,Mirage
5729,2321069,Sprout,Train
5730,2321069,Epsilon,Cobblestone
5731,2321043,BlackOut,Mirage
5732,2321043,Mostly Harmless,Overpass
5733,2321039,RONIN,Mirage
5734,2321039,ex-Iceberg,Inferno
5735,2321066,PRIDE,Cache
5736,2321066,k0pfsache,Mirage
5737,2321025,XPC,Train
5738,2321025,Endpoint,Inferno
5739,2321065,Epsilon,Cobblestone
5740,2321065,Tricked,Train
5741,2321046,Windigo,Cobblestone
5742,2321046,Não Tem Como,Inferno
5743,2321046,Não Tem Como,Train
5744,2321002,Epsilon,Mirage
5745,2321002,Quantum Bellator Fire,Inferno
5746,2321044,Glockoma,Inferno
5747,2321044,Arial Arise,Overpass
5748,2321042,Most Wanted,Overpass
5749,2321042,Enter,Nuke
5750,2321040,Etherian,Overpass
5751,2321040,Armada,Mirage
5752,2320780,FURIA,Cobblestone
5753,2320780,BRK,Train
5754,2321001,AVANGAR,Mirage
5755,2321001,Sprout,Cobblestone
5756,2321018,DreamEaters,Inferno
5757,2321018,Nexus,Mirage
5758,2321019,Royal Bandits,Mirage
5759,2321019,Pompa,Inferno
5760,2320724,XPC,Mirage
5761,2320724,PACT,Overpass
5762,2321015,Dark Origin,Cobblestone
5763,2321015,ex-SEAL,Train
5764,2321016,Bpro,Nuke
5765,2321016,PUR$i$EURA,Mirage
5766,2320929,Fragsters,Inferno
5767,2320929,AVANGAR,Mirage
5768,2320962,Windigo,Inferno
5769,2320962,ALTERNATE aTTaX,Mirage
5770,2321027,EURONICS,Inferno
5771,2321027,Berzerk,Cache
5772,2321003,ROAR,Mirage
5773,2321003,NewliFe,Train
5774,2320798,Liquid,Overpass
5775,2320798,NRG,Nuke
5776,2320797,Liquid,Cobblestone
5777,2320797,Torqued,Inferno
5778,2320935,Red Reserve,Overpass
5779,2320935,Kinguin,Mirage
5780,2320810,Epsilon,Cobblestone
5781,2320810,AVANGAR,Train
5782,2320796,NRG,Overpass
5783,2320796,Rogue,Nuke
5784,2320958,LPSP,Train
5785,2320958,GoldenGitte,Cache
5786,2320934,AVANGAR,Train
5787,2320934,Imperial,Mirage
5788,2320809,Sprout,Cache
5789,2320809,Quantum Bellator Fire,Mirage
5790,2320930,GoodJob,Inferno
5791,2320930,EPG,Cache
5792,2320857,Singularity,Cache
5793,2320857,Quantum Bellator Fire,Train
5794,2320980,XCN,Cobblestone
5795,2320980,Beyond,Train
5796,2320942,ALTERNATE aTTaX,Mirage
5797,2320942,Sprout,Inferno
5798,2320939,Space Soldiers,Cobblestone
5799,2320939,fnatic,Inferno
5800,2320938,Russia,Overpass
5801,2320938,TeamOne,Train
5802,2320795,Torqued,Nuke
5803,2320795,compLexity,Train
5804,2320937,Pizza Delivery,Mirage
5805,2320937,frequency,Cache
5806,2320794,Liquid,Mirage
5807,2320794,Dignitas,Train
5808,2320936,Mystical,Cache
5809,2320936,Furious,Mirage
5810,2320932,Não Tem Como,Train
5811,2320932,ALTERNATE aTTaX,Overpass
5812,2320891,GoldenGitte,Cache
5813,2320891,x-kom,Train
5814,2320793,NRG,Nuke
5815,2320793,Splyce,Cobblestone
5816,2320931,Codewise Unicorns,Mirage
5817,2320931,Windigo,Cobblestone
5818,2320933,Property,Mirage
5819,2320933,LPSP,Train
5820,2320792,Luminosity,Cache
5821,2320792,Rogue,Mirage
5822,2320826,Fragsters,Train
5823,2320826,Epsilon,Mirage
5824,2320869,Nemiga,Train
5825,2320869,ALTERNATE aTTaX,Cobblestone
5826,2320921,LLG,Inferno
5827,2320921,Russian Forces,Cobblestone
5828,2320825,LPSP,Cobblestone
5829,2320825,Windigo,Overpass
5830,2320917,Space Soldiers,Cobblestone
5831,2320917,Russia,Nuke
5832,2320920,Sweden fe,Cobblestone
5833,2320920,Those Damn Canadians,Inferno
5834,2320916,fnatic,Mirage
5835,2320916,TeamOne,Nuke
5836,2320915,Russia,Cobblestone
5837,2320915,AGO,Mirage
5838,2320919,Those Damn Canadians,Inferno
5839,2320919,LLG,Overpass
5840,2320914,GODSENT,Mirage
5841,2320914,Space Soldiers,Cache
5842,2320913,Cloud9,Train
5843,2320913,TeamOne,Mirage
5844,2320912,fnatic,Mirage
5845,2320912,MVP PK,Inferno
5846,2320918,Russian Forces,Inferno
5847,2320918,Sweden fe,Train
5848,2320779,YeaH!,Train
5849,2320779,W7M,Mirage
5850,2320791,Dynasty,Cache
5851,2320791,frequency,Inferno
5852,2320776,No Limits,Overpass
5853,2320776,Virtue,Cobblestone
5854,2320808,Codewise Unicorns,Mirage
5855,2320808,Não Tem Como,Train
5856,2320890,LPSP,Nuke
5857,2320890,XPC,Mirage
5858,2320807,ALTERNATE aTTaX,Mirage
5859,2320807,Windigo,Train
5860,2320889,greedisgood,Cobblestone
5861,2320889,Property,Overpass
5862,2320773,Bpro,Cobblestone
5863,2320773,AVANGAR,Mirage
5864,2320884,Space Jam,Train
5865,2320884,EPG,Nuke
5866,2320824,Tricked,Cobblestone
5867,2320824,Imperial,Mirage
5868,2320853,MAX,Inferno
5869,2320853,Cloud9,Train
5870,2320854,GODSENT,Cache
5871,2320854,Belgium,Inferno
5872,2320629,Etab,Cobblestone
5873,2320629,LEGO,Overpass
5874,2320628,Those Damn Canadians,Inferno
5875,2320628,Sweden fe,Mirage
5876,2320852,AGO,Overpass
5877,2320852,Wololos,Nuke
5878,2320851,fnatic,Cobblestone
5879,2320851,BIG,Train
5880,2320627,Sweden fe,Train
5881,2320627,LEGO,Inferno
5882,2320626,Etab,Overpass
5883,2320626,Those Damn Canadians,Cache
5884,2320850,Cloud9,Inferno
5885,2320850,Belgium,Overpass
5886,2320846,BIG,Nuke
5887,2320846,Wololos,Overpass
5888,2320849,MAX,Cache
5889,2320849,GODSENT,Mirage
5890,2320848,fnatic,Mirage
5891,2320848,AGO,Cache
5892,2320625,Sweden fe,Train
5893,2320625,Etab,Cobblestone
5894,2320837,AGO,Overpass
5895,2320837,BIG,Cache
5896,2320840,Belgium,Inferno
5897,2320840,MAX,Overpass
5898,2320839,Cloud9,Train
5899,2320839,GODSENT,Cache
5900,2320838,Wololos,Train
5901,2320838,fnatic,Cobblestone
5902,2320624,Those Damn Canadians,Inferno
5903,2320624,LEGO,Mirage
5904,2320790,w+shift,Mirage
5905,2320790,Pizza Delivery,Cache
5906,2320767,GoodJob,Inferno
5907,2320767,Imperial,Cache
5908,2320873,x-kom,Train
5909,2320873,Vexed,Inferno
5910,2320828,Red Reserve,Cobblestone
5911,2320828,PRIDE,Cache
5912,2320829,GoldenGitte,Overpass
5913,2320829,ex-SEAL,Train
5914,2320764,pro100,Overpass
5915,2320764,AVANGAR,Cache
5916,2320868,Sprout,Inferno
5917,2320868,Imperial,Mirage
5918,2320623,LLG,Cache
5919,2320623,Asterisk fe,Overpass
5920,2320845,Bravado,Mirage
5921,2320845,TeamOne,Cache
5922,2320622,Russian Forces,Cobblestone
5923,2320622,Keyd Stars fe,Mirage
5924,2320847,Space Soldiers,Cache
5925,2320847,ORDER,Train
5926,2320621,Asterisk fe,Train
5927,2320621,Keyd Stars fe,Mirage
5928,2320844,Envy,Inferno
5929,2320844,MVP PK,Cobblestone
5930,2320843,Russia,Cobblestone
5931,2320843,Recca,Train
5932,2320620,LLG,Cobblestone
5933,2320620,Russian Forces,Inferno
5934,2320841,TeamOne,Train
5935,2320841,Space Soldiers,Mirage
5936,2320842,Bravado,Train
5937,2320842,ORDER,Mirage
5938,2320836,MVP PK,Cobblestone
5939,2320836,Russia,Cache
5940,2320835,Envy,Cobblestone
5941,2320835,Recca,Train
5942,2320619,Keyd Stars fe,Cobblestone
5943,2320619,LLG,Mirage
5944,2320834,ORDER,Mirage
5945,2320834,TeamOne,Train
5946,2320618,Russian Forces,Inferno
5947,2320618,Asterisk fe,Mirage
5948,2320833,Bravado,Train
5949,2320833,Space Soldiers,Cobblestone
5950,2320831,Russia,Train
5951,2320831,Envy,Cobblestone
5952,2320832,Recca,Mirage
5953,2320832,MVP PK,Cobblestone
5954,2320774,Singularity,Overpass
5955,2320774,Spirit,Cobblestone
5956,2320821,forZe,Mirage
5957,2320821,Red Reserve,Overpass
5958,2320771,ALTERNATE aTTaX,Overpass
5959,2320771,Sprout,Inferno
5960,2320720,SuperJymy,Mirage
5961,2320720,AVANGAR,Cache
5962,2320789,Mystical,Cobblestone
5963,2320789,Andes,Mirage
5964,2320740,Quantum Bellator Fire,Train
5965,2320740,Red Reserve,Cobblestone
5966,2320805,Spirit,Cobblestone
5967,2320805,Tricked,Nuke
5968,2320804,Quantum Bellator Fire,Train
5969,2320804,x-kom,Cobblestone
5970,2320739,Sprout,Train
5971,2320739,forZe,Inferno
5972,2320645,Fragsters,Nuke
5973,2320645,SuperJymy,Cache
5974,2320775,Nemiga,Overpass
5975,2320775,Imperial,Mirage
5976,2320719,Enyoy,Inferno
5977,2320719,HAVU,Train
5978,2320788,Furious,Mirage
5979,2320788,Coscu Army,Cache
5980,2320738,forZe,Overpass
5981,2320738,Imperial,Mirage
5982,2320717,Sprout,Cobblestone
5983,2320717,Singularity,Cache
5984,2320390,DreamEaters,Cobblestone
5985,2320390,Space Jam,Train
5986,2320682,Unity,Train
5987,2320682,EPG,Mirage
5988,2320714,Etherian,Overpass
5989,2320714,Drip or Drown,Cache
5990,2320714,Etherian,Mirage
5991,2320714,Drip or Drown,Inferno
5992,2320562,TDJSF,Overpass
5993,2320562,forZe,Mirage
5994,2320715,dAT,Mirage
5995,2320715,TEAMSWAGYOLO,Overpass
5996,2320696,GoldenGitte,Cache
5997,2320696,Odense,Cobblestone
5998,2320718,Wolsung,Mirage
5999,2320718,Pub Masters,Inferno
6000,2320702,Cyclone,Cache
6001,2320702,Etherian,Mirage
6002,2320561,ALTERNATE aTTaX,Overpass
6003,2320561,Imperial,Mirage
6004,2320664,Bpro,Cache
6005,2320664,SEAL,Train
6006,2320387,Tricked,Train
6007,2320387,Epsilon,Cobblestone
6008,2320711,TEAMSWAGYOLO,Cobblestone
6009,2320711,Compromise,Mirage
6010,2320708,5POWER,Cache
6011,2320708,ROAR,Inferno
6012,2320712,CONLIT,Mirage
6013,2320712,Pub Masters,Cache
6014,2320672,GoodJob,Mirage
6015,2320672,HOLLYWOOD,Cache
6016,2320713,Esi Pirmais,Overpass
6017,2320713,Wolsung,Train
6018,2320643,Nemiga,Train
6019,2320643,Singularity,Mirage
6020,2320671,Bpro,Nuke
6021,2320671,EPG,Mirage
6022,2320362,SuperJymy,Inferno
6023,2320362,Windigo,Train
6024,2320687,dAT,Mirage
6025,2320687,.4sv,Cobblestone
6026,2320705,lol123,Train
6027,2320705,Lucky7,Inferno
6028,2320701,Mask Off,Mirage
6029,2320701,Drip or Drown,Cache
6030,2320697,PUGLIFE,Overpass
6031,2320697,Drip or Drown,Inferno
6032,2320699,Cyclone,Mirage
6033,2320699,RivaL,Inferno
6034,2320698,Devour,Inferno
6035,2320698,Mask Off,Train
6036,2320700,Etherian,Overpass
6037,2320700,eRa,Train
6038,2320646,AVANGAR,Mirage
6039,2320646,EPG,Cobblestone
6040,2320673,GoldenGitte,Cache
6041,2320673,TEAM5,Inferno
6042,2320647,dizLown,Inferno
6043,2320647,Without Warning,Overpass
6044,2320663,Epiphany Bolt,Overpass
6045,2320663,Odense,Train
6046,2320674,LPSP,Overpass
6047,2320674,AVANGAR,Mirage
6048,2320358,Singularity,Mirage
6049,2320358,HAVU,Train
6050,2320681,GOSU,Mirage
6051,2320681,ViCi,Cobblestone
6052,2320644,EPG,Cache
6053,2320644,Sprout,Train
6054,2320678,TRIDENT,Cache
6055,2320678,Taboo,Mirage
6056,2320660,Natus Vincere,Train
6057,2320660,GODSENT,Mirage
6058,2320662,Nordavind,Train
6059,2320662,TEAM5,Mirage
6060,2320410,XPC,Mirage
6061,2320410,GoodJob,Inferno
6062,2320653,Valiance,Cache
6063,2320653,Windigo,Train
6064,2320659,Heroic,Inferno
6065,2320659,GODSENT,Overpass
6066,2320661,icsu,Mirage
6067,2320661,GoldenGitte,Cache
6068,2320539,Tricked,Nuke
6069,2320539,EnVyUs Academy,Cache
6070,2320544,a114u,Inferno
6071,2320544,HOLLYWOOD,Mirage
6072,2320359,Enyoy,Mirage
6073,2320359,Quantum Bellator Fire,Inferno
6074,2320631,Heroic,Inferno
6075,2320631,AGO,Overpass
6076,2320534,GameAgents,Cache
6077,2320534,EURONICS,Nuke
6078,2320630,Natus Vincere,Cobblestone
6079,2320630,Gambit,Overpass
6080,2320543,Odense,Train
6081,2320543,Kingpins,Overpass
6082,2320531,Red Reserve,Cobblestone
6083,2320531,Valiance,Cache
6084,2320555,k0pfsache,Cache
6085,2320555,Nexus,Mirage
6086,2320411,Bpro,Inferno
6087,2320411,EPG,Nuke
6088,2320632,GODSENT,Inferno
6089,2320632,Imperial,Mirage
6090,2320542,LPSP,Overpass
6091,2320542,Epiphany Bolt,Mirage
6092,2320530,Tricked,Overpass
6093,2320530,Windigo,Cache
6094,2320389,GoodJob,Inferno
6095,2320389,pro100,Overpass
6096,2320540,Kinguin,Mirage
6097,2320540,EPG,Cobblestone
6098,2320395,Nemiga,Inferno
6099,2320395,Sprout,Cobblestone
6100,2320408,TYLOO,Cobblestone
6101,2320408,Tainted Minds,Cache
6102,2320524,GODSENT,Mirage
6103,2320524,Natus Vincere,Overpass
6104,2320525,Heroic,Mirage
6105,2320525,Gambit,Overpass
6106,2320529,AVANGAR,Train
6107,2320529,Red Reserve,Overpass
6108,2320436,Royal Bandits,Mirage
6109,2320436,SuperJymy,Train
6110,2320409,dizLown,Nuke
6111,2320409,mixtim,Train
6112,2320526,EPG,Cobblestone
6113,2320526,AGO,Train
6114,2320527,Fragsters,Overpass
6115,2320527,Imperial,Mirage
6116,2320528,Tricked,Nuke
6117,2320528,ALTERNATE aTTaX,Mirage
6118,2320498,Bpro,Cobblestone
6119,2320498,HOLLYWOOD,Mirage
6120,2320391,AVANGAR,Overpass
6121,2320391,HOLLYWOOD,Inferno
6122,2320407,BOOT-d[S],Mirage
6123,2320407,Tainted Minds,Cache
6124,2320406,TYLOO,Cobblestone
6125,2320406,Eclipse,Inferno
6126,2320405,BOOM,Train
6127,2320405,TYLOO,Cobblestone
6128,2320318,Imperial,Mirage
6129,2320318,Heroic,Inferno
6130,2320317,Gambit,Overpass
6131,2320317,Fragsters,Inferno
6132,2320316,GODSENT,Cache
6133,2320316,AGO,Train
6134,2320315,Natus Vincere,Train
6135,2320315,EPG,Nuke
6136,2320394,TDJSF,Overpass
6137,2320394,Imperial,Mirage
6138,2320349,NASR,Cobblestone
6139,2320349,BOOT-d[S],Mirage
6140,2320348,MVP PK,Nuke
6141,2320348,Eclipse,Inferno
6142,2320350,Tainted Minds,Cache
6143,2320350,Signature,Cobblestone
6144,2320271,SEAL,Train
6145,2320271,EURONICS,Overpass
6146,2320183,Tricked,Overpass
6147,2320183,HOLLYWOOD,Mirage
6148,2320393,Singularity,Overpass
6149,2320393,EPG,Cache
6150,2320360,SEAL,Inferno
6151,2320274,GameAgents,Cache
6152,2320274,Nexus,Cobblestone
6153,2320329,Imperial,Mirage
6154,2320329,Fragsters,Inferno
6155,2320392,forZe,Train
6156,2320392,ALTERNATE aTTaX,Overpass
6157,2320388,Rise Nation,Cache
6158,2320388,TeamOne,Overpass
6159,2320346,Splyce,Mirage
6160,2320346,TeamOne,Cobblestone
6161,2320086,FaZe,Cache
6162,2320086,fnatic,Inferno
6163,2320086,FaZe,Overpass
6164,2320086,fnatic,Mirage
6165,2320342,Bpro,Inferno
6166,2320342,XPC,Train
6167,2320347,Ghost,Overpass
6168,2320347,Rise Nation,Train
6169,2320321,GoodJob,Cobblestone
6170,2320321,DreamEaters,Nuke
6171,2320328,icsu,Mirage
6172,2320328,Windigo,Overpass
6173,2320299,Unity,Train
6174,2320299,eXtatus,Mirage
6175,2320325,Rise Nation,Inferno
6176,2320325,compLexity,Cobblestone
6177,2320326,Rogue,Overpass
6178,2320326,Splyce,Nuke
6179,2320324,BlackOut,Cobblestone
6180,2320324,Ghost,Overpass
6181,2320327,iGame.com,Nuke
6182,2320327,HAVU,Cache
6183,2320323,Bravado,Cache
6184,2320323,TeamOne,Train
6185,2320312,Invictus Aquilas,Overpass
6186,2320312,XPC,Train
6187,2320085,Liquid,Inferno
6188,2320085,fnatic,Mirage
6189,2320311,Bpro,Inferno
6190,2320311,Nexus,Cache
6191,2320313,Crystal Bears,Overpass
6192,2320313,HAVU,Inferno
6193,2320084,FaZe,Cache
6194,2320084,Astralis,Overpass
6195,2320238,Flash,Inferno
6196,2320238,Eclipse,Mirage
6197,2320310,iGame.com,Overpass
6198,2320310,SuperJymy,Mirage
6199,2320291,BlackOut,Mirage
6200,2320291,Splyce,Inferno
6201,2320292,Rogue,Cache
6202,2320292,Ghost,Overpass
6203,2320289,Bravado,Cache
6204,2320289,compLexity,Inferno
6205,2320290,TeamOne,Train
6206,2320290,Rise Nation,Mirage
6207,2320286,SuperJymy,Inferno
6208,2320286,Epsilon,Cobblestone
6209,2320303,Crystal Bears,Cobblestone
6210,2320303,NYYRIKKI,Mirage
6211,2320285,Invictus Aquilas,Nuke
6212,2320285,Royal Bandits,Cobblestone
6213,2320083,NiP,Overpass
6214,2320083,Liquid,Mirage
6215,2320300,PRIDE,Cache
6216,2320300,Kinguin,Overpass
6217,2320298,DarkPassage,Inferno
6218,2320298,XPC,Train
6219,2320281,EPG,Cache
6220,2320281,Odense,Train
6221,2320297,iGame.com,Cobblestone
6222,2320297,PUR$i$EURA,Cache
6223,2320082,Cloud9,Overpass
6224,2320082,FaZe,Cache
6225,2320273,Pompa,Nuke
6226,2320273,PRIDE,Mirage
6227,2320237,EHOME,Cobblestone
6228,2320237,Flash,Inferno
6229,2320236,GrayToad,Nuke
6230,2320236,Eclipse,Inferno
6231,2320272,Kinguin,Overpass
6232,2320272,tomorrow,Mirage
6233,2320240,HAVU,Overpass
6234,2320240,SuperJymy,Inferno
6235,2320080,NiP,Train
6236,2320080,North,Inferno
6237,2320264,No Quarter Cartel,Mirage
6238,2320264,Nexus,Cobblestone
6239,2320222,GoodJob,Inferno
6240,2320222,icsu,Mirage
6241,2320081,fnatic,Inferno
6242,2320081,FaZe,Cache
6243,2320239,pro100,Overpass
6244,2320239,Space Jam,Mirage
6245,2320078,SK,Cache
6246,2320078,Cloud9,Mirage
6247,2320263,TinderklubeN,Mirage
6248,2320263,Bpro,Inferno
6249,2320079,Liquid,Inferno
6250,2320079,Astralis,Nuke
6251,2320228,Lucid Dream,Mirage
6252,2320228,BOOM,Nuke
6253,2320076,G2,Cache
6254,2320076,NiP,Mirage
6255,2320077,Heroic,Mirage
6256,2320077,North,Inferno
6257,2320229,Signature,Inferno
6258,2320229,Beyond,Overpass
6259,2320112,Royal Bandits,Cobblestone
6260,2320112,Nexus,Mirage
6261,2320075,Gambit,Inferno
6262,2320075,SK,Overpass
6263,2320206,a114u,Inferno
6264,2320206,EPG,Cobblestone
6265,2320073,G2,Cache
6266,2320073,fnatic,Mirage
6267,2320179,SEAL,Mirage
6268,2320179,DreamEaters,Train
6269,2320224,Devious ,Train
