,matchcode,team,map
1877,2325244,Avalanche,Overpass
1878,2325437,Andes,Dust2
1879,2325437,Uranus,Mirage
1880,2325438,YeaH!,Dust2
1881,2325438,Bull,Inferno
1882,2325163,NRG,Overpass
1883,2325163,TYLOO,Mirage
1884,2325452,Swole Patrol,Overpass
1885,2325452,ownage,Mirage
1886,2325452,Swole Patrol,Train
1887,2325452,ownage,Inferno
1888,2325451,ownage,Mirage
1889,2325451,Gorilla Gang,Overpass
1890,2325448,ownage,Cache
1891,2325448,Vireo.pro,Train
1892,2325446,Excelerate,Overpass
1893,2325446,Vireo.pro,Mirage
1894,2325443,Invictus,Cache
1895,2325443,Black Storm,Train
1896,2325424,fightclub,Overpass
1897,2325424,Wind and Rain,Mirage
1898,2325439,Mythic,Train
1899,2325439,Vireo.pro,Nuke
1900,2325445,ownage,Cache
1901,2325445,Hooked,Inferno
1902,2325422,fightclub,Dust2
1903,2325422,1337HUANIA,Cache
1904,2325434,BlackOut,Nuke
1905,2325434,ownage,Cache
1906,2325378,Fragsters,Train
1907,2325378,Imperial,Mirage
1908,2325423,passions,Train
1909,2325423,Wind and Rain,Cache
1910,2325389,AGO,Inferno
1911,2325389,ALTERNATE aTTaX,Mirage
1912,2325432,Hysteria,Overpass
1913,2325432,Vireo.pro,Cache
1914,2325384,forZe,Overpass
1915,2325384,Winstrike,Train
1916,2325009,SYF,Inferno
1917,2325009,Chiefs,Nuke
1918,2325162,Gambit,Train
1919,2325162,NRG,Overpass
1920,2325433,TeamOne,Train
1921,2325433,Mythic,Cache
1922,2325425,Swole Patrol,Overpass
1923,2325425,Gorilla Gang,Inferno
1924,2325430,Interstellar,Mirage
1925,2325430,Hysteria,Cache
1926,2325428,RESOLUTE,Overpass
1927,2325428,ownage,Train
1928,2325429,BlackOut,Mirage
1929,2325429,Vision,Cache
1930,2325421,Dignitas fe,Nuke
1931,2325421,RESOLUTE,Mirage
1932,2325416,Empire,Mirage
1933,2325416,Hysteria,Inferno
1934,2325420,Guerrilla Tactics,Mirage
1935,2325420,BlackOut,Overpass
1936,2325415,Grizzlys,Overpass
1937,2325415,iNTACT,Nuke
1938,2325310,Battalion,Mirage
1939,2325310,Play4Lan,Inferno
1940,2325364,Evilvice,Cache
1941,2325364,Andes,Dust2
1942,2325410,Dignitas fe,Overpass
1943,2325410,Ignite,Mirage
1944,2325411,Mentality,Nuke
1945,2325411,RESOLUTE,Mirage
1946,2325408,PUPstars,Mirage
1947,2325408,BlackOut,Train
1948,2325405,3 Canadians 2 Americans,Inferno
1949,2325405,Guerrilla Tactics,Overpass
1950,2325296,ENCE,Dust2
1951,2325296,HAVU,Nuke
1952,2325289,fightclub,Inferno
1953,2325289,x-kom,Mirage
1954,2325399,KAIJU,Mirage
1955,2325399,Empire,Cache
1956,2325404,Interstellar,Inferno
1957,2325404,Flex Tape,Cache
1958,2325383,140 Years of Exp,Inferno
1959,2325383,Dignitas fe,Nuke
1960,2325381,Mythic,Dust2
1961,2325381,Whatever It Takes,Train
1962,2325284,OpTic,Inferno
1963,2325284,Imperial,Mirage
1964,2325294,SuperJymy,Mirage
1965,2325294,HAVU,Dust2
1966,2325234,PLINK,Nuke
1967,2325234,forZe,Inferno
1968,2325161,Virtus.pro,Train
1969,2325161,TYLOO,Inferno
1970,2325243,passions,Inferno
1971,2325243,aAa,Train
1972,2325255,Fragsters,Train
1973,2325255,Sprout,Mirage
1974,2325226,Ha MaSSe,Mirage
1975,2325226,DreamEaters,Train
1976,2325233,Winstrike,Inferno
1977,2325233,pro100,Cache
1978,2325229,HAVU,Nuke
1979,2325229,ENCE,Dust2
1980,2325235,Smoke Criminals,Overpass
1981,2325235,Evolution,Inferno
1982,2325230,SuperJymy,Inferno
1983,2325230,NYYRIKKI,Cache
1984,2325160,BOOT-d[S],Train
1985,2325160,Gambit,Nuke
1986,2325228,Andes,Cache
1987,2325228,Killing Your Idols,Inferno
1988,2325227,OpTic,Train
1989,2325227,EURONICS,Nuke
1990,2325216,Big 5,Inferno
1991,2325216,Sinister5,Nuke
1992,2325175,NYYRIKKI,Cache
1993,2325175,HAVU,Dust2
1994,2325225,WINside,Train
1995,2325225,PLINK,Nuke
1996,2325171,Space Soldiers,Train
1997,2325171,Imperial,Mirage
1998,2325222,DeathWay,Dust2
1999,2325222,Pongileez,Mirage
2000,2325178,AGO,Mirage
2001,2325178,Fragsters,Dust2
2002,2325174,SuperJymy,Inferno
2003,2325174,ENCE,Nuke
2004,2325215,EPG,Overpass
2005,2325215,pro100,Cache
2006,2325080,Astral Influence,Inferno
2007,2325080,studs,Mirage
2008,2325159,HellRaisers,Mirage
2009,2325159,Virtus.pro,Train
2010,2325082,Summit,Mirage
2011,2325082,AVANT,Inferno
2012,2325158,Grayhound,Dust2
2013,2325158,Gambit,Overpass
2014,2325157,5POWER,Inferno
2015,2325157,Virtus.pro,Cache
2016,2325198,YeaH!,Nuke
2017,2325198,Malvinas,Dust2
2018,2325067,Virtue,Train
2019,2325067,FURIA Inagame,Inferno
2020,2325197,Sprout,Train
2021,2325197,Red Reserve,Cache
2022,2325188,Endpoint,Inferno
2023,2325188,k1ck,Dust2
2024,2325167,EURONICS,Nuke
2025,2325167,forZe,Inferno
2026,2325179,Goliath,Mirage
2027,2325179,LeetPro,Overpass
2028,2325180,eNergy Academy,Inferno
2029,2325180,eNergy,Mirage
2030,2325221,90ss,Mirage
2031,2325221,NASR,Dust2
2032,2325169,EPG,Overpass
2033,2325169,Vexed,Mirage
2034,2325156,BOOT-d[S],Dust2
2035,2325156,TYLOO,Mirage
2036,2325189,PLINK,Mirage
2037,2325189,k1ck,Train
2038,2325155,HellRaisers,Mirage
2039,2325155,NRG,Overpass
2040,2325037,ETHEREAL,Cache
2041,2325037,Glockoma,Mirage
2042,2325041,Vault,Inferno
2043,2325041,Mentality,Cache
2044,2325036,Uber To Your Crib,Overpass
2045,2325036,Geostorm,Inferno
2046,2325039,The Fundamentals,Mirage
2047,2325039,Guerrilla Tactics,Nuke
2048,2325040,CERUS,Nuke
2049,2325040,Big Frames,Inferno
2050,2325038,Reform,Overpass
2051,2325038,TeamOne,Cache
2052,2325165,Sprout,Nuke
2053,2325165,Windigo,Dust2
2054,2325168,PLINK,Overpass
2055,2325168,x-kom,Train
2056,2325166,Fragsters,Nuke
2057,2325166,Winstrike,Train
2058,2325170,Royal Bandits,Mirage
2059,2325170,fnatic Academy,Cache
2060,2325164,Bpro,Mirage
2061,2325164,k1ck,Train
2062,2325034,InControl,Dust2
2063,2325034,Whatever It Takes,Cache
2064,2325172,Kazek,Inferno
2065,2325172,Killing Your Idols,Overpass
2066,2325035,disADVANCtagED,Overpass
2067,2325035,Hysteria,Inferno
2068,2325149,Avalanche,Overpass
2069,2325149,VB,Inferno
2070,2325146,Imperial,Mirage
2071,2325146,Tempo Storm,Cache
2072,2325138,fnatic Academy,Cache
2073,2325150,Andes,Dust2
2074,2325150,Evilvice,Cache
2075,2325133,C4,Inferno
2076,2325133,Virtue,Dust2
2077,2325075,Malvinas,Cache
2078,2325075,Uranus,Mirage
2079,2325148,Glacon,Train
2080,2325148,INTZ,Inferno
2081,2325136,Syman,Dust2
2082,2325136,DreamEaters,Inferno
2083,2324814,Liquid,Inferno
2084,2324814,Astralis,Nuke
2085,2325135,DreamEaters,Inferno
2086,2325135,Winstrike,Train
2087,2325119,pro100,Mirage
2088,2325119,Sprout,Inferno
2089,2325118,ENCE,Mirage
2090,2325118,fnatic Academy,Nuke
2091,2325134,Syman,Inferno
2092,2325134,Nemiga,Train
2093,2325123,Winstrike,Train
2094,2325123,PEY,Mirage
2095,2325058,Grayhound,Overpass
2096,2325058,Tainted Minds,Inferno
2097,2325124,Unique,Mirage
2098,2325124,DreamEaters,Inferno
2099,2325125,Nemiga,Dust2
2100,2325125,forZe,Overpass
2101,2325122,GoodJob,Inferno
2102,2325122,Syman,Nuke
2103,2325091,anime savants,Mirage
2104,2325091,Grown Men,Cache
2105,2325090,Finesse,Inferno
2106,2325090,Grown Men,Mirage
2107,2324894,NRG,Nuke
2108,2324894,compLexity,Inferno
2109,2325099,Virtue,Mirage
2110,2325099,YeaH!,Train
2111,2325121,forZe,Inferno
2112,2325121,k1ck,Train
2113,2325098,Coscu Army,Mirage
2114,2325098,C4,Cache
2115,2325117,Andes,Nuke
2116,2325117,Bull,Cache
2117,2324813,Liquid,Dust2
2118,2324813,Natus Vincere,Overpass
2119,2325104,Invincible,Cache
2120,2325104,Wild,Mirage
2121,2325066,Fragsters,Train
2122,2325066,EURONICS,Cache
2123,2325116,CYBERSABLE,Inferno
2124,2325116,GoodJob,Cache
2125,2325108,k1ck,Dust2
2126,2325108,Unique,Train
2127,2325084,fnatic Academy,Train
2128,2325084,Endpoint,Inferno
2129,2324812,Astralis,Nuke
2130,2324812,mousesports,Mirage
2131,2325106,CYBERSABLE,Overpass
2132,2325106,PEY,Mirage
2133,2325107,GoodJob,Inferno
2134,2325107,PLINK,Mirage
2135,2325064,Nordavind,Overpass
2136,2325064,DreamEaters,Inferno
2137,2325100,Quantum Bellator Fire,Mirage
2138,2325100,Winstrike,Inferno
2139,2325062,Imperial,Mirage
2140,2325062,Sprout,Train
2141,2325089,Monolith,Inferno
2142,2325089,DreamEaters,Mirage
2143,2325065,Nexus,Mirage
2144,2325065,ENCE,Overpass
2145,2325059,Tainted Minds,Inferno
2146,2325059,ORDER,Nuke
2147,2325060,Singularity,Inferno
2148,2325060,EURONICS,Overpass
2149,2325088,Winstrike,Overpass
2150,2325088,EPG,Train
2151,2325087,Syman,Train
2152,2325087,Quantum Bellator Fire,Inferno
2153,2325057,Grayhound,Nuke
2154,2325057,BOOT-d[S],Dust2
2155,2325086,Monolith,Inferno
2156,2325086,Nemiga,Overpass
2157,2325085,DreamEaters,Inferno
2158,2325085,6e3t9n,Cache
2159,2325071,Rise and Grind,Train
2160,2325071,Ground Zero,Inferno
2161,2325069,Dynasty,Inferno
2162,2325069,Chiefs,Train
2163,2325043,Endpoint,Inferno
2164,2325043,Bpro,Cache
2165,2325044,PLINK,Nuke
2166,2325044,Nexus,Mirage
2167,2325013,EURONICS,Overpass
2168,2325013,DreamEaters,Inferno
2169,2325042,fnatic Academy,Cache
2170,2325042,unknown,Overpass
2171,2325012,pro100,Cache
2172,2325012,Sprout,Inferno
2173,2325033,warmup,Mirage
2174,2325033,ENCE,Dust2
2175,2325031,Fragsters,Inferno
2176,2325031,Nordavind,Train
2177,2325025,Pongileez,Cache
2178,2325025,5Gamers,Mirage
2179,2325018,k1ck,Train
2180,2325018,Nexus,Mirage
2181,2325011,Imperial,Mirage
2182,2325011,Epsilon,Inferno
2183,2324979,NASR,Dust2
2184,2324979,ORDER,Inferno
2185,2324977,Signature,Train
2186,2324977,BOOT-d[S],Inferno
2187,2324978,Grayhound,Overpass
2188,2324978,Beyond,Cache
2189,2325030,EURONICS,Dust2
2190,2325030,Tempo Storm,Nuke
2191,2324980,Tainted Minds,Cache
2192,2324980,GOSU,Inferno
2193,2324993,Bravado,Dust2
2194,2324993,Vision,Nuke
2195,2325015,STEIN,Overpass
2196,2325015,Coscu Army,Mirage
2197,2324893,TeamOne,Train
2198,2324893,compLexity,Mirage
2199,2325014,Isurus,Dust2
2200,2325014,YeaH!,Mirage
2201,2325032,aAa,Nuke
2202,2325032,Endpoint,Inferno
2203,2325020,fnatic Academy,Inferno
2204,2325020,Defusekids,Nuke
2205,2325019,UMULUNGI,Dust2
2206,2325019,unknown,Nuke
2207,2325016,PLINK,Nuke
2208,2325016,Sublife,Mirage
2209,2325023,Bpro,Mirage
2210,2325023,Giants,Inferno
2211,2325026,Squared,Mirage
2212,2325026,ENCE,Nuke
2213,2325017,KPI,Overpass
2214,2325017,warmup,Inferno
2215,2325024,DeathWay,Inferno
2216,2325024,Sector 7,Dust2
2217,2325022,Ignition,Nuke
2218,2325022,90ss,Mirage
2219,2325005,Avalanche,Overpass
2220,2325005,Andes,Inferno
2221,2324992,Vision,Train
2222,2324992,Gorilla Gang,Overpass
2223,2324891,compLexity,Mirage
2224,2324891,Dignitas,Inferno
2225,2325004,VB,Cache
2226,2325004,Bull,Inferno
2227,2324854,STEIN,Nuke
2228,2324854,Virtue,Inferno
2229,2324991,Bravado,Inferno
2230,2324991,Monstars,Mirage
2231,2324811,fnatic,Inferno
2232,2324811,mousesports,Train
2233,2324892,NRG,Nuke
2234,2324892,Swole Patrol,Cache
2235,2324810,Liquid,Cache
2236,2324810,MIBR,Overpass
2237,2325003,3DMAX,Cache
2238,2325003,Tempo Storm,Mirage
2239,2325002,HAVU,Dust2
2240,2325002,Bpro,Overpass
2241,2324982,LDLC,Overpass
2242,2324982,Winstrike,Inferno
2243,2324989,Vision,Nuke
2244,2324989,FYB,Overpass
2245,2324990,Vireo.pro,Mirage
2246,2324990,Monstars,Overpass
2247,2324988,Bravado,Inferno
2248,2324988,Dignitas,Mirage
2249,2324890,TeamOne,Train
2250,2324890,eUnited,Nuke
2251,2324976,gloryUS,Train
2252,2324976,YeaH!,Mirage
2253,2324987,Swole Patrol,Mirage
2254,2324987,Gorilla Gang,Inferno
2255,2324809,FaZe,Dust2
2256,2324809,fnatic,Mirage
2257,2324808,Cloud9,Inferno
2258,2324808,MIBR,Cache
2259,2324985,Tempo Storm,Mirage
2260,2324985,forZe,Inferno
2261,2324986,Nemiga,Train
2262,2324986,3DMAX,Inferno
2263,2324981,PLINK,Mirage
2264,2324981,Endpoint,Inferno
2265,2324889,Ghost,Train
2266,2324889,Swole Patrol,Overpass
2267,2324807,Natus Vincere,Inferno
2268,2324807,mousesports,Train
2269,2324888,Bravado,Inferno
2270,2324888,NRG,Nuke
2271,2324806,Astralis,Nuke
2272,2324806,Liquid,Mirage
2273,2324905,Tempo Storm,Mirage
2274,2324905,3DMAX,Dust2
2275,2324906,forZe,Overpass
2276,2324906,Nemiga,Train
2277,2324971,k1ck,Dust2
2278,2324971,GoodJob,Inferno
2279,2324887,Dignitas,Inferno
2280,2324887,Prospects,Mirage
2281,2324805,mousesports,Train
2282,2324805,FaZe,Cache
2283,2324958,Unknown fe,Train
2284,2324958,Dignitas fe,Mirage
2285,2324973,FaMiLiA FaCiN,Mirage
2286,2324973,C4,Inferno
2287,2324804,fnatic,Mirage
2288,2324804,Natus Vincere,Inferno
2289,2324919,k1ck,Dust2
2290,2324919,Quantum Bellator Fire,Inferno
2291,2324956,Winstrike,Train
2292,2324956,EPG,Overpass
2293,2324921,Endpoint,Inferno
2294,2324921,Vexed,Mirage
2295,2324607,NiP,Dust2
2296,2324607,OpTic,Nuke
2297,2324606,NiP,Overpass
2298,2324606,ENCE,Inferno
2299,2324920,k1ck,Train
2300,2324920,PLINK,Mirage
2301,2324605,ENCE,Dust2
2302,2324605,OpTic,Mirage
2303,2324968,anime savants,Cache
2304,2324968,Dynasty,Inferno
2305,2324869,Legacy,Cache
2306,2324869,Chiefs,Overpass
2307,2324869,Legacy,Mirage
2308,2324869,Chiefs,Train
2309,2324868,AVANT,Train
2310,2324868,Legacy,Cache
2311,2324886,Dignitas,Train
2312,2324886,Bravado,Dust2
2313,2324965,Dynasty,Dust2
2314,2324965,Taboo,Inferno
2315,2324960,BRK,Dust2
2316,2324960,VB,Mirage
2317,2324867,AVANT,Dust2
2318,2324867,SYF,Mirage
2319,2324885,Prospects,Cache
2320,2324885,Really Old People,Inferno
2321,2324944,Dignitas fe,Overpass
2322,2324944,Unknown fe,Inferno
2323,2324803,MIBR,Inferno
2324,2324803,Liquid,Cache
2325,2324927,Windigo,Overpass
2326,2324927,Winstrike,Inferno
2327,2324802,Cloud9,Inferno
2328,2324802,Astralis,Overpass
2329,2324604,Sprout,Nuke
2330,2324604,NiP,Mirage
2331,2324926,GoodJob,Overpass
2332,2324926,EPG,Mirage
2333,2324603,OpTic,Nuke
2334,2324603,NiP,Overpass
2335,2324602,ENCE,Dust2
2336,2324602,Sprout,Nuke
2337,2324881,Really Old People,Mirage
2338,2324881,Bravado,Inferno
2339,2324880,Prospects,Inferno
2340,2324880,Dignitas,Train
2341,2324601,Red Reserve,Mirage
2342,2324601,NiP,Train
2343,2324904,Winstrike,Inferno
2344,2324904,GoodJob,Cache
2345,2324600,Red Reserve,Cache
2346,2324600,Kinguin,Dust2
2347,2324903,EPG,Mirage
2348,2324903,Windigo,Overpass
2349,2324918,Winstrike,Dust2
2350,2324918,PLINK,Overpass
2351,2324637,Renegades,Train
2352,2324637,TYLOO,Inferno
2353,2324636,Renegades,Train
2354,2324636,Tainted Minds,Overpass
2355,2324884,BlackOut,Overpass
2356,2324884,Swole Patrol,Train
2357,2324598,3DMAX,Inferno
2358,2324598,ENCE,Train
2359,2324597,LeftOut,Dust2
2360,2324597,3DMAX,Overpass
2361,2324634,Tainted Minds,Cache
2362,2324634,TYLOO,Mirage
2363,2324635,Renegades,Inferno
2364,2324635,SCARZ Absolute,Mirage
2365,2324883,TeamOne,Train
2366,2324883,BlackOut,Overpass
2367,2324882,Mythic,Dust2
2368,2324882,Swole Patrol,Nuke
2369,2324633,Tainted Minds,Nuke
2370,2324633,SCARZ Absolute,Cache
2371,2324632,Renegades,Train
2372,2324632,TYLOO,Inferno
2373,2324874,BlackOut,Overpass
2374,2324874,Swole Patrol,Train
2375,2324873,Mythic,Dust2
2376,2324873,TeamOne,Overpass
2377,2324625,Uniquestars,Train
2378,2324625,Tainted Minds,Overpass
2379,2324624,Uniquestars,Train
2380,2324624,5POWER,Mirage
2381,2324817,forZe,Overpass
2382,2324817,GoodJob,Dust2
2383,2324610,BOOT-d[S],Dust2
2384,2324610,Renegades,Cache
2385,2324829,VG.Flash,Cache
2386,2324829,BOOT-d[S],Dust2
2387,2324840,Vision,Nuke
2388,2324840,BlackOut,Overpass
2389,2324839,AZIO,Dust2
2390,2324839,BlackOut,Overpass
2391,2324838,Secret Geniuses Club,Mirage
2392,2324838,Vision,Train
2393,2324827,Nexus,Mirage
2394,2324827,SinnerS,Cache
2395,2324830,AZIO,Inferno
2396,2324830,Jurassic Park,Dust2
2397,2324831,BlackOut,Nuke
2398,2324831,Midwest CS:GO,Overpass
2399,2324816,DreamEaters,Inferno
2400,2324816,k1ck,Nuke
2401,2324832,Vision,Inferno
2402,2324832,Stormborns,Cache
2403,2324833,The Naive Ones,Inferno
2404,2324833,Secret Geniuses Club,Mirage
2405,2324751,AVANGAR,Train
2406,2324751,EURONICS,Overpass
2407,2324826,Jail On Shooting,Cache
2408,2324826,Nexus,Inferno
2409,2324825,SinnerS,Cache
2410,2324825,aimclub,Overpass
2411,2324824,Devious ,Nuke
2412,2324824,BOOT-d[S],Dust2
2413,2324797,KPI,Mirage
2414,2324797,Dragons,Inferno
2415,2324821,DreamEaters,Inferno
2416,2324821,k1ck,Nuke
2417,2324772,Luminosity,Inferno
2418,2324772,North,Mirage
2419,2324796,KPI,Mirage
2420,2324796,MAD Lions,Dust2
2421,2324771,Luminosity,Train
2422,2324771,Heroic,Mirage
2423,2324795,Dragons,Inferno
2424,2324795,Giants,Nuke
2425,2324770,North,Train
2426,2324770,Fragsters,Nuke
2427,2323288,Chiefs,Train
2428,2323288,ORDER,Cache
2429,2323288,Chiefs,Nuke
2430,2323288,ORDER,Mirage
2431,2324794,x6tence,Mirage
2432,2324794,MAD Lions,Train
2433,2324769,G2,Dust2
2434,2324769,Luminosity,Mirage
2435,2324752,GoodJob,Cache
2436,2324752,NewTeam,Mirage
2437,2324793,x6tence,Mirage
2438,2324793,Dragons,Inferno
2439,2324671,Spirit,Overpass
2440,2324671,HellRaisers,Mirage
2441,2324781,Ancient,Mirage
2442,2324781,Endpoint,Inferno
2443,2324768,AGO,Overpass
2444,2324768,North,Inferno
2445,2324815,forZe,Overpass
2446,2324815,SkitLite,Nuke
2447,2324792,MAD Lions,Dust2
2448,2324792,Movistar Riders Blue,Train
2449,2324670,Spirit,Dust2
2450,2324670,pro100,Nuke
2451,2324767,Virtus.pro,Mirage
2452,2324767,G2,Dust2
2453,2324668,AVANGAR,Cache
2454,2324668,Spirit,Dust2
2455,2324766,Giants,Overpass
2456,2324766,AGO,Inferno
2457,2324801,aAa,Train
2458,2324801,Free Transfer,Inferno
2459,2324780,Asiamix,Dust2
2460,2324780,GoodJob,Inferno
2461,2324669,HellRaisers,Dust2
2462,2324669,pro100,Inferno
2463,2324667,HellRaisers,Dust2
2464,2324667,AVANGAR,Cache
2465,2324666,Spirit,Train
2466,2324666,pro100,Cache
2467,2324759,TYLOO,Mirage
2468,2324759,CyberZen,Inferno
2469,2324758,VG.Flash,Mirage
2470,2324758,CyberZen,Dust2
2471,2324631,compLexity,Mirage
2472,2324631,Rogue,Dust2
2473,2324630,eUnited,Inferno
2474,2324630,compLexity,Mirage
2475,2324665,AVANGAR,Mirage
2476,2324665,forZe,Inferno
2477,2324750,Vexed,Train
2478,2324750,Bpro,Overpass
2479,2324664,Monolith,Inferno
2480,2324664,AVANGAR,Cache
2481,2324749,CyberZen,Nuke
2482,2324749,EHOME,Dust2
2483,2324748,VG.Flash,Mirage
2484,2324748,TYLOO,Cache
2485,2324746,MFC,Train
2486,2324746,EHOME,Mirage
2487,2324629,NRG,Nuke
2488,2324629,eUnited,Inferno
2489,2324734,Space Jam,Mirage
2490,2324734,k1ck,Dust2
2491,2324735,fnatic Academy,Mirage
2492,2324735,PANTHERS,Train
2493,2324696,PLINK,Overpass
2494,2324696,DreamEaters,Inferno
2495,2324628,compLexity,Mirage
2496,2324628,Rogue,Dust2
2497,2324660,PLINK,Nuke
2498,2324660,pro100,Inferno
2499,2324725,EHOME,Dust2
2500,2324725,TYLOO,Inferno
2501,2324723,VG.Flash,Overpass
2502,2324723,5POWER,Dust2
2503,2324726,CyberZen,Train
2504,2324726,MAX,Dust2
2505,2324724,BTRG,Dust2
2506,2324724,MFC,Overpass
2507,2324745,Vault,Train
2508,2324745,Ex-Thunder Awaken,Inferno
2509,2324627,compLexity,Cache
2510,2324627,NRG,Train
2511,2324626,eUnited,Train
2512,2324626,Rogue,Overpass
2513,2324695,LDLC,Nuke
2514,2324695,Japaleno,Overpass
2515,2324682,MAX,Train
2516,2324682,TYLOO,Inferno
2517,2324681,EHOME,Dust2
2518,2324681,CyberZen,Inferno
2519,2324680,MFC,Train
2520,2324680,5POWER,Dust2
2521,2324679,BTRG,Dust2
2522,2324679,VG.Flash,Mirage
2523,2324623,Dignitas,Dust2
2524,2324623,compLexity,Mirage
2525,2324406,Natus Vincere,Overpass
2526,2324406,BIG,Dust2
2527,2324406,Natus Vincere,Train
2528,2324406,BIG,Inferno
2529,2324622,FURIA,Inferno
2530,2324622,Dignitas,Mirage
2531,2324688,OFFSET.OMNI,Inferno
2532,2324688,OFFSET,Cache
2533,2324688,OFFSET.OMNI,Dust2
2534,2324688,OFFSET,Mirage
2535,2324690,HAVU,Dust2
2536,2324690,SuperJymy,Mirage
2537,2324687,OFFSET.OMNI,Inferno
2538,2324687,HEXAGONE,Train
2539,2324691,NYYRIKKI,Train
2540,2324691,iGame.com,Dust2
2541,2324689,Uranus,Mirage
2542,2324689,Rão,Inferno
2543,2324405,BIG,Dust2
2544,2324405,FaZe,Train
2545,2324618,Não Tem Como,Train
2546,2324618,eUnited,Inferno
2547,2324617,Não Tem Como,Train
2548,2324617,Swole Patrol,Cache
2549,2324651,iGame.com,Nuke
2550,2324651,HAVU,Train
2551,2324656,Nexus,Inferno
2552,2324656,toxic,Train
2553,2324652,NYYRIKKI,Dust2
2554,2324652,SuperJymy,Mirage
2555,2324646,k1ck,Dust2
2556,2324646,GoodJob,Inferno
2557,2324404,Natus Vincere,Overpass
2558,2324404,Astralis,Nuke
2559,2324653,FTW,Cache
2560,2324653,HEXAGONE,Train
2561,2324650,iGame.com,Dust2
2562,2324650,PUR$i$EURA,Cache
2563,2324649,ACES,Inferno
2564,2324649,SuperJymy,Nuke
2565,2323287,AVANT,Inferno
2566,2323287,Chiefs,Train
2567,2324648,SkitLite,Dust2
2568,2324648,NYYRIKKI,Cache
2569,2324647,Victrix,Overpass
2570,2324647,HAVU,Nuke
2571,2323286,Roar,Cache
2572,2323286,ORDER,Inferno
2573,2324403,BIG,Cache
2574,2324403,G2,Dust2
2575,2324639,PLINK,Nuke
2576,2324639,GoodJob,Inferno
2577,2324402,Natus Vincere,Overpass
2578,2324402,fnatic,Train
2579,2324399,BIG,Cache
2580,2324399,MIBR,Overpass
2581,2324400,fnatic,Overpass
2582,2324400,FaZe,Mirage
2583,2324397,ENCE,Dust2
2584,2324397,Natus Vincere,Mirage
2585,2324438,Evolution,Inferno
2586,2324438,NewTeam,Dust2
2587,2324398,G2,Dust2
2588,2324398,Astralis,Nuke
2589,2324395,BIG,Dust2
2590,2324395,Renegades,Train
2591,2324396,North,Mirage
2592,2324396,MIBR,Overpass
2593,2324558,Singularity,Inferno
2594,2324558,AVANGAR,Train
2595,2324394,Cloud9,Inferno
2596,2324394,Natus Vincere,Overpass
2597,2324393,BIG,Cache
2598,2324393,fnatic,Train
2599,2324391,MIBR,Dust2
2600,2324391,FaZe,Mirage
2601,2324392,ENCE,Inferno
2602,2324392,mousesports,Mirage
2603,2324390,North,Train
2604,2324390,Liquid,Inferno
2605,2324389,BOOT-d[S],Cache
2606,2324389,Renegades,Train
2607,2324387,G2,Dust2
2608,2324387,mousesports,Mirage
2609,2324130,Winstrike,Inferno
2610,2324130,Nexus,Mirage
2611,2324388,Gambit,Overpass
2612,2324388,Natus Vincere,Train
2613,2324385,Cloud9,Mirage
2614,2324385,Astralis,Overpass
2615,2324439,DreamEaters,Inferno
2616,2324439,PLINK,Cache
2617,2324386,ENCE,Inferno
2618,2324386,NiP,Train
2619,2324557,Bpro,Overpass
2620,2324557,Endpoint,Inferno
2621,2324543,Windigo,Dust2
2622,2324543,Valiance,Inferno
2623,2324544,Winstrike,Inferno
2624,2324544,SkitLite,Dust2
2625,2324484,PLINK,Inferno
2626,2324484,Asiamix,Mirage
2627,2324542,Bpro,Mirage
2628,2324542,MK,Overpass
2629,2324538,Japaleno,Mirage
2630,2324538,Winstrike,Inferno
2631,2324523,Izako Boars,Overpass
2632,2324523,Codewise Unicorns,Inferno
2633,2324480,FURIA,Cache
2634,2324480,Ghost,Overpass
2635,2324541,Windigo,Mirage
2636,2324541,3DMAX,Dust2
2637,2324540,LeftOut,Inferno
2638,2324540,Nordavind,Overpass
2639,2324539,AGO,Cache
2640,2324539,Sprout,Mirage
2641,2324479,Sharks,Nuke
2642,2324479,Ghost,Train
2643,2324500,GoodJob,Cache
2644,2324500,LONDONGG,Nuke
2645,2324483,Ancient,Inferno
2646,2324483,Vexed,Mirage
2647,2324504,3DMAX,Cache
2648,2324504,Japaleno,Mirage
2649,2324506,Windigo,Train
2650,2324506,EURONICS,Cache
2651,2324501,AGO,Cache
2652,2324501,NiP,Overpass
2653,2324505,Epsilon,Cache
2654,2324505,Nordavind,Overpass
2655,2324499,Evolution,Inferno
2656,2324499,GoodJob,Overpass
2657,2324502,Red Reserve,Mirage
2658,2324502,LeftOut,Cache
2659,2324503,ENCE,Dust2
2660,2324503,Sprout,Train
2661,2324429,k1ck,Train
2662,2324429,DreamEaters,Mirage
2663,2324486,MKERS,Cache
2664,2324486,Forge,Train
2665,2324498,GODLIKE,Cache
2666,2324498,LONDONGG,Nuke
2667,2324447,SCARZ Absolute,Cache
2668,2324447,GOSU,Inferno
2669,2324453,Alpha Red,Inferno
2670,2324453,Signature,Train
2671,2324452,QuestionMark,Train
2672,2324452,Beyond,Overpass
2673,2324478,FURIA,Overpass
2674,2324478,eUnited,Inferno
2675,2324477,Sharks,Mirage
2676,2324477,Swole Patrol,Inferno
2677,2324487,ENCE,Nuke
2678,2324487,Japaleno,Mirage
2679,2324494,Epsilon,Mirage
2680,2324494,Heroic,Overpass
2681,2324492,Kinguin,Overpass
