,matchcode,team,map
0,2327387,Vega Squadron,Nuke
1,2327387,NRG,Dust2
2,2327387,Vega Squadron,Train
3,2327387,NRG,Cache
4,2327900,Syman,Inferno
5,2327900,DreamEaters,Nuke
6,2327900,Syman,Dust2
7,2327900,DreamEaters,Cache
8,2327903,Tricked,Overpass
9,2327903,GoldenGitte,Cache
10,2327903,Tricked,Mirage
11,2327903,GoldenGitte,Dust2
12,2327814,Epsilon,Dust2
13,2327814,AGO,Nuke
14,2327814,Epsilon,Cache
15,2327814,AGO,Overpass
16,2327836,Brutality,Train
17,2327836,Slaughter Rage Army,Overpass
18,2327836,Brutality,Nuke
19,2327836,Slaughter Rage Army,Mirage
20,2327898,mCon,Overpass
21,2327898,Salty Skins,Nuke
22,2327898,mCon,Inferno
23,2327898,Salty Skins,Mirage
24,2327386,OpTic,Train
25,2327386,ENCE,Overpass
26,2327386,OpTic,Dust2
27,2327386,ENCE,Nuke
28,2327902,Jordan's Money Crew,Train
29,2327902,GoldenGitte,Cache
30,2327902,Jordan's Money Crew,Dust2
31,2327902,GoldenGitte,Nuke
32,2327813,ALTERNATE aTTaX,Cache
33,2327813,LDLC,Inferno
34,2327813,ALTERNATE aTTaX,Dust2
35,2327813,LDLC,Train
36,2327835,OpTic India,Mirage
37,2327835,2ez,Dust2
38,2327835,OpTic India,Train
39,2327835,2ez,Cache
40,2327812,ALTERNATE aTTaX,Cache
41,2327812,AGO,Nuke
42,2327812,ALTERNATE aTTaX,Dust2
43,2327812,AGO,Overpass
44,2327812,ALTERNATE aTTaX,Mirage
45,2327812,AGO,Inferno
46,2327811,Epsilon,Nuke
47,2327811,LDLC,Inferno
48,2327811,Epsilon,Dust2
49,2327811,LDLC,Cache
50,2327811,Epsilon,Train
51,2327811,LDLC,Mirage
52,2327901,Great Danes,Nuke
53,2327901,Tricked,Overpass
54,2327901,Great Danes,Cache
55,2327901,Tricked,Dust2
56,2327890,Jordan's Money Crew,Nuke
57,2327890,Ignite,Mirage
58,2327890,Jordan's Money Crew,Train
59,2327890,Ignite,Overpass
60,2327890,Jordan's Money Crew,Dust2
61,2327890,Ignite,Cache
62,2327385,North,Cache
63,2327385,NRG,Dust2
64,2327385,North,Mirage
65,2327385,NRG,Nuke
66,2327891,Great Danes,Nuke
67,2327891,Ambush,Mirage
68,2327891,Great Danes,Train
69,2327891,Ambush,Cache
70,2327891,Great Danes,Inferno
71,2327891,Ambush,Overpass
72,2327854,NTC fe,Train
73,2327854,OpTic Brasil,Dust2
74,2327889,Great Danes,Nuke
75,2327889,GoldenGitte,Mirage
76,2327889,Great Danes,Dust2
77,2327889,GoldenGitte,Train
78,2327889,Great Danes,Overpass
79,2327889,GoldenGitte,Cache
80,2327888,Jordan's Money Crew,Train
81,2327888,Tricked,Cache
82,2327888,Jordan's Money Crew,Nuke
83,2327888,Tricked,Overpass
84,2327888,Jordan's Money Crew,Dust2
85,2327888,Tricked,Inferno
86,2327734,Bpro,Nuke
87,2327734,HAVU,Inferno
88,2327734,Bpro,Cache
89,2327734,HAVU,Dust2
90,2327384,Fragsters,Mirage
91,2327384,Vega Squadron,Nuke
92,2327384,Fragsters,Overpass
93,2327384,Vega Squadron,Train
94,2327819,PACT,Dust2
95,2327819,Kinguin,Inferno
96,2327819,PACT,Mirage
97,2327819,Kinguin,Train
98,2327893,Windigo,Overpass
99,2327893,LDLC,Inferno
100,2327893,Windigo,Cache
101,2327897,ex-Quantum Bellator Fire,Mirage
102,2327897,tomorrow will be better,Cache
103,2327897,ex-Quantum Bellator Fire,Inferno
104,2327897,tomorrow will be better,Overpass
105,2327887,Ambush,Train
106,2327887,GoldenGitte,Nuke
107,2327887,Ambush,Mirage
108,2327887,GoldenGitte,Cache
109,2327887,Ambush,Dust2
110,2327887,GoldenGitte,Inferno
111,2327886,Ignite,Cache
112,2327886,Tricked,Nuke
113,2327886,Ignite,Mirage
114,2327886,Tricked,Dust2
115,2327886,Ignite,Inferno
116,2327886,Tricked,Overpass
117,2327383,BIG,Mirage
118,2327383,ENCE,Cache
119,2327383,BIG,Inferno
120,2327383,ENCE,Dust2
121,2327818,PACT,Dust2
122,2327818,AGO,Nuke
123,2327818,PACT,Cache
124,2327818,AGO,Mirage
125,2327817,Izako Boars,Nuke
126,2327817,Kinguin,Inferno
127,2327817,Izako Boars,Dust2
128,2327817,Kinguin,Mirage
129,2327382,Renegades,Nuke
130,2327382,OpTic,Cache
131,2327382,Renegades,Overpass
132,2327382,OpTic,Train
133,2327852,W7M,Cache
134,2327852,Wild,Overpass
135,2327846,EURONICS,Nuke
136,2327846,Ambush,Cache
137,2327846,EURONICS,Train
138,2327846,Ambush,Inferno
139,2327839,unknown,Mirage
140,2327839,GoldenGitte,Nuke
141,2327839,unknown,Overpass
142,2327839,GoldenGitte,Cache
143,2327845,Bpro,Nuke
144,2327845,PACT,Dust2
145,2327845,Bpro,Cache
146,2327845,PACT,Train
147,2327840,Tricked,Overpass
148,2327840,GoldenGitte,Cache
149,2327840,Tricked,Dust2
150,2327840,GoldenGitte,Inferno
151,2327825,Grayhound,Train
152,2327825,Grayhound,Dust2
153,2327825,Ground Zero,Overpass
154,2327825,Ground Zero,Mirage
155,2327825,Ground Zero,Inferno
156,2327825,Grayhound,Nuke
157,2327824,Tainted Minds,Train
158,2327824,Tainted Minds,Mirage
159,2327824,Breakaway,Cache
160,2327824,Breakaway,Nuke
161,2327824,Breakaway,Dust2
162,2327824,Tainted Minds,Overpass
163,2327823,Legacy,Inferno
164,2327823,Legacy,Dust2
165,2327823,Chiefs,Overpass
166,2327823,Chiefs,Cache
167,2327823,Chiefs,Train
168,2327823,Legacy,Mirage
169,2327551,Lucid Dream,Nuke
170,2327551,Signature,Dust2
171,2327319,TeamOne,Dust2
172,2327319,Mythic,Overpass
173,2327319,Mythic,Nuke
174,2327319,TeamOne,Inferno
175,2327804,Isurus,Cache
176,2327804,Vault,Dust2
177,2327804,Isurus,Overpass
178,2327804,Vault,Mirage
179,2327381,HellRaisers,Mirage
180,2327381,Vega Squadron,Dust2
181,2327381,HellRaisers,Nuke
182,2327381,Vega Squadron,Overpass
183,2327381,HellRaisers,Train
184,2327381,Vega Squadron,Cache
185,2327380,North,Mirage
186,2327380,Imperial,Dust2
187,2327380,North,Cache
188,2327380,Imperial,Inferno
189,2327380,North,Overpass
190,2327380,Imperial,Nuke
191,2327379,mousesports,Overpass
192,2327379,BIG,Mirage
193,2327379,mousesports,Cache
194,2327379,BIG,Nuke
195,2327379,mousesports,Dust2
196,2327379,BIG,Inferno
197,2327378,Vega Squadron,Nuke
198,2327378,Gambit,Mirage
199,2327378,Vega Squadron,Overpass
200,2327378,Gambit,Cache
201,2327378,Vega Squadron,Dust2
202,2327378,Gambit,Inferno
203,2327822,UltiCoin,Nuke
204,2327822,Tricked,Dust2
205,2327822,Tricked,Cache
206,2327822,UltiCoin,Mirage
207,2327822,Tricked,Overpass
208,2327377,BIG,Mirage
209,2327377,TYLOO,Nuke
210,2327377,BIG,Inferno
211,2327377,TYLOO,Train
212,2327377,BIG,Overpass
213,2327377,TYLOO,Dust2
214,2327821,GoldenGitte,Dust2
215,2327821,Vexed,Overpass
216,2327821,GoldenGitte,Cache
217,2327821,Vexed,Nuke
218,2327821,GoldenGitte,Inferno
219,2327821,Vexed,Train
220,2327376,HellRaisers,Nuke
221,2327376,CyberZen,Cache
222,2327376,HellRaisers,Inferno
223,2327376,CyberZen,Train
224,2327376,HellRaisers,Mirage
225,2327376,CyberZen,Dust2
226,2327374,Fragsters,Overpass
227,2327374,North,Cache
228,2327374,Fragsters,Mirage
229,2327374,North,Dust2
230,2327374,Fragsters,Train
231,2327374,North,Inferno
232,2327550,Lucid Dream,Nuke
233,2327550,BOOT-d[S],Cache
234,2327550,Lucid Dream,Inferno
235,2327550,BOOT-d[S],Dust2
236,2327373,Renegades,Train
237,2327373,Imperial,Dust2
238,2327373,Renegades,Overpass
239,2327373,Imperial,Inferno
240,2327373,Renegades,Nuke
241,2327373,Imperial,Mirage
242,2327549,FrostFire,Overpass
243,2327549,Lucid Dream,Nuke
244,2327549,FrostFire,Inferno
245,2327549,Lucid Dream,Dust2
246,2327802,C4,Train
247,2327802,Wild,Overpass
248,2327802,C4,Dust2
249,2327802,Wild,Mirage
250,2327801,Isurus,Cache
251,2327801,Imperial,Nuke
252,2327801,Isurus,Inferno
253,2327801,Imperial,Dust2
254,2327372,Gambit,Mirage
255,2327372,North,Cache
256,2327372,Gambit,Inferno
257,2327372,North,Overpass
258,2327372,Gambit,Dust2
259,2327372,North,Nuke
260,2327371,OpTic,Cache
261,2327371,Vega Squadron,Nuke
262,2327371,OpTic,Train
263,2327371,Vega Squadron,Overpass
264,2327371,OpTic,Mirage
265,2327371,Vega Squadron,Dust2
266,2327370,Imperial,Inferno
267,2327370,CyberZen,Cache
268,2327370,Imperial,Dust2
269,2327370,CyberZen,Nuke
270,2327370,Imperial,Overpass
271,2327370,CyberZen,Train
272,2327369,TYLOO,Dust2
273,2327369,Renegades,Overpass
274,2327369,TYLOO,Train
275,2327369,Renegades,Inferno
276,2327369,TYLOO,Nuke
277,2327369,Renegades,Cache
278,2327368,mousesports,Overpass
279,2327368,ENCE,Cache
280,2327368,mousesports,Train
281,2327368,ENCE,Nuke
282,2327368,mousesports,Inferno
283,2327368,ENCE,Dust2
284,2327739,Squared,Cache
285,2327739,UltiCoin,Overpass
286,2327739,Squared,Dust2
287,2327739,UltiCoin,Train
288,2327739,Squared,Nuke
289,2327739,UltiCoin,Mirage
290,2327367,Fragsters,Inferno
291,2327367,NRG,Train
292,2327367,Fragsters,Cache
293,2327367,NRG,Dust2
294,2327367,Fragsters,Overpass
295,2327367,NRG,Nuke
296,2327580,ex-AVANT,Nuke
297,2327580,MC,Overpass
298,2327580,ex-AVANT,Dust2
299,2327580,MC,Train
300,2327580,ex-AVANT,Mirage
301,2327580,MC,Cache
302,2327738,Vexed,Nuke
303,2327738,Tricked,Overpass
304,2327738,Vexed,Cache
305,2327738,Tricked,Dust2
306,2327738,Vexed,Train
307,2327738,Tricked,Inferno
308,2327578,SYF,Train
309,2327578,TRIDENT,Nuke
310,2327578,SYF,Inferno
311,2327578,TRIDENT,Overpass
312,2327578,SYF,Mirage
313,2327578,TRIDENT,Dust2
314,2327366,Sprout,Overpass
315,2327366,HellRaisers,Nuke
316,2327366,Sprout,Cache
317,2327366,HellRaisers,Mirage
318,2327366,Sprout,Dust2
319,2327366,HellRaisers,Train
320,2327579,MC,Train
321,2327579,ex-AVANT,Inferno
322,2327579,MC,Overpass
323,2327579,ex-AVANT,Nuke
324,2327579,MC,Dust2
325,2327579,ex-AVANT,Cache
326,2327577,TRIDENT,Dust2
327,2327577,SYF,Mirage
328,2327577,TRIDENT,Nuke
329,2327577,SYF,Cache
330,2327577,TRIDENT,Overpass
331,2327577,SYF,Inferno
332,2327365,BIG,Mirage
333,2327365,compLexity,Overpass
334,2327365,BIG,Inferno
335,2327365,compLexity,Train
336,2327365,BIG,Nuke
337,2327365,compLexity,Dust2
338,2327548,Beyond,Inferno
339,2327548,Lucid Dream,Nuke
340,2327548,Beyond,Cache
341,2327548,Lucid Dream,Train
342,2327547,Recca,Inferno
343,2327547,FrostFire,Cache
344,2327547,Recca,Overpass
345,2327547,FrostFire,Dust2
346,2327546,Signature,Dust2
347,2327546,BOOT-d[S],Cache
348,2327546,Signature,Overpass
349,2327546,BOOT-d[S],Inferno
350,2327419,Grizzlys,Nuke
351,2327419,Infamous,Dust2
352,2327419,Infamous,Train
353,2327419,Grizzlys,Cache
354,2327730,ArenaBulls,Mirage
355,2327730,Sharks,Overpass
356,2327730,ArenaBulls,Dust2
357,2327730,Sharks,Nuke
358,2327364,North,Cache
359,2327364,NRG,Train
360,2327364,North,Overpass
361,2327364,NRG,Dust2
362,2327364,North,Mirage
363,2327364,NRG,Nuke
364,2327732,attackiereN,Dust2
365,2327732,HAVU,Inferno
366,2327732,attackiereN,Nuke
367,2327732,HAVU,Cache
368,2327363,Gambit,Mirage
369,2327363,Fragsters,Overpass
370,2327363,Gambit,Inferno
371,2327363,Fragsters,Cache
372,2327363,Gambit,Nuke
373,2327363,Fragsters,Train
374,2327362,CyberZen,Mirage
375,2327362,mousesports,Overpass
376,2327362,CyberZen,Cache
377,2327362,mousesports,Inferno
378,2327362,CyberZen,Train
379,2327362,mousesports,Dust2
380,2327731,Endpoint,Train
381,2327731,Izako Boars,Nuke
382,2327731,Endpoint,Cache
383,2327731,Izako Boars,Inferno
384,2327361,ENCE,Cache
385,2327361,Imperial,Dust2
386,2327361,ENCE,Mirage
387,2327361,Imperial,Inferno
388,2327361,ENCE,Overpass
389,2327361,Imperial,Nuke
390,2327360,TYLOO,Dust2
391,2327360,HellRaisers,Mirage
392,2327360,TYLOO,Train
393,2327360,HellRaisers,Inferno
394,2327360,TYLOO,Nuke
395,2327360,HellRaisers,Cache
396,2327558,BOOT-d[S],Dust2
397,2327558,MVP PK,Train
398,2327558,BOOT-d[S],Cache
399,2327558,MVP PK,Overpass
400,2327359,Sprout,Cache
401,2327359,Vega Squadron,Nuke
402,2327359,Sprout,Overpass
403,2327359,Vega Squadron,Dust2
404,2327359,Sprout,Train
405,2327359,Vega Squadron,Inferno
406,2327358,Renegades,Overpass
407,2327358,compLexity,Nuke
408,2327358,Renegades,Train
409,2327358,compLexity,Inferno
410,2327358,Renegades,Dust2
411,2327358,compLexity,Cache
412,2327576,Breakaway,Dust2
413,2327576,madlikewizards,Overpass
414,2327576,Breakaway,Cache
415,2327576,madlikewizards,Nuke
416,2327576,Breakaway,Train
417,2327576,madlikewizards,Mirage
418,2327575,madlikewizards,Nuke
419,2327575,Breakaway,Dust2
420,2327575,madlikewizards,Overpass
421,2327575,Breakaway,Train
422,2327575,madlikewizards,Inferno
423,2327575,Breakaway,Cache
424,2327357,BIG,Mirage
425,2327357,OpTic,Cache
426,2327357,BIG,Nuke
427,2327357,OpTic,Dust2
428,2327357,BIG,Overpass
429,2327357,OpTic,Train
430,2327544,TNC,Train
431,2327544,Beyond,Inferno
432,2327544,TNC,Nuke
433,2327544,Beyond,Mirage
434,2327543,Recca,Overpass
435,2327543,XCN,Cache
436,2327543,Recca,Inferno
437,2327543,XCN,Train
438,2327545,FrostFire,Mirage
439,2327545,Signature,Dust2
440,2327545,FrostFire,Overpass
441,2327545,Signature,Cache
442,2327542,Lucid Dream,Train
443,2327542,BOOT-d[S],Cache
444,2327542,Lucid Dream,Inferno
445,2327542,BOOT-d[S],Dust2
446,2327356,Sprout,Cache
447,2327356,mousesports,Overpass
448,2327356,Sprout,Dust2
449,2327356,mousesports,Inferno
450,2327356,Sprout,Nuke
451,2327356,mousesports,Mirage
452,2327541,Waterboys,Dust2
453,2327541,Spirit,Train
454,2327541,Waterboys,Nuke
455,2327530,Squared,Cache
456,2327530,EURONICS,Mirage
457,2327530,Squared,Nuke
458,2327530,EURONICS,Inferno
459,2327355,Gambit,Inferno
460,2327355,compLexity,Overpass
461,2327355,Gambit,Cache
462,2327355,compLexity,Train
463,2327355,Gambit,Mirage
464,2327355,compLexity,Nuke
465,2327727,MightyWolves,Dust2
466,2327727,LITVA,Inferno
467,2327727,MightyWolves,Overpass
468,2327727,LITVA,Train
469,2327540,AVANGAR,Nuke
470,2327540,Kinguin,Inferno
471,2327540,AVANGAR,Overpass
472,2327540,Kinguin,Dust2
473,2327354,NRG,Cache
474,2327354,Vega Squadron,Nuke
475,2327354,NRG,Mirage
476,2327354,Vega Squadron,Overpass
477,2327354,NRG,Dust2
478,2327354,Vega Squadron,Train
479,2327104,2ez,Dust2
480,2327104,Entity,Nuke
481,2327104,2ez,Cache
482,2327104,Entity,Train
483,2327539,Monolith,Train
484,2327539,ex-PRIDE,Nuke
485,2327539,Monolith,Cache
486,2327539,ex-PRIDE,Inferno
487,2327581,deprEST,Inferno
488,2327581,MightyWolves,Overpass
489,2327581,deprEST,Dust2
490,2327581,MightyWolves,Cache
491,2327353,Fragsters,Overpass
492,2327353,BIG,Mirage
493,2327353,Fragsters,Cache
494,2327353,BIG,Train
495,2327353,Fragsters,Dust2
496,2327353,BIG,Inferno
497,2327582,LITVA,Inferno
498,2327582,Wolsung,Cache
499,2327582,LITVA,Nuke
500,2327582,Wolsung,Train
501,2327557,MVP PK,Overpass
502,2327557,OpTic India,Mirage
503,2327557,MVP PK,Train
504,2327557,OpTic India,Cache
505,2327556,BOOT-d[S],Cache
506,2327556,BOOM,Overpass
507,2327556,BOOT-d[S],Dust2
508,2327556,BOOM,Mirage
509,2327352,OpTic,Dust2
510,2327352,North,Mirage
511,2327352,OpTic,Inferno
512,2327352,North,Nuke
513,2327352,OpTic,Train
514,2327352,North,Cache
515,2327538,PACT,Mirage
516,2327538,Endpoint,Nuke
517,2327538,PACT,Dust2
518,2327538,Endpoint,Train
519,2327538,PACT,Overpass
520,2327538,Endpoint,Cache
521,2327351,Imperial,Dust2
522,2327351,HellRaisers,Nuke
523,2327351,Imperial,Inferno
524,2327351,HellRaisers,Mirage
525,2327351,Imperial,Overpass
526,2327351,HellRaisers,Train
527,2327553,BOOT-d[S],Cache
528,2327553,Lucid Dream,Train
529,2327553,BOOT-d[S],Overpass
530,2327553,Lucid Dream,Nuke
531,2327553,BOOT-d[S],Dust2
532,2327553,Lucid Dream,Inferno
533,2327552,BOOM,Mirage
534,2327552,SCARZ Absolute,Inferno
535,2327552,BOOM,Overpass
536,2327552,SCARZ Absolute,Train
537,2327552,BOOM,Dust2
538,2327552,SCARZ Absolute,Cache
539,2327554,OpTic India,Mirage
540,2327554,Beyond,Inferno
541,2327554,OpTic India,Cache
542,2327554,Beyond,Train
543,2327554,OpTic India,Dust2
544,2327554,Beyond,Nuke
545,2327555,MVP PK,Cache
546,2327555,Ignis,Nuke
547,2327555,MVP PK,Inferno
548,2327555,Ignis,Train
549,2327555,MVP PK,Overpass
550,2327555,Ignis,Mirage
551,2327537,SuperJymy,Dust2
552,2327537,Izako Boars,Cache
553,2327537,SuperJymy,Overpass
554,2327537,Izako Boars,Nuke
555,2327537,SuperJymy,Train
556,2327537,Izako Boars,Inferno
557,2327536,PACT,Mirage
558,2327536,Izako Boars,Nuke
559,2327536,PACT,Cache
560,2327536,Izako Boars,Overpass
561,2327536,PACT,Dust2
562,2327536,Izako Boars,Inferno
563,2327350,ENCE,Cache
564,2327350,TYLOO,Nuke
565,2327350,ENCE,Overpass
566,2327350,TYLOO,Dust2
567,2327350,ENCE,Mirage
568,2327350,TYLOO,Train
569,2327349,Renegades,Nuke
570,2327349,CyberZen,Cache
571,2327349,Renegades,Train
572,2327349,CyberZen,Mirage
573,2327349,Renegades,Overpass
574,2327349,CyberZen,Dust2
575,2327416,Dream Chaser,Inferno
576,2327416,VTE,Overpass
577,2327416,Dream Chaser,Nuke
578,2327416,VTE,Mirage
579,2327527,AVANGAR,Nuke
580,2327527,Imperial,Dust2
581,2327527,AVANGAR,Inferno
582,2327527,Imperial,Train
583,2327450,Virtus.pro,Overpass
584,2327450,Red Reserve,Nuke
585,2327450,Virtus.pro,Inferno
586,2327444,Russia,Inferno
587,2327444,forZe,Cache
588,2327444,Russia,Nuke
589,2327444,forZe,Dust2
590,2327449,Monolith,Train
591,2327449,Imperial,Dust2
592,2327449,Monolith,Cache
593,2327449,Imperial,Inferno
594,2327448,Spirit,Train
595,2327448,AVANGAR,Nuke
596,2327448,Spirit,Cache
597,2327448,AVANGAR,Inferno
598,2327441,Great Danes,Nuke
599,2327441,Ignite,Overpass
600,2327441,Great Danes,Cache
601,2327441,Ignite,Dust2
602,2327445,SuperJymy,Train
603,2327445,Endpoint,Overpass
604,2327445,SuperJymy,Cache
605,2327445,Endpoint,Dust2
606,2327445,SuperJymy,Nuke
607,2327445,Endpoint,Inferno
608,2327442,Ambush,Cache
609,2327442,Squared,Nuke
610,2327442,Ambush,Dust2
611,2327442,Squared,Inferno
612,2327526,GOSU,Dust2
613,2327526,MVP PK,Overpass
614,2327526,GOSU,Train
615,2327526,MVP PK,Cache
616,2327525,EHOME,Cache
617,2327525,MVP PK,Overpass
618,2327525,EHOME,Train
619,2327525,MVP PK,Mirage
620,2327415,Red squad,Dust2
621,2327415,VTE,Inferno
622,2327415,Red squad,Overpass
623,2327415,VTE,Cache
624,2327414,Dream Chaser,Inferno
625,2327414,BKO potata Aim,Nuke
626,2327414,Dream Chaser,Dust2
627,2327414,BKO potata Aim,Overpass
628,2327023,Santos,Inferno
629,2327023,Imperial,Cache
630,2327023,Santos,Overpass
631,2327023,Imperial,Nuke
632,2327103,Brutality,Mirage
633,2327103,2ez,Dust2
634,2327103,Brutality,Train
635,2327103,2ez,Cache
636,2327103,Brutality,Nuke
637,2327103,2ez,Overpass
638,2327294,Nexus,Nuke
639,2327294,FCDB,Train
640,2327294,Nexus,Dust2
641,2327294,FCDB,Mirage
642,2327294,Nexus,Inferno
643,2327294,FCDB,Overpass
644,2327435,AVANGAR,Nuke
645,2327435,forZe,Cache
646,2327435,AVANGAR,Inferno
647,2327435,forZe,Train
648,2327102,Brutality,Cache
649,2327102,ATE,Overpass
650,2327102,Brutality,Mirage
651,2327102,ATE,Dust2
652,2327102,Brutality,Train
653,2327102,ATE,Nuke
654,2327437,Vega Squadron,Nuke
655,2327437,Monolith,Train
656,2327437,Vega Squadron,Overpass
657,2327437,Monolith,Cache
658,2327432,Space Soldiers,Overpass
659,2327432,Spirit,Train
660,2327432,Space Soldiers,Dust2
661,2327432,Spirit,Mirage
662,2327101,2ez,Dust2
663,2327101,Entity,Nuke
664,2327101,2ez,Inferno
665,2327101,Entity,Train
666,2327101,2ez,Cache
667,2327101,Entity,Overpass
668,2327436,Imperial,Dust2
669,2327436,HellRaisers,Nuke
670,2327436,Imperial,Inferno
671,2327436,HellRaisers,Cache
672,2327100,ATE,Overpass
673,2327100,Entity,Cache
674,2327100,ATE,Dust2
675,2327100,Entity,Nuke
676,2327100,ATE,Mirage
677,2327100,Entity,Inferno
678,2327434,Spirit,Train
679,2327434,Atlants,Overpass
680,2327434,Spirit,Inferno
681,2327434,Atlants,Cache
682,2327099,2ez,Mirage
683,2327099,ATE,Overpass
684,2327099,2ez,Cache
685,2327099,ATE,Train
686,2327099,2ez,Dust2
687,2327099,ATE,Nuke
688,2327422,TNC,Dust2
689,2327422,FrostFire,Overpass
690,2327422,TNC,Cache
691,2327422,FrostFire,Inferno
692,2327423,Beyond,Inferno
693,2327423,Signature,Dust2
694,2327423,Beyond,Cache
695,2327423,Signature,Overpass
696,2327098,Entity,Nuke
697,2327098,Brutality,Mirage
698,2327098,Entity,Cache
699,2327098,Brutality,Overpass
700,2327421,Lucid Dream,Nuke
701,2327421,XCN,Cache
702,2327421,Lucid Dream,Inferno
703,2327421,XCN,Mirage
704,2327420,Recca,Overpass
705,2327420,BOOT-d[S],Cache
706,2327420,Recca,Inferno
707,2327420,BOOT-d[S],Dust2
708,2327317,Fam143,Train
709,2327317,Las Vegas MiniGunners,Mirage
710,2327317,Las Vegas MiniGunners,Inferno
711,2327317,Fam143,Dust2
712,2327410,Imperial,Dust2
713,2327410,WePlayGames,Overpass
714,2327410,Imperial,Mirage
715,2327410,WePlayGames,Nuke
716,2327402,C4,Train
717,2327402,Gamdias,Mirage
718,2327402,C4,Nuke
719,2327402,Gamdias,Inferno
720,2327409,Depre,Train
721,2327409,Isurus,Cache
722,2327409,Depre,Mirage
723,2327409,Isurus,Dust2
724,2327405,DETONA,Nuke
725,2327405,KSHORRADA S.A,Inferno
726,2327405,DETONA,Overpass
727,2327405,KSHORRADA S.A,Train
728,2327425,Sharks,Overpass
729,2327425,AGO,Nuke
730,2327425,Sharks,Train
731,2327425,AGO,Mirage
732,2327309,Donut Galaxy,Dust2
733,2327309,Russian Forces,Overpass
734,2327309,Donut Galaxy,Cache
735,2327309,Russian Forces,Nuke
736,2327401,Wild,Overpass
737,2327401,Bragantino,Nuke
738,2327401,Wild,Cache
739,2327401,Bragantino,Dust2
740,2327395,Imperial,Inferno
741,2327395,Tempo Storm,Nuke
742,2327395,Imperial,Overpass
743,2327298,WASD,Inferno
744,2327298,Ambush,Cache
745,2327298,Ambush,Mirage
746,2327298,WASD,Dust2
747,2327403,ALTERNATE aTTaX,Cache
748,2327403,Kinguin,Inferno
749,2327403,ALTERNATE aTTaX,Dust2
750,2327403,Kinguin,Mirage
751,2327424,PACT,Dust2
752,2327424,Great Danes,Nuke
753,2327424,Great Danes,Cache
754,2327424,PACT,Inferno
755,2327418,topnotcheu,Nuke
756,2327418,Sharks,Overpass
757,2327418,topnotcheu,Inferno
758,2327418,Sharks,Dust2
759,2327417,x-kom,Nuke
760,2327417,Tricked,Overpass
761,2327417,x-kom,Cache
762,2327417,Tricked,Dust2
763,2327417,x-kom,Train
764,2327417,Tricked,Inferno
765,2327394,3DMAX,Cache
766,2327394,Space Soldiers,Inferno
767,2327394,3DMAX,Train
768,2327394,Space Soldiers,Overpass
769,2327295,PACT,Dust2
770,2327295,Quantum Bellator Fire,Overpass
771,2327295,PACT,Mirage
772,2327295,Quantum Bellator Fire,Nuke
773,2327295,PACT,Cache
774,2327295,Quantum Bellator Fire,Train
775,2327392,Majestic Lions,Nuke
776,2327392,Bpro,Inferno
777,2327392,Majestic Lions,Overpass
778,2327392,Bpro,Cache
779,2327393,Virtus.pro,Inferno
780,2327393,Sprout,Cache
781,2327393,Virtus.pro,Nuke
782,2327393,Sprout,Overpass
783,2327308,PACT,Dust2
784,2327308,AGO,Nuke
785,2327308,PACT,Cache
786,2327308,AGO,Overpass
787,2327391,Nordavind,Cache
788,2327391,expert,Mirage
789,2327391,Nordavind,Dust2
790,2327391,expert,Overpass
791,2327391,Nordavind,Train
792,2327391,expert,Inferno
793,2327348,SuperJymy,Dust2
794,2327348,HAVU,Inferno
795,2327348,SuperJymy,Nuke
796,2327348,HAVU,Cache
797,2327390,x-kom,Cache
798,2327390,Bpro,Inferno
799,2327390,x-kom,Overpass
800,2327390,Bpro,Nuke
801,2327390,x-kom,Dust2
802,2327390,Bpro,Train
803,2327413,Breakaway,Train
804,2327413,Breakaway,Dust2
805,2327413,Chiefs,Overpass
806,2327413,Chiefs,Cache
807,2327413,Chiefs,Inferno
808,2327413,Breakaway,Nuke
809,2327412,Legacy,Dust2
810,2327412,Legacy,Inferno
811,2327412,Ground Zero,Overpass
812,2327412,Ground Zero,Nuke
813,2327412,Ground Zero,Train
814,2327412,Legacy,Cache
815,2327411,Grayhound,Nuke
816,2327411,Grayhound,Train
817,2327411,Tainted Minds,Cache
818,2327411,Tainted Minds,Dust2
819,2327411,Tainted Minds,Overpass
820,2327411,Grayhound,Inferno
821,2327318,Infamous,Dust2
822,2327318,Atlas,Nuke
823,2327318,Atlas,Overpass
824,2327318,Infamous,Cache
825,2327313,Ambush,Cache
826,2327313,unknown,Mirage
827,2327313,Ambush,Train
828,2327313,unknown,Dust2
829,2327293,3DMAX,Train
830,2327293,AVANGAR,Nuke
831,2327293,3DMAX,Mirage
832,2327293,AVANGAR,Overpass
833,2327389,Sprout,Overpass
834,2327389,Sharks,Nuke
835,2327389,Sprout,Cache
836,2327389,Sharks,Train
837,2327389,Sprout,Dust2
838,2327389,Sharks,Inferno
839,2327292,Windigo,Inferno
840,2327292,Movistar Riders,Dust2
841,2327292,Windigo,Mirage
842,2327292,Movistar Riders,Overpass
843,2327312,Ignite,Cache
844,2327312,Atlando,Dust2
845,2327312,Ignite,Mirage
846,2327312,Atlando,Overpass
847,2327260,ALTERNATE aTTaX,Inferno
848,2327260,Imperial,Cache
849,2327260,ALTERNATE aTTaX,Nuke
850,2327260,Imperial,Dust2
851,2327290,Waterboys,Dust2
852,2327290,Spirit,Train
853,2327290,Waterboys,Nuke
854,2327290,Spirit,Inferno
855,2327297,expert,Overpass
