,matchcode,map,team1,team2,score1,score2,eventcode,stars,date,mapnumber
1471,2309828,Nuke,Virtus.pro,Heroic,1,16,2638,2,19th of April 2017,1
1472,2309827,Overpass,G2,Natus Vincere,13,16,2638,3,19th of April 2017,1
1473,2309826,Nuke,Natus Vincere,G2,10,16,2638,3,19th of April 2017,1
1474,2309825,Cache,Astralis,NiP,12,16,2638,2,18th of April 2017,1
1475,2309824,Inferno,NiP,Astralis,12,16,2638,2,18th of April 2017,1
1476,2309823,Inferno,mousesports,FaZe,19,17,2638,2,18th of April 2017,1
1477,2309822,Overpass,FaZe,mousesports,16,10,2638,2,18th of April 2017,1
1478,2309531,Mirage,FaZe,North,25,22,2638,3,13th of April 2017,1
1479,2308710,Nuke,mousesports,G2,11,16,2638,2,13th of April 2017,1
1480,2309530,Cache,North,FaZe,14,16,2638,3,13th of April 2017,1
1481,2308709,Cobblestone,G2,mousesports,16,10,2638,2,13th of April 2017,1
1482,2309529,Cache,fnatic,HellRaisers,16,14,2638,3,13th of April 2017,1
1483,2308714,Cobblestone,NiP,Virtus.pro,16,9,2638,2,13th of April 2017,1
1484,2309528,Cobblestone,HellRaisers,fnatic,10,16,2638,3,13th of April 2017,1
1485,2308713,Nuke,Virtus.pro,NiP,16,6,2638,2,13th of April 2017,1
1486,2309525,Train,NiP,G2,9,16,2638,2,12th of April 2017,1
1487,2309527,Mirage,Astralis,HellRaisers,16,14,2638,3,12th of April 2017,1
1488,2309524,Cobblestone,G2,NiP,16,10,2638,2,12th of April 2017,1
1489,2309526,Overpass,HellRaisers,Astralis,9,16,2638,3,12th of April 2017,1
1490,2309521,Nuke,mousesports,Envy,16,12,2638,1,12th of April 2017,1
1491,2309523,Inferno,Natus Vincere,Kinguin,16,5,2638,2,12th of April 2017,1
1492,2309520,Cobblestone,Envy,mousesports,8,16,2638,1,12th of April 2017,1
1493,2309522,Mirage,Kinguin,Natus Vincere,6,16,2638,2,12th of April 2017,1
1494,2308708,Cobblestone,Envy,Kinguin,11,16,2638,1,11th of April 2017,1
1495,2309519,Cobblestone,fnatic,Heroic,6,16,2638,2,11th of April 2017,1
1496,2308707,Inferno,Kinguin,Envy,16,13,2638,1,11th of April 2017,1
1497,2309518,Train,Heroic,fnatic,11,16,2638,2,11th of April 2017,1
1498,2309517,Inferno,Virtus.pro,LDLC,13,16,2638,1,11th of April 2017,1
1499,2309516,Nuke,LDLC,Virtus.pro,16,5,2638,1,11th of April 2017,1
1500,2309168,Inferno,G2,LDLC,16,5,2638,2,30th of March 2017,1
1501,2309170,Train,FaZe,fnatic,16,13,2638,3,30th of March 2017,1
1502,2309167,Nuke,LDLC,G2,12,16,2638,2,30th of March 2017,1
1503,2309169,Overpass,fnatic,FaZe,16,10,2638,3,30th of March 2017,1
1504,2309164,Inferno,Virtus.pro,Envy,22,25,2638,1,30th of March 2017,1
1505,2309166,Mirage,North,HellRaisers,16,10,2638,2,30th of March 2017,1
1506,2309165,Cache,HellRaisers,North,16,13,2638,2,30th of March 2017,1
1507,2309163,Nuke,Envy,Virtus.pro,16,5,2638,1,30th of March 2017,1
1508,2309162,Cache,Kinguin,Astralis,9,16,2638,2,29th of March 2017,1
1509,2309161,Overpass,Astralis,Kinguin,16,7,2638,2,29th of March 2017,1
1510,2309160,Cobblestone,Natus Vincere,NiP,8,16,2638,2,29th of March 2017,1
1511,2309159,Overpass,NiP,Natus Vincere,12,16,2638,2,29th of March 2017,1
1512,2308082,Train,G2,fnatic,16,5,2638,2,29th of March 2017,1
1513,2309127,Cobblestone,Heroic,mousesports,12,16,2638,2,28th of March 2017,1
1514,2309126,Nuke,mousesports,Heroic,4,16,2638,2,28th of March 2017,1
1515,2309125,Mirage,HellRaisers,Natus Vincere,16,11,2638,2,28th of March 2017,1
1516,2309124,Inferno,Natus Vincere,HellRaisers,16,5,2638,2,28th of March 2017,1
1517,2308918,Cobblestone,G2,Kinguin,19,16,2638,2,23rd of March 2017,1
1518,2308916,Nuke,Astralis,FaZe,9,16,2638,4,23rd of March 2017,1
1519,2308915,Inferno,FaZe,Astralis,14,16,2638,4,23rd of March 2017,1
1520,2308917,Cache,Kinguin,G2,8,16,2638,2,23rd of March 2017,1
1521,2308914,Mirage,Heroic,North,10,16,2638,3,23rd of March 2017,1
1522,2308912,Nuke,mousesports,Virtus.pro,11,16,2638,2,23rd of March 2017,1
1523,2308913,Overpass,North,Heroic,19,16,2638,3,23rd of March 2017,1
1524,2308911,Inferno,Virtus.pro,mousesports,16,5,2638,2,23rd of March 2017,1
1525,2308091,Overpass,Virtus.pro,HellRaisers,10,16,2638,2,22nd of March 2017,1
1526,2308910,Train,Envy,fnatic,16,14,2638,1,22nd of March 2017,1
1527,2308909,Cache,fnatic,Envy,16,9,2638,1,22nd of March 2017,1
1528,2308090,Mirage,HellRaisers,Virtus.pro,16,10,2638,2,22nd of March 2017,1
1529,2308080,Mirage,North,Natus Vincere,16,19,2638,3,22nd of March 2017,1
1530,2308908,Cobblestone,NiP,LDLC,16,14,2638,1,22nd of March 2017,1
1531,2308907,Train,LDLC,NiP,7,16,2638,1,22nd of March 2017,1
1532,2308079,Cobblestone,Natus Vincere,North,4,16,2638,3,22nd of March 2017,1
1533,2308087,Inferno,fnatic,NiP,14,16,2638,2,21st of March 2017,1
1534,2308712,Overpass,FaZe,LDLC,13,16,2638,1,21st of March 2017,1
1535,2308711,Nuke,LDLC,FaZe,9,16,2638,1,21st of March 2017,1
1536,2308086,Cache,NiP,fnatic,16,7,2638,2,21st of March 2017,1
1537,2308906,Overpass,G2,HellRaisers,9,16,2638,2,21st of March 2017,1
1538,2308905,Mirage,Natus Vincere,FaZe,16,6,2638,3,21st of March 2017,1
1539,2308904,Inferno,HellRaisers,G2,19,15,2638,2,21st of March 2017,1
1540,2308903,Train,FaZe,Natus Vincere,9,16,2638,3,21st of March 2017,1
1541,2308728,Cobblestone,North,Envy,19,17,2638,1,16th of March 2017,1
1542,2308730,Nuke,mousesports,LDLC,10,16,2638,1,16th of March 2017,1
1543,2308727,Nuke,Envy,North,13,16,2638,1,16th of March 2017,1
1544,2308729,Cobblestone,LDLC,mousesports,7,16,2638,1,16th of March 2017,1
1545,2308726,Inferno,Heroic,Astralis,7,16,2638,3,16th of March 2017,1
1546,2308724,Mirage,fnatic,Natus Vincere,16,12,2638,2,16th of March 2017,1
1547,2308725,Nuke,Astralis,Heroic,16,10,2638,3,16th of March 2017,1
1548,2308723,Train,Natus Vincere,fnatic,16,7,2638,2,16th of March 2017,1
1549,2308722,Train,Kinguin,NiP,14,16,2638,2,15th of March 2017,1
1550,2308720,Nuke,Astralis,North,16,11,2638,4,15th of March 2017,1
1551,2308721,Cache,NiP,Kinguin,16,12,2638,2,15th of March 2017,1
1552,2308719,Overpass,North,Astralis,16,4,2638,4,15th of March 2017,1
1553,2308718,Train,HellRaisers,Heroic,16,6,2638,2,15th of March 2017,1
1554,2308716,Mirage,Virtus.pro,fnatic,16,5,2638,2,15th of March 2017,1
1555,2308717,Mirage,Heroic,HellRaisers,16,12,2638,2,15th of March 2017,1
1556,2308715,Train,fnatic,Virtus.pro,16,2,2638,2,15th of March 2017,1
1557,2308522,Overpass,NiP,FaZe,9,16,2638,3,9th of March 2017,1
1558,2308524,Inferno,mousesports,North,16,5,2638,2,9th of March 2017,1
1559,2308523,Mirage,North,mousesports,8,16,2638,2,9th of March 2017,1
1560,2308521,Nuke,FaZe,NiP,16,9,2638,3,9th of March 2017,1
1561,2308518,Train,Envy,Natus Vincere,12,16,2638,1,9th of March 2017,1
1562,2308520,Cache,HellRaisers,Kinguin,6,16,2638,1,9th of March 2017,1
1563,2308517,Inferno,Natus Vincere,Envy,16,6,2638,1,9th of March 2017,1
1564,2308519,Train,Kinguin,HellRaisers,9,16,2638,1,9th of March 2017,1
1565,2308516,Nuke,Astralis,Virtus.pro,15,19,2638,5,8th of March 2017,1
1566,2308515,Inferno,Virtus.pro,Astralis,16,8,2638,5,8th of March 2017,1
1567,2308514,Inferno,North,G2,16,10,2638,2,8th of March 2017,1
1568,2308513,Nuke,G2,North,13,16,2638,2,8th of March 2017,1
1569,2308512,Inferno,fnatic,LDLC,16,13,2638,1,7th of March 2017,1
1570,2308511,Cache,LDLC,fnatic,5,16,2638,1,7th of March 2017,1
1571,2308510,Overpass,G2,Heroic,13,16,2638,2,7th of March 2017,1
1572,2308509,Train,Heroic,G2,13,16,2638,2,7th of March 2017,1
1573,2308093,Inferno,Astralis,LDLC,25,23,2638,1,23rd of February 2017,1
1574,2308092,Overpass,LDLC,Astralis,8,16,2638,1,23rd of February 2017,1
1575,2308089,Cobblestone,Kinguin,mousesports,14,16,2638,2,23rd of February 2017,1
1576,2308088,Nuke,mousesports,Kinguin,16,5,2638,2,23rd of February 2017,1
1577,2308081,Cobblestone,fnatic,G2,16,14,2638,2,22nd of February 2017,1
1578,2308078,Cobblestone,Heroic,LDLC,14,16,2638,1,21st of February 2017,1
1579,2308077,Overpass,LDLC,Heroic,12,16,2638,1,21st of February 2017,1
1580,2308076,Cobblestone,HellRaisers,Envy,16,7,2638,1,21st of February 2017,1
1581,2308075,Train,Envy,HellRaisers,16,10,2638,1,21st of February 2017,1
1582,2307765,Cobblestone,G2,Envy,12,16,2638,1,9th of February 2017,1
1583,2307767,Cache,HellRaisers,LDLC,11,16,2638,1,9th of February 2017,1
1584,2307764,Cache,Envy,G2,16,11,2638,1,9th of February 2017,1
1585,2307766,Nuke,LDLC,HellRaisers,16,7,2638,1,9th of February 2017,1
1586,2307763,Cobblestone,Kinguin,Virtus.pro,9,16,2638,2,9th of February 2017,1
1587,2307761,Dust2,FaZe,Envy,11,16,2638,1,9th of February 2017,1
1588,2307762,Overpass,Virtus.pro,Kinguin,15,19,2638,2,9th of February 2017,1
1589,2307760,Train,Envy,FaZe,12,16,2638,1,9th of February 2017,1
1590,2307755,Train,Heroic,FaZe,7,16,2638,1,8th of February 2017,1
1591,2307753,Overpass,fnatic,North,12,16,2638,2,8th of February 2017,1
1592,2307754,Overpass,FaZe,Heroic,19,16,2638,1,8th of February 2017,1
1593,2307752,Mirage,North,fnatic,16,5,2638,2,8th of February 2017,1
1594,2307750,Train,mousesports,NiP,16,10,2638,2,8th of February 2017,1
1595,2307748,Cobblestone,Virtus.pro,Natus Vincere,16,8,2638,3,8th of February 2017,1
1596,2307746,Train,Natus Vincere,Virtus.pro,16,10,2638,3,8th of February 2017,1
1597,2307749,Dust2,NiP,mousesports,8,16,2638,2,8th of February 2017,1
1598,2307742,Nuke,mousesports,Astralis,11,16,2638,2,7th of February 2017,1
1599,2307745,Dust2,Kinguin,FaZe,16,8,2638,2,7th of February 2017,1
1600,2307740,Mirage,Astralis,mousesports,8,16,2638,2,7th of February 2017,1
1601,2307741,Overpass,FaZe,Kinguin,6,16,2638,2,7th of February 2017,1
1602,2307738,Nuke,Astralis,Natus Vincere,16,4,2638,3,7th of February 2017,1
1603,2307739,Nuke,Heroic,NiP,16,7,2638,1,7th of February 2017,1
1604,2307736,Overpass,Natus Vincere,Astralis,16,11,2638,3,7th of February 2017,1
1605,2307737,Train,NiP,Heroic,11,16,2638,1,7th of February 2017,1
1606,2310636,Overpass,ALTERNATE aTTaX,passions,5,16,2820,0,10th of May 2017,1
1607,2310636,Cobblestone,ALTERNATE aTTaX,passions,9,16,2820,0,10th of May 2017,2
1608,2310635,Mirage,Dignitas,WASD,16,5,2820,0,10th of May 2017,1
1609,2310635,Train,Dignitas,WASD,5,16,2820,0,10th of May 2017,2
1610,2310635,Overpass,Dignitas,WASD,16,4,2820,0,10th of May 2017,3
1611,2310612,Cobblestone,MAXISAUCISSE,passions,7,16,2820,0,10th of May 2017,1
1612,2310612,Nuke,MAXISAUCISSE,passions,16,7,2820,0,10th of May 2017,2
1613,2310612,Mirage,MAXISAUCISSE,passions,2,16,2820,0,10th of May 2017,3
1614,2310618,Inferno,WASD,Outlaws,7,16,2820,0,10th of May 2017,1
1615,2310618,Overpass,WASD,Outlaws,16,9,2820,0,10th of May 2017,2
1616,2310618,Train,WASD,Outlaws,16,13,2820,0,10th of May 2017,3
1617,2310613,Cobblestone,ALTERNATE aTTaX,EnVyUs Academy,16,7,2820,0,10th of May 2017,1
1618,2310613,Cache,ALTERNATE aTTaX,EnVyUs Academy,16,11,2820,0,10th of May 2017,2
1619,2310611,Overpass,ESG!,Dignitas,6,16,2820,0,10th of May 2017,1
1620,2310611,Cache,ESG!,Dignitas,9,16,2820,0,10th of May 2017,2
1621,2310608,Cache,EnVyUs Academy,HAVU,16,13,2820,0,9th of May 2017,1
1622,2310610,Overpass,x6tence,Outlaws,10,16,2820,0,9th of May 2017,1
1623,2310609,Cache,Team123,Dignitas,4,16,2820,0,9th of May 2017,1
1624,2310606,Cache,ESG!,Klappskaft,16,10,2820,0,9th of May 2017,1
1625,2310603,Inferno,ALTERNATE aTTaX,midlertidig,16,11,2820,0,9th of May 2017,1
1626,2310605,Nuke,MAXISAUCISSE,Planetkey,16,14,2820,0,9th of May 2017,1
1627,2310607,Train,HSHC,passions,2,16,2820,0,9th of May 2017,1
1628,2310604,Overpass,Robin Hood,WASD,4,16,2820,0,9th of May 2017,1
1629,2310601,Inferno,FIVE,TYLOO,2,16,2766,0,10th of May 2017,1
1630,2310601,Train,FIVE,TYLOO,12,16,2766,0,10th of May 2017,2
1631,2310600,Mirage,HegemonyPerson,TYLOO,1,16,2766,0,10th of May 2017,1
1632,2310600,Train,HegemonyPerson,TYLOO,9,16,2766,0,10th of May 2017,2
1633,2310599,Train,New4,TYLOO,13,16,2766,0,10th of May 2017,1
1634,2310599,Mirage,New4,TYLOO,2,16,2766,0,10th of May 2017,2
1635,2310506,Inferno,New4,TYLOO,10,16,2766,0,9th of May 2017,1
1636,2310506,Cache,New4,TYLOO,7,16,2766,0,9th of May 2017,2
1637,2310505,Train,HegemonyPerson,TYLOO,1,16,2766,0,9th of May 2017,1
1638,2310505,Mirage,HegemonyPerson,TYLOO,5,16,2766,0,9th of May 2017,2
1639,2310504,Cache,FIVE,TYLOO,16,9,2766,0,9th of May 2017,1
1640,2310504,Mirage,FIVE,TYLOO,4,16,2766,0,9th of May 2017,2
1641,2310478,Cobblestone,TYLOO,ZDM,16,8,2766,0,8th of May 2017,1
1642,2310478,Cache,TYLOO,ZDM,16,12,2766,0,8th of May 2017,2
1643,2310477,Cache,HegemonyPerson,LGD,16,11,2766,0,8th of May 2017,1
1644,2310477,Mirage,HegemonyPerson,LGD,2,16,2766,0,8th of May 2017,2
1645,2310464,Cache,UYA,LGD,16,3,2766,0,7th of May 2017,1
1646,2310464,Train,UYA,LGD,16,14,2766,0,7th of May 2017,2
1647,2310463,Mirage,LGD,ZDM,12,16,2766,0,7th of May 2017,1
1648,2310463,Cobblestone,LGD,ZDM,11,16,2766,0,7th of May 2017,2
1649,2310462,Inferno,HegemonyPerson,ZDM,12,16,2766,0,7th of May 2017,1
1650,2310462,Cache,HegemonyPerson,ZDM,9,16,2766,0,7th of May 2017,2
1651,2310428,Train,FIVE,LGD,8,16,2766,0,6th of May 2017,1
1652,2310428,Cache,FIVE,LGD,6,16,2766,0,6th of May 2017,2
1653,2310427,Cache,FIVE,ZDM,16,14,2766,0,6th of May 2017,1
1654,2310427,Mirage,FIVE,ZDM,16,11,2766,0,6th of May 2017,2
1655,2310426,Cobblestone,EMP,ZDM,16,3,2766,0,6th of May 2017,1
1656,2310426,Cache,EMP,ZDM,16,14,2766,0,6th of May 2017,2
1657,2310389,Train,Born Of Fire,ZDM,16,7,2766,0,5th of May 2017,1
1658,2310389,Cobblestone,Born Of Fire,ZDM,16,14,2766,0,5th of May 2017,2
1659,2310388,Cache,New4,EMP,8,16,2766,0,5th of May 2017,1
1660,2310388,Mirage,New4,EMP,16,10,2766,0,5th of May 2017,2
1661,2310387,Cache,UYA,New4,19,16,2766,0,5th of May 2017,1
1662,2310387,Inferno,UYA,New4,14,16,2766,0,5th of May 2017,2
1663,2310340,Train,Born Of Fire,New4,16,8,2766,0,4th of May 2017,1
1664,2310340,Mirage,Born Of Fire,New4,16,8,2766,0,4th of May 2017,2
1665,2310341,Cobblestone,UYA,TYLOO,11,16,2766,0,4th of May 2017,1
1666,2310341,Mirage,UYA,TYLOO,6,16,2766,0,4th of May 2017,2
1667,2310339,Cobblestone,EMP,LGD,25,23,2766,0,4th of May 2017,1
1668,2310339,Cache,EMP,LGD,16,14,2766,0,4th of May 2017,2
1669,2310324,Cache,LGD,New4,10,16,2766,0,3rd of May 2017,1
1670,2310324,Inferno,LGD,New4,16,10,2766,0,3rd of May 2017,2
1671,2310323,Mirage,HegemonyPerson,New4,17,19,2766,0,3rd of May 2017,1
1672,2310323,Cache,HegemonyPerson,New4,8,16,2766,0,3rd of May 2017,2
1673,2310322,Train,Born Of Fire,TYLOO,6,16,2766,0,3rd of May 2017,1
1674,2310322,Mirage,Born Of Fire,TYLOO,7,16,2766,0,3rd of May 2017,2
1675,2310288,Cache,HegemonyPerson,UYA,7,16,2766,0,2nd of May 2017,1
1676,2310288,Inferno,HegemonyPerson,UYA,16,13,2766,0,2nd of May 2017,2
1677,2310287,Cache,New4,FIVE,16,12,2766,0,2nd of May 2017,1
1678,2310287,Nuke,New4,FIVE,19,16,2766,0,2nd of May 2017,2
1679,2310286,Cache,UYA,FIVE,7,16,2766,0,2nd of May 2017,1
1680,2310286,Inferno,UYA,FIVE,16,10,2766,0,2nd of May 2017,2
1681,2310258,Mirage,UYA,ZDM,16,9,2766,0,1st of May 2017,1
1682,2310258,Cobblestone,UYA,ZDM,16,12,2766,0,1st of May 2017,2
1683,2310257,Mirage,ViCi,ZDM,16,12,2766,0,1st of May 2017,1
1684,2310257,Cobblestone,ViCi,ZDM,16,3,2766,0,1st of May 2017,2
1685,2310237,Cobblestone,UYA,TYLOO,3,16,2766,0,30th of April 2017,1
1686,2310237,Mirage,UYA,TYLOO,9,16,2766,0,30th of April 2017,2
1687,2310236,Mirage,TYLOO,ViCi,16,9,2766,0,30th of April 2017,1
1688,2310236,Cobblestone,TYLOO,ViCi,16,12,2766,0,30th of April 2017,2
1689,2310235,Inferno,HegemonyPerson,ZDM,10,16,2766,0,30th of April 2017,1
1690,2310235,Cache,HegemonyPerson,ZDM,16,14,2766,0,30th of April 2017,2
1691,2310173,Cobblestone,EMP,ZDM,11,16,2766,0,29th of April 2017,1
1692,2310173,Mirage,EMP,ZDM,16,8,2766,0,29th of April 2017,2
1693,2310171,Inferno,FIVE,ZDM,19,16,2766,0,29th of April 2017,1
1694,2310171,Cache,FIVE,ZDM,16,12,2766,0,29th of April 2017,2
1695,2310172,Cache,New4,UYA,16,13,2766,0,29th of April 2017,1
1696,2310172,Train,New4,UYA,11,16,2766,0,29th of April 2017,2
1697,2310160,Nuke,Born Of Fire,ViCi,10,16,2766,0,28th of April 2017,1
1698,2310160,Train,Born Of Fire,ViCi,16,14,2766,0,28th of April 2017,2
1699,2310159,Mirage,UYA,ViCi,16,5,2766,0,28th of April 2017,1
1700,2310159,Train,UYA,ViCi,4,16,2766,0,28th of April 2017,2
1701,2310158,Cache,New4,ZDM,16,13,2766,0,28th of April 2017,1
1702,2310158,Mirage,New4,ZDM,16,11,2766,0,28th of April 2017,2
1703,2310137,Nuke,HegemonyPerson,ViCi,7,16,2766,0,27th of April 2017,1
1704,2310137,Train,HegemonyPerson,ViCi,14,16,2766,0,27th of April 2017,2
1705,2310136,Cache,UYA,LGD,22,19,2766,0,27th of April 2017,1
1706,2310136,Cobblestone,UYA,LGD,16,10,2766,0,27th of April 2017,2
1707,2310135,Cobblestone,UYA,ViCi,13,16,2766,0,27th of April 2017,1
1708,2310135,Mirage,UYA,ViCi,19,17,2766,0,27th of April 2017,2
1709,2310081,Cache,UYA,ZDM,13,16,2766,0,26th of April 2017,1
1710,2310081,Mirage,UYA,ZDM,13,16,2766,0,26th of April 2017,2
1711,2310080,Inferno,UYA,Born Of Fire,16,13,2766,0,26th of April 2017,1
1712,2310080,Nuke,UYA,Born Of Fire,2,16,2766,0,26th of April 2017,2
1713,2310079,Mirage,TYLOO,ZDM,16,7,2766,0,26th of April 2017,1
1714,2310079,Cache,TYLOO,ZDM,16,3,2766,0,26th of April 2017,2
1715,2310019,Cache,EMP,UYA,16,10,2766,0,25th of April 2017,1
1716,2310019,Mirage,EMP,UYA,9,16,2766,0,25th of April 2017,2
1717,2310020,Nuke,Born Of Fire,HegemonyPerson,16,7,2766,0,25th of April 2017,1
1718,2310020,Mirage,Born Of Fire,HegemonyPerson,16,14,2766,0,25th of April 2017,2
1719,2310018,Mirage,UYA,Born Of Fire,4,16,2766,0,25th of April 2017,1
1720,2310018,Train,UYA,Born Of Fire,3,16,2766,0,25th of April 2017,2
1721,2310000,Cobblestone,Born Of Fire,ViCi,9,16,2766,0,24th of April 2017,1
1722,2310000,Train,Born Of Fire,ViCi,1,16,2766,0,24th of April 2017,2
1723,2309999,Train,FIVE,ViCi,4,16,2766,0,24th of April 2017,1
1724,2309999,Mirage,FIVE,ViCi,3,16,2766,0,24th of April 2017,2
1725,2309998,Nuke,LGD,Born Of Fire,2,16,2766,0,24th of April 2017,1
1726,2309998,Mirage,LGD,Born Of Fire,5,16,2766,0,24th of April 2017,2
1727,2309970,Train,EMP,HegemonyPerson,8,16,2766,0,23rd of April 2017,1
1728,2309970,Cache,EMP,HegemonyPerson,16,5,2766,0,23rd of April 2017,2
1729,2309969,Cache,HegemonyPerson,FIVE,16,13,2766,0,23rd of April 2017,1
1730,2309969,Train,HegemonyPerson,FIVE,16,13,2766,0,23rd of April 2017,2
1731,2309968,Mirage,FIVE,ViCi,1,16,2766,0,23rd of April 2017,1
1732,2309968,Train,FIVE,ViCi,7,16,2766,0,23rd of April 2017,2
1733,2309935,Cobblestone,LGD,ViCi,16,7,2766,0,22nd of April 2017,1
1734,2309935,Mirage,LGD,ViCi,5,16,2766,0,22nd of April 2017,2
1735,2309934,Train,Born Of Fire,FIVE,16,4,2766,0,22nd of April 2017,1
1736,2309934,Overpass,Born Of Fire,FIVE,16,9,2766,0,22nd of April 2017,2
1737,2309933,Mirage,EMP,FIVE,11,16,2766,0,22nd of April 2017,1
1738,2309933,Cache,EMP,FIVE,17,19,2766,0,22nd of April 2017,2
1739,2309921,Cache,FIVE,LGD,9,16,2766,0,21st of April 2017,1
1740,2309921,Cobblestone,FIVE,LGD,8,16,2766,0,21st of April 2017,2
1741,2309920,Cobblestone,EMP,TYLOO,10,16,2766,0,21st of April 2017,1
1742,2309920,Mirage,EMP,TYLOO,25,23,2766,0,21st of April 2017,2
1743,2309919,Cobblestone,LGD,TYLOO,12,16,2766,0,21st of April 2017,1
1744,2309919,Mirage,LGD,TYLOO,7,16,2766,0,21st of April 2017,2
1745,2309906,Mirage,HegemonyPerson,ViCi,2,16,2766,0,20th of April 2017,1
1746,2309906,Train,HegemonyPerson,ViCi,16,14,2766,0,20th of April 2017,2
1747,2309905,Overpass,New4,ViCi,8,16,2766,0,20th of April 2017,1
1748,2309905,Train,New4,ViCi,5,16,2766,0,20th of April 2017,2
1749,2309904,Cobblestone,EMP,ViCi,4,16,2766,0,20th of April 2017,1
1750,2309904,Mirage,EMP,ViCi,7,16,2766,0,20th of April 2017,2
1751,2309872,Mirage,Born Of Fire,EMP,16,7,2766,0,19th of April 2017,1
1752,2309872,Inferno,Born Of Fire,EMP,16,6,2766,0,19th of April 2017,2
1753,2309871,Train,Born Of Fire,ZDM,16,3,2766,0,19th of April 2017,1
1754,2309871,Cobblestone,Born Of Fire,ZDM,16,11,2766,0,19th of April 2017,2
1755,2309870,Mirage,LGD,ViCi,4,16,2766,0,19th of April 2017,1
1756,2309870,Cobblestone,LGD,ViCi,17,19,2766,0,19th of April 2017,2
1757,2309848,Mirage,New4,ViCi,14,16,2766,0,18th of April 2017,1
1758,2309848,Train,New4,ViCi,18,22,2766,0,18th of April 2017,2
1759,2309847,Cobblestone,EMP,ViCi,7,16,2766,0,18th of April 2017,1
1760,2309847,Cache,EMP,ViCi,16,14,2766,0,18th of April 2017,2
1761,2309846,Cache,UYA,FIVE,16,10,2766,0,18th of April 2017,1
1762,2309846,Train,UYA,FIVE,16,14,2766,0,18th of April 2017,2
1763,2309815,Cache,UYA,HegemonyPerson,16,12,2766,0,17th of April 2017,1
1764,2309815,Inferno,UYA,HegemonyPerson,8,16,2766,0,17th of April 2017,2
1765,2309814,Train,Born Of Fire,New4,16,8,2766,0,17th of April 2017,1
1766,2309814,Inferno,Born Of Fire,New4,7,16,2766,0,17th of April 2017,2
1767,2309813,Overpass,Born Of Fire,TYLOO,14,16,2766,0,17th of April 2017,1
1768,2309813,Mirage,Born Of Fire,TYLOO,16,3,2766,0,17th of April 2017,2
1769,2309799,Cobblestone,ViCi,ZDM,16,5,2766,0,16th of April 2017,1
1770,2309799,Cache,ViCi,ZDM,7,16,2766,0,16th of April 2017,2
1771,2309798,Mirage,TYLOO,ViCi,13,16,2766,0,16th of April 2017,1
1772,2309798,Cobblestone,TYLOO,ViCi,16,13,2766,0,16th of April 2017,2
1773,2309769,Cache,LGD,TYLOO,10,16,2766,0,15th of April 2017,1
1774,2309769,Mirage,LGD,TYLOO,8,16,2766,0,15th of April 2017,2
1775,2309768,Inferno,HegemonyPerson,New4,13,16,2766,0,15th of April 2017,1
1776,2309768,Train,HegemonyPerson,New4,9,16,2766,0,15th of April 2017,2
1777,2309767,Cache,FIVE,HegemonyPerson,10,16,2766,0,15th of April 2017,1
1778,2309767,Mirage,FIVE,HegemonyPerson,2,16,2766,0,15th of April 2017,2
1779,2309722,Cobblestone,EMP,TYLOO,13,16,2766,0,14th of April 2017,1
1780,2309722,Cache,EMP,TYLOO,1,16,2766,0,14th of April 2017,2
1781,2309721,Inferno,Born Of Fire,LGD,16,6,2766,0,14th of April 2017,1
1782,2309721,Mirage,Born Of Fire,LGD,16,4,2766,0,14th of April 2017,2
1783,2309720,Cache,UYA,EMP,16,9,2766,0,14th of April 2017,1
1784,2309720,Cobblestone,UYA,EMP,16,11,2766,0,14th of April 2017,2
1785,2309553,Cobblestone,LGD,ZDM,11,16,2766,0,13th of April 2017,1
1786,2309553,Cache,LGD,ZDM,13,16,2766,0,13th of April 2017,2
1787,2309552,Mirage,EMP,FIVE,9,16,2766,0,13th of April 2017,1
1788,2309552,Cobblestone,EMP,FIVE,16,11,2766,0,13th of April 2017,2
1789,2309551,Overpass,New4,ZDM,8,16,2766,0,13th of April 2017,1
1790,2309551,Inferno,New4,ZDM,16,6,2766,0,13th of April 2017,2
1791,2309543,Cache,FIVE,New4,4,16,2766,0,12th of April 2017,1
1792,2309543,Train,FIVE,New4,2,16,2766,0,12th of April 2017,2
1793,2309542,Cobblestone,EMP,LGD,7,16,2766,0,12th of April 2017,1
1794,2309542,Cache,EMP,LGD,11,16,2766,0,12th of April 2017,2
1795,2309541,Mirage,Born Of Fire,HegemonyPerson,16,8,2766,0,12th of April 2017,1
1796,2309541,Train,Born Of Fire,HegemonyPerson,16,7,2766,0,12th of April 2017,2
1797,2309504,Train,LGD,New4,10,16,2766,0,11th of April 2017,1
1798,2309504,Nuke,LGD,New4,11,16,2766,0,11th of April 2017,2
1799,2309503,Inferno,EMP,HegemonyPerson,7,16,2766,0,11th of April 2017,1
1800,2309503,Mirage,EMP,HegemonyPerson,16,6,2766,0,11th of April 2017,2
1801,2309502,Cobblestone,Born Of Fire,FIVE,16,8,2766,0,11th of April 2017,1
1802,2309502,Train,Born Of Fire,FIVE,16,4,2766,0,11th of April 2017,2
1803,2309483,Cache,LGD,HegemonyPerson,16,10,2766,0,10th of April 2017,1
1804,2309483,Train,LGD,HegemonyPerson,16,14,2766,0,10th of April 2017,2
1805,2309482,Mirage,Born Of Fire,EMP,16,14,2766,0,10th of April 2017,1
