,event,code,prizepool,date,location,nteams
128,copenhagen-games-2017-byoc-qualifier,2675,8 spots for the Main tournament,Apr 13th,"Copenhagen, Denmark",76
129,headshot-cup-1,2781,"$2,500",Apr 8th,Online,8
130,esl-australia-nz-championship-season-3,2674,TBA,Feb 26th,Australia,8
131,danish-championship-2017,2800,"$21,400",Apr 12th 2017,"Copenhagen, Denmark",6
132,esea-mdl-season-24-australia,2748,"$5,000",Apr 4th,,8
133,esea-open-season-24-brazil,2750,"$2,475",Apr 6th,,8
134,yoggi-yalla-cup-2017-qualifier-3,2784,"$1,395",Apr 10th 2017,Online,4
135,cybergamer-intermediate-season-10-finals,2775,"$1,970",Apr 9th,,4
136,brasil-game-cup-rio-2017,2783,"$8,000",Apr 9th 2017,Rio de Janeiro,2
137,streamme-gauntlet-cis-vs-eu-3,2767,"$1,500",Apr 5th,Online (EU & CIS),8
138,sl-i-league-starseries-season-3-finals,2683,"$300,000",Apr 4th,"Kiev, Ukraine",16
139,esea-mdl-season-24-north-america,2673,"$2,500",Jan 31st,,24
140,acer-cybergamer-premier-league-autumn-2017-finals,2765,"$7,665",Apr 8th 2017,Adelaide,4
141,arab-gaming-championship-2017-winter-open,2768,"$8,165",Apr 5th,,8
142,israel-gamein-championship,2776,"$2,737",Apr 6th 2017,"Tel Aviv, Israel",4
143,dust2dk-eoddset-masters-8,2771,"$1,435",Apr 4th,Online,8
144,operation-kinguin-4,2769,"$5,000",Apr 3rd,Online,8
145,liga-pro-alienware-gamersclub-mar-17,2760,"$1,600",Mar 28th,Online,8
146,yoggi-yalla-cup-2017-qualifier-2,2770,"$1,395",Apr 3rd 2017,Online,4
147,european-master-series-1,2700,"$3,000",Apr 1st,Online,8
148,binary-dragons-csgopolygon-season-1,2732,"$20,000",Mar 27th,,16
149,hellcase-cup-3,2731,"$10,000",Mar 25th,Online,8
150,dreamhack-open-tours-2017-north-america-closed-qualifier,2746,TBA,Apr 2nd 2017,Online,8
151,dreamhack-open-tours-2017-europe-closed-qualifier,2744,TBA,Apr 2nd 2017,Online,8
152,ibuypower-invitational-spring-2017,2761,"$16,000",Apr 1st,,8
153,uk-masters-spring-2017,2758,"$3,017",Apr 1st,Online,4
154,serbian-first-league-s2-lan-finals,2739,"$1,291",Apr 1st,Belgrade,4
155,mega8-autumn-cup-2017,2762,"$3,847",Mar 31st,Online,8
156,esports-arena-showdown-v,2681,"$3,200",Apr 1st 2017,Santa Ana,4
157,dreamhack-open-tours-2017-north-america-open-qualifier,2745,TBA,Apr 1st 2017,Online,16
158,dreamhack-open-tours-2017-europe-open-qualifier,2743,TBA,Apr 1st 2017,Online,16
159,legend-series-1-finals,2742,"$2,917",Apr 1st 2017,"Siek, Germany",2
160,rog-cool-league-season-1-finals,2764,"$1,793",Apr 1st 2017,"Prague, Czech Republic",2
161,iem-sydney-2017-china-and-mongolia-qualifier,2747,TBA,Mar 25th,,16
162,yoggi-yalla-cup-2017-qualifier-1,2756,"$1,395",Mar 27th 2017,Online,4
163,ecs-season-3-eu-promotion,2726,TBA,Mar 26th,,4
164,dreamhack-open-austin-2017-north-america-closed-qualifier,2738,TBA,Mar 26th 2017,Online,8
165,dreamhack-open-austin-2017-europe-closed-qualifier,2736,TBA,Mar 26th 2017,Online,8
166,iem-sydney-2017-anz-open-qualifier,2754,TBA,Mar 25th,,4
167,fpsthailand-x-steelseries-pro-league-season-1,2740,"$5,200",Mar 25th,,4
168,ecs-season-3-na-promotion,2727,TBA,Mar 25th,,2
169,dreamhack-open-austin-2017-north-america-open-qualifier,2737,TBA,Mar 25th 2017,Online,16
170,dreamhack-open-austin-2017-europe-open-qualifier,2735,TBA,Mar 25th 2017,Online,16
171,hellcase-cup-3-closed-qualifier,2730,TBA,Mar 22nd,,8
172,legend-series-1,2741,"$1,404",Mar 22nd,Online,12
173,acer-cybergamer-premier-league-autumn-2017,2658,TBA,Feb 3rd,Australia,8
174,binary-dragons-cup-5,2733,"$2,200",Mar 19th,,16
175,sl-i-league-season-3-europe-qualifier,2687,TBA,Feb 10th,Online,24
176,sl-i-league-season-3-north-america-qualifier,2688,TBA,Feb 13th,Online,24
177,sp-gaming-tournament-2,2714,$500,Mar 15th,Online,4
178,log-cup-2-2017,2708,"$2,000",Mar 6th,Online,8
179,china-cup-2017,2160,"$99,000",Mar 17th,"Chengde, China",6
180,esl-uk-premiership-spring-2017-finals,2734,"$5,580",Mar 18th 2017,Leicester,2
181,streamme-gauntlet-cis-vs-eu-2,2719,"$1,500",Mar 14th,Online (EU & CIS),8
182,dolphin-cs-shoot-em-up-2,2645,"$1,270",Jan 11th,Online,16
183,razer-rising-stars-european-league-season-1,2254,"$28,000",May 17th 2016,Online,16
184,ecs-season-3-na-development-league,2703,TBA,Feb 28th,Online,8
185,ecs-season-3-eu-development-league,2702,TBA,Feb 28th,Online,8
186,binary-dragons-cup-4,2710,"$2,200",Mar 6th,Online,12
187,lets-play-spring,2718,"$3,695",Mar 11th,"Sofia, Bulgaria",4
188,esports-arena-showdown-iv,2680,"$3,200",Mar 11th 2017,Santa Ana,4
189,esportsarcadetv-cup-2,2717,TBA,Mar 9th,Online,8
190,wpgi-league-season-1-finals,2709,TBA,Mar 10th 2017,,2
191,liga-pro-alienware-gamersclub-feb-17,2712,"$1,600",Mar 7th,Online,8
192,iem-sydney-2017-anz-closed-qualifier,2755,TBA,Mar 31st,,8
193,epsilan-14,2707,"$4,250",Mar 5th 2017,Champagne-au-Mont-d'Or,6
194,iem-katowice-2017,2637,"$250,000",Mar 1st,"Katowice, Poland",12
195,lantrek-2017,2706,"$5,250",Mar 2nd,Tampere,16
196,intel-challenge-katowice-2017,2662,"$30,000",Mar 2nd,"Katowice, Poland",8
197,sl-i-league-season-3-china-qualifier,2660,TBA,Feb 23rd,,16
198,mettlestate-exhibition-match,2704,"$3,815",Mar 1st 2017,,2
199,ecs-season-3-na-development-league-open-qualifier-2,2693,TBA,Feb 26th 2017,Online,16
200,ecs-season-3-eu-development-league-open-qualifier-2,2691,TBA,Feb 26th 2017,Online,16
201,zen-esports-network-league-season-1-last-chance-qualifier,2696,TBA,Feb 24th 2017,Asia,2
202,dust2dk-eoddset-masters-7,2698,"$1,793",Feb 22nd,Online,8
203,streamme-gauntlet-cis-vs-eu,2694,"$1,500",Feb 21st,Online (EU & CIS),8
204,epic20,2695,"$2,948",Feb 19th 2017,Kettering,2
205,ecs-season-3-na-development-league-open-qualifier-1,2692,TBA,Feb 19th 2017,Online,16
206,ecs-season-3-eu-development-league-open-qualifier-1,2690,TBA,Feb 19th 2017,Online,16
207,dreamhack-masters-las-vegas-2017,2541,"$450,000",Feb 15th,"Las Vegas, Nevada, USA",16
208,esl-australia-nz-championship-season-3-closed-qualifier,2676,TBA,Feb 17th,Australia,8
209,binary-dragons-cup-3,2685,"$2,200",Feb 9th,,12
210,hellcase-cup-2,2659,"$10,000",Feb 6th,Online,8
211,cevo-main-season-11-europe,2664,"$10,000",Jan 25th 2017,,4
212,igamecom-winter-invitational,2671,"$10,000",Jan 30th,,6
213,liga-pro-gamersclub-jan-17,2682,$800,Feb 7th,Online,8
214,log-cup-1-2017,2670,"$1,500",Jan 30th,Online,8
215,f5-big-lan-cup,2677,"$1,900",Feb 5th 2017,"Moscow, Russia",3
216,iem-katowice-2017-na-closed-qualifier,2657,TBA,Feb 4th,,4
217,iem-katowice-2017-eu-closed-qualifier,2655,TBA,Feb 4th,,8
218,cevo-main-season-11-north-america,2665,"$10,000",Jan 25th 2017,,4
219,esports-arena-showdown-iii,2678,"$3,200",Feb 4th 2017,Santa Ana,4
220,assembly-winter-2017,2649,"$15,000",Feb 3rd,"Helsinki, Finland",16
221,iem-katowice-2017-eu-open-qualifier-2,2654,TBA,Feb 1st,,16
222,hellcase-cup-2-closed-qualifier,2667,TBA,Jan 30th,Online,8
223,zen-esports-network-league-season-1-east-asia-qualifier,2669,TBA,Jan 30th 2017,East Asia,4
224,dust2dk-masters-2,2666,"$1,793",Jan 27th,Online,8
225,eleague-major-2017,2471,"$1,000,000",Jan 22nd,"Atlanta, Georgia, USA",16
226,the-shootout-season-3,2661,TBA,Jan 21st,South-East Asia,8
227,iem-katowice-2017-na-open-qualifier,2656,TBA,Jan 21st,,8
228,esl-pro-league-season-4-europe-relegation,2643,TBA,Jan 18th 2017,,4
229,esl-pro-league-season-4-north-america-relegation,2644,TBA,Jan 17th,,4
230,iem-katowice-2017-eu-open-qualifier-1,2653,TBA,Jan 16th,Online,16
231,fragadelphia-10,2650,"$30,500",Jan 15th 2017,"Philadelphia, Pennsylvania, USA",4
232,dreamhack-masters-las-vegas-2017-north-america-closed-qualifier,2648,TBA,Jan 15th 2017,,16
233,tuddinn-lan-1-2017,2651,"$3,080",Jan 15th 2017,Reykjavík,2
234,dreamhack-astro-open-leipzig-2017,2566,"$100,000",Jan 13th,"Leipzig, Germany",8
235,wesg-2016-world-finals,2564,"$1,500,000",Jan 12th,"Changzhou, China",24
236,zen-esports-network-league-season-1-anz-offline-qualifier,2627,TBA,Jan 13th 2017,"Sydney, Australia",4
237,liga-pro-gamersclub-dec-16,2646,$800,Jan 9th,Online,8
238,acer-cybergamer-premier-league-autumn-2017-ffyi-qualifier,2647,TBA,Jan 11th 2017,Australia,8
239,starrygame-cis,2609,$800,Jan 8th,Online,8
240,dreamhack-masters-las-vegas-2017-europe-closed-qualifier,2633,TBA,Jan 9th 2017,,16
241,esea-season-23-mdl-global-challenge,2538,"$50,000",Jan 6th,"Burbank, California, USA",8
242,asus-rog-community-challenge-grand-finals-2017,2642,TBA,Jan 5th,"Stockholm, Sweden",8
243,esea-mdl-season-23-north-america-finals,2640,TBA,Jan 5th 2017,"Burbank, California, USA",2
244,esea-mdl-season-23-europe-finals,2634,TBA,Jan 5th 2017,"Burbank, California, USA",2
245,hellcase-cup-1,2629,"$3,000",Dec 22nd,,8
246,the-masters-2017-amateurs,2631,"$5,035",Dec 22nd,,8
247,hltv-xmas-cup-2016,2630,$783,Dec 21st 2016,Online,4
248,esl-major-winter-2016-spain,2626,"$4,180",Dec 20th 2016,Madrid,4
249,lvp-season-11-division-de-honor-finals,2611,"$8,590",Dec 18th 2016,Madrid,4
250,rog-finals-11,2624,"$1,925",Dec 17th,"Svitavy, Czech Republic",4
251,china-top-2016,2613,"$145,421",Dec 16th,"Shenzhen, China",4
252,dust2dk-masters-1,2623,"$1,788",Dec 15th,Online,8
253,eleague-major-main-qualifier,2472,8 spots for the ELEAGUE Major,Dec 15th,"Atlanta, Georgia, USA",16
254,zen-esports-network-league-season-1-anz-open-qualifier,2625,TBA,Dec 15th,Australia,9
255,liga-pro-gamersclub-nov-16,2622,$800,Dec 12th,Online,8
256,99damage-league-season-4,2617,"$10,535",Dec 12th,Online,4
257,global-offensive-champions-league-season-5,2596,"$5,000",Nov 28th,Online,16
258,game-smash-uruguay-2016,2621,$275,Dec 11th 2016,Montevideo,2
259,interlan-vol-6,2620,"$2,640",Dec 11th 2016,"Viljandi, Estonia",4
260,esl-national-championship-france-winter-2016,2618,"$10,535",Dec 11th 2016,"Paris, France",4
261,adriamasters-by-pvprocom-finals,2612,"$1,610",Dec 10th,"Belgrade, Serbia",8
262,wca-2016-finals,2599,"$195,500",Dec 9th,"Yinchuan, China",10
263,ecs-season-2-finals,2367,"$660,000",Dec 9th,"Anaheim, California, USA",8
264,brekan-latam-north-league-1,2616,$110,Dec 8th,Online,4
265,cybergamer-intermediate-season-9-finals,2615,"$1,890",Dec 10th 2016,,4
266,dreamhack-masters-las-vegas-2017-europe-open-qualifier,2619,TBA,Dec 10th 2016,Online,16
267,alientech-csgo-league-season-ii-finals,2610,"$5,380",Dec 8th,"Porto, Portugal",4
268,uk-masters-season-2-finals,2593,"$14,000",Dec 9th 2016,"Birmingham, England",2
269,esportsarcadetv-cup,2608,"$5,000",Dec 6th,Online,8
270,adriamasters-by-pvprocom-online-qualifier,2607,TBA,Dec 4th 2016,Online,8
271,dreamhack-masters-las-vegas-2017-asia-closed-qualifier,2589,TBA,Dec 3rd,,8
272,americas-minor-eleague-major-2017,2555,$0,Dec 3rd,"Atlanta, Georgia, USA",4
273,uk-masters-season-2,2592,"$4,250",Dec 3rd,Online,4
274,vitalbet-balkan-pro-league-finals,2547,"$5,000",Dec 3rd,"Sofia, Bulgaria",4
275,xlg-uol-super-cup,2605,TBA,Dec 1st,São Paulo,4
276,sp-gaming-tournament-1,2602,$300,Nov 28th,,4
277,esea-mdl-season-23-north-america,2578,"$5,000",Nov 17th,,8
278,eleague-season-2,2407,"$1,100,000",Oct 21st,"Atlanta, Georgia, USA",16
279,ecs-season-2-europe,2495,TBA,Oct 9th 2016,Online,10
280,esl-benelux-winter-championship-2016-finals,2477,"$5,800",Nov 26th,"Amsterdam, Netherlands",4
281,esu-razer-csgo-ladies-tournament-2016,2598,"$4,250",Nov 24th,Elmia,6
282,igl-2016-grand-final,2559,"$100,621",Nov 20th,,8
283,dreamhack-zowie-open-winter-2016-byoc,2603,"$2,705",Nov 26th 2016,"Jönköping, Sweden",2
284,esl-southeast-europe-championship-season-4-finals,2601,"$3,700",Nov 26th 2016,"Belgrade, Serbia",4
285,esl-meisterschaft-winter-2016-finals,2511,"$14,950",Nov 26th 2016,"Duisburg, Germany",4
286,dreamhack-zowie-open-winter-2016,2110,"$100,000",Nov 24th,"Jönköping, Sweden",8
287,cybergamer-pro-league-season-9,2536,TBA,Oct 23rd,,12
288,quickshot-arena-31,2600,"$1,500",Nov 23rd,Online,8
289,vitalbet-balkan-pro-league,2546,TBA,Nov 1st 2016,Online,8
290,dreamhack-nordic-championship-2016,2561,"$8,457",Nov 24th 2016,"Jönköping, Sweden",2
291,esea-open-season-23-brazil,2584,"$2,000",Nov 17th,,8
292,esea-open-season-23-asia,2581,"$2,000",Nov 17th,,11
293,esea-mdl-season-23-oceania,2580,"$5,000",Nov 17th,,8
294,ecs-season-2-north-america,2494,TBA,Oct 6th 2016,Online,10
295,esea-open-season-23-south-africa,2583,"$1,495",Nov 17th,,8
296,copa-go4gold-1,2539,"$16,900",Oct 25th,,4
297,betway-wca-2016-eu-main-qualifier,2380,"$33,175",Aug 19th 2016,,16
298,dust2dk-eoddset-4,2576,"$1,800",Nov 18th,,8
