,matchcode,map,team1,team2,score1,score2,eventcode,stars,date,mapnumber
1258,2315543,Cache,Beacon,Ghost Academy,16,13,3048,0,11th of October 2017,1
1259,2315833,Inferno,Mostly Harmless,LFAO,13,16,3048,0,11th of October 2017,1
1260,2315542,Train,GX,Torqued,19,22,3048,0,11th of October 2017,1
1261,2315770,Mirage,Gorilla Core,Iceberg,12,16,3048,0,11th of October 2017,1
1262,2315486,Inferno,Weekend Warriors,ex-Denial,8,16,3048,0,6th of October 2017,1
1263,2315560,Inferno,Naventic,Adaptation,1,16,3048,0,6th of October 2017,1
1264,2315561,Cobblestone,Ghost Academy,Bushido Boyz,16,9,3048,0,6th of October 2017,1
1265,2315484,Inferno,Rise Nation,GX,6,16,3048,0,6th of October 2017,1
1266,2315559,Cobblestone,Muffin Lightning,CheckSix,16,2,3048,0,6th of October 2017,1
1267,2315483,Cache,CheckSix,Torqued,16,19,3048,0,6th of October 2017,1
1268,2315481,Cache,Torqued,Gale Force,8,16,3048,0,5th of October 2017,1
1269,2315480,Cobblestone,Mythic,subtLe,16,5,3048,0,5th of October 2017,1
1270,2315557,Nuke,SoaR,Muffin Lightning,16,3,3048,0,5th of October 2017,1
1271,2315482,Nuke,Rise Nation,Bushido Boyz,16,10,3048,0,5th of October 2017,1
1272,2315558,Mirage,ex-Morior Invictus,Iceberg,16,8,3048,0,5th of October 2017,1
1273,2315478,Overpass,LFAO,ex-Denial,8,16,3048,0,5th of October 2017,1
1274,2315477,Inferno,Beacon,Good People,16,14,3048,0,4th of October 2017,1
1275,2315576,Mirage,subtLe,Naventic,16,12,3048,0,4th of October 2017,1
1276,2315556,Inferno,CLG Academy,Gorilla Core,16,5,3048,0,4th of October 2017,1
1277,2315592,Inferno,Gale Force,Ghost Academy,16,9,3048,0,4th of October 2017,1
1278,2315476,Mirage,GX,Mostly Harmless,16,14,3048,0,4th of October 2017,1
1279,2315555,Mirage,Adaptation,Beacon,10,16,3048,0,4th of October 2017,1
1280,2315261,Overpass,ex-Morior Invictus,Gale Force,9,16,3048,0,4th of October 2017,1
1281,2315267,Inferno,Gale Force,Weekend Warriors,16,8,3048,0,3rd of October 2017,1
1282,2315523,Inferno,Good People,CLG Academy,5,16,3048,0,3rd of October 2017,1
1283,2315393,Cache,Weekend Warriors,Torqued,10,16,3048,0,2nd of October 2017,1
1284,2315327,Cobblestone,SoaR,CLG Academy,16,11,3048,0,2nd of October 2017,1
1285,2315330,Inferno,GX,LFAO,19,17,3048,0,29th of September 2017,1
1286,2315331,Mirage,Gorilla Core,subtLe,10,16,3048,0,29th of September 2017,1
1287,2315398,Cache,Ghost Academy,Mythic,11,16,3048,0,29th of September 2017,1
1288,2315329,Cache,Beacon,Muffin Lightning,16,5,3048,0,29th of September 2017,1
1289,2315356,Mirage,Iceberg,Rise Nation,10,16,3048,0,29th of September 2017,1
1290,2315392,Cobblestone,subtLe,Good People,19,17,3048,0,29th of September 2017,1
1291,2315355,Nuke,ex-Denial,Mostly Harmless,16,6,3048,0,29th of September 2017,1
1292,2315328,Cache,CheckSix,Ghost Academy,11,16,3048,0,29th of September 2017,1
1293,2315326,Mirage,Adaptation,Gorilla Core,16,8,3048,0,29th of September 2017,1
1294,2315266,Cobblestone,Mostly Harmless,Mythic,6,16,3048,0,28th of September 2017,1
1295,2315357,Mirage,Bushido Boyz,CheckSix,16,13,3048,0,28th of September 2017,1
1296,2315265,Mirage,Muffin Lightning,GX,13,16,3048,0,28th of September 2017,1
1297,2315264,Mirage,CLG Academy,FRENCH CANADIANS,10,16,3048,0,28th of September 2017,1
1298,2315263,Nuke,Bushido Boyz,Beacon,14,16,3048,0,28th of September 2017,1
1299,2315260,Mirage,Naventic,Rise Nation,19,17,3048,0,27th of September 2017,1
1300,2315259,Train,Good People,Iceberg,16,9,3048,0,27th of September 2017,1
1301,2315305,Mirage,LFAO,ex-Morior Invictus,13,16,3048,0,27th of September 2017,1
1302,2315258,Inferno,ex-Denial,Adaptation,16,4,3048,0,27th of September 2017,1
1303,2315257,Inferno,Torqued,SoaR,16,10,3048,0,27th of September 2017,1
1304,2317152,Cobblestone,BIG,Natus Vincere,16,12,3122,2,15th of November 2017,1
1305,2317152,Overpass,BIG,Natus Vincere,15,19,3122,2,15th of November 2017,2
1306,2317152,Train,BIG,Natus Vincere,16,13,3122,2,15th of November 2017,3
1307,2317136,Nuke,Gambit,Heroic,7,16,3122,2,11th of November 2017,1
1308,2317136,Mirage,Gambit,Heroic,16,14,3122,2,11th of November 2017,2
1309,2317136,Train,Gambit,Heroic,11,16,3122,2,11th of November 2017,3
1310,2316785,Nuke,Natus Vincere,Heroic,2,16,3122,2,10th of November 2017,1
1311,2316785,Train,Natus Vincere,Heroic,12,16,3122,2,10th of November 2017,2
1312,2316641,Cobblestone,Natus Vincere,Space Soldiers,16,14,3122,2,1st of November 2017,1
1313,2316641,Train,Natus Vincere,Space Soldiers,9,16,3122,2,1st of November 2017,2
1314,2316641,Overpass,Natus Vincere,Space Soldiers,19,17,3122,2,1st of November 2017,3
1315,2316070,Cache,Gambit,BIG,16,10,3122,2,18th of October 2017,1
1316,2316070,Train,Gambit,BIG,16,8,3122,2,18th of October 2017,2
1317,2316069,Mirage,Heroic,AGO,16,2,3122,1,18th of October 2017,1
1318,2316069,Inferno,Heroic,AGO,16,11,3122,1,18th of October 2017,2
1319,2315982,Train,BIG,FlipSid3,7,16,3122,1,16th of October 2017,1
1320,2315982,Cache,BIG,FlipSid3,16,8,3122,1,16th of October 2017,2
1321,2315982,Overpass,BIG,FlipSid3,16,1,3122,1,16th of October 2017,3
1322,2315981,Mirage,Gambit,Japaleno,16,10,3122,1,16th of October 2017,1
1323,2315981,Train,Gambit,Japaleno,16,6,3122,1,16th of October 2017,2
1324,2315861,Train,Vega Squadron,AGO,4,16,3122,1,12th of October 2017,1
1325,2315861,Inferno,Vega Squadron,AGO,16,10,3122,1,12th of October 2017,2
1326,2315861,Cache,Vega Squadron,AGO,10,16,3122,1,12th of October 2017,3
1327,2315646,Cache,HAVU,Space Soldiers,16,8,3122,1,11th of October 2017,1
1328,2315646,Inferno,HAVU,Space Soldiers,5,16,3122,1,11th of October 2017,2
1329,2315646,Train,HAVU,Space Soldiers,2,16,3122,1,11th of October 2017,3
1330,2315828,Inferno,AGO,Dignitas,16,8,3122,0,11th of October 2017,1
1331,2315828,Train,AGO,Dignitas,16,14,3122,0,11th of October 2017,2
1332,2315782,Overpass,Vega Squadron,AGO,16,7,3122,1,10th of October 2017,1
1333,2315782,Mirage,Vega Squadron,AGO,16,8,3122,1,10th of October 2017,2
1334,2315781,Mirage,LDLC,Dignitas,10,16,3122,0,10th of October 2017,1
1335,2315781,Overpass,LDLC,Dignitas,13,16,3122,0,10th of October 2017,2
1336,2315509,Mirage,LDLC,AGO,9,16,3122,1,9th of October 2017,1
1337,2315509,Cache,LDLC,AGO,19,22,3122,1,9th of October 2017,2
1338,2315720,Mirage,Dignitas,Vega Squadron,0,16,3122,0,9th of October 2017,1
1339,2315720,Train,Dignitas,Vega Squadron,16,11,3122,0,9th of October 2017,2
1340,2315720,Inferno,Dignitas,Vega Squadron,1,16,3122,0,9th of October 2017,3
1341,2315397,Mirage,Seed,Japaleno,7,16,3122,0,5th of October 2017,1
1342,2315397,Cobblestone,Seed,Japaleno,8,16,3122,0,5th of October 2017,2
1343,2315645,Mirage,Space Soldiers,Kinguin,16,14,3122,1,5th of October 2017,1
1344,2315645,Cache,Space Soldiers,Kinguin,13,16,3122,1,5th of October 2017,2
1345,2315645,Train,Space Soldiers,Kinguin,16,5,3122,1,5th of October 2017,3
1346,2315582,Overpass,AVANGAR,Kinguin,13,16,3122,0,4th of October 2017,1
1347,2315582,Cache,AVANGAR,Kinguin,9,16,3122,0,4th of October 2017,2
1348,2315581,Inferno,Space Soldiers,HAVU,16,11,3122,1,4th of October 2017,1
1349,2315581,Cache,Space Soldiers,HAVU,5,16,3122,1,4th of October 2017,2
1350,2315581,Overpass,Space Soldiers,HAVU,9,16,3122,1,4th of October 2017,3
1351,2315298,Train,Space Soldiers,AVANGAR,16,6,3122,1,3rd of October 2017,1
1352,2315298,Cobblestone,Space Soldiers,AVANGAR,11,16,3122,1,3rd of October 2017,2
1353,2315298,Cache,Space Soldiers,AVANGAR,16,13,3122,1,3rd of October 2017,3
1354,2315297,Train,Kinguin,HAVU,13,16,3122,0,2nd of October 2017,1
1355,2315297,Mirage,Kinguin,HAVU,16,7,3122,0,2nd of October 2017,2
1356,2315297,Overpass,Kinguin,HAVU,11,16,3122,0,2nd of October 2017,3
1357,2315453,Nuke,Tricked,FlipSid3,13,16,3122,0,1st of October 2017,1
1358,2315453,Overpass,Tricked,FlipSid3,7,16,3122,0,1st of October 2017,2
1359,2315421,Inferno,FlipSid3,AWTR,12,16,3122,0,1st of October 2017,1
1360,2315421,Train,FlipSid3,AWTR,16,13,3122,0,1st of October 2017,2
1361,2315396,Nuke,FlipSid3,Tricked,25,22,3122,0,29th of September 2017,1
1362,2315396,Overpass,FlipSid3,Tricked,5,16,3122,0,29th of September 2017,2
1363,2315396,Train,FlipSid3,Tricked,9,16,3122,0,29th of September 2017,3
1364,2315395,Mirage,AWTR,GODSENT,16,8,3122,0,29th of September 2017,1
1365,2315395,Inferno,AWTR,GODSENT,16,5,3122,0,29th of September 2017,2
1366,2315296,Inferno,FlipSid3,AWTR,7,16,3122,0,28th of September 2017,1
1367,2315296,Overpass,FlipSid3,AWTR,16,5,3122,0,28th of September 2017,2
1368,2315296,Train,FlipSid3,AWTR,16,13,3122,0,28th of September 2017,3
1369,2315295,Cobblestone,GODSENT,Tricked,5,16,3122,0,28th of September 2017,1
1370,2315295,Mirage,GODSENT,Tricked,8,16,3122,0,28th of September 2017,2
1371,2315304,Mirage,HellRaisers,Japaleno,7,16,3122,1,27th of September 2017,1
1372,2315304,Overpass,HellRaisers,Japaleno,16,5,3122,1,27th of September 2017,2
1373,2315304,Cobblestone,HellRaisers,Japaleno,10,16,3122,1,27th of September 2017,3
1374,2315272,Cobblestone,Seed,HellRaisers,16,14,3122,1,26th of September 2017,1
1375,2315272,Inferno,Seed,HellRaisers,19,15,3122,1,26th of September 2017,2
1376,2315271,Mirage,Singularity,Japaleno,14,16,3122,0,26th of September 2017,1
1377,2315271,Train,Singularity,Japaleno,11,16,3122,0,26th of September 2017,2
1378,2315215,Mirage,Seed,Japaleno,16,9,3122,0,25th of September 2017,1
1379,2315215,Cobblestone,Seed,Japaleno,16,9,3122,0,25th of September 2017,2
1380,2315214,Inferno,HellRaisers,Singularity,16,8,3122,1,25th of September 2017,1
1381,2315214,Cache,HellRaisers,Singularity,16,11,3122,1,25th of September 2017,2
1382,2317094,Mirage,rTE,SCARZ Absolute,8,16,3185,0,10th of November 2017,1
1383,2317092,Train,ViCi,SCARZ Absolute,16,2,3185,0,10th of November 2017,1
1384,2317093,Mirage,5POWER,rTE,16,0,3185,0,10th of November 2017,1
1385,2314887,Train,ViCi,TheMongolz,16,3,3185,0,17th of September 2017,1
1386,2314886,Train,WG,TheMongolz,9,16,3185,0,17th of September 2017,1
1387,2314885,Cache,5POWER,Flash,1,16,3185,0,17th of September 2017,1
1388,2314884,Inferno,5POWER,WG,17,19,3185,0,17th of September 2017,1
1389,2314883,Mirage,ViCi,rTE,16,6,3185,0,17th of September 2017,1
1390,2314882,Cache,rTE,Flash,5,16,3185,0,17th of September 2017,1
1391,2314862,Train,TheMongolz,Flash,8,16,3185,0,16th of September 2017,1
1392,2314863,Mirage,ViCi,Flash,16,10,3185,0,16th of September 2017,1
1393,2314861,Inferno,rTE,TheMongolz,8,16,3185,0,16th of September 2017,1
1394,2314860,Inferno,5POWER,Aerowolf,16,11,3185,0,16th of September 2017,1
1395,2314859,Cobblestone,5POWER,ViCi,3,16,3185,0,16th of September 2017,1
1396,2314858,Train,WG,Flash,1,16,3185,0,16th of September 2017,1
1397,2314857,Cache,ViCi,Aerowolf,6,16,3185,0,15th of September 2017,1
1398,2314856,Inferno,WG,Aerowolf,8,16,3185,0,15th of September 2017,1
1399,2314855,Cache,WG,rTE,14,16,3185,0,15th of September 2017,1
1400,2314854,Inferno,ViCi,WG,16,6,3185,0,15th of September 2017,1
1401,2317244,Train,Ghost,Rise Nation,10,16,3274,0,13th of November 2017,1
1402,2317244,Nuke,Ghost,Rise Nation,4,16,3274,0,13th of November 2017,2
1403,2317243,Mirage,compLexity,Rise Nation,12,16,3274,0,13th of November 2017,1
1404,2317243,Train,compLexity,Rise Nation,16,6,3274,0,13th of November 2017,2
1405,2317243,Inferno,compLexity,Rise Nation,14,16,3274,0,13th of November 2017,3
1406,2317242,Cobblestone,Ghost,GX,16,13,3274,0,13th of November 2017,1
1407,2317241,Cache,Luminosity,GX,9,16,3274,0,12th of November 2017,1
1408,2317241,Train,Luminosity,GX,16,9,3274,0,12th of November 2017,2
1409,2317241,Inferno,Luminosity,GX,14,16,3274,0,12th of November 2017,3
1410,2317239,Mirage,Rise Nation,Rogue,7,16,3274,0,12th of November 2017,1
1411,2317239,Inferno,Rise Nation,Rogue,16,10,3274,0,12th of November 2017,2
1412,2317239,Train,Rise Nation,Rogue,16,11,3274,0,12th of November 2017,3
1413,2317238,Train,Ghost,CLG Green,9,16,3274,0,12th of November 2017,1
1414,2317238,Cobblestone,Ghost,CLG Green,16,6,3274,0,12th of November 2017,2
1415,2317238,Inferno,Ghost,CLG Green,16,9,3274,0,12th of November 2017,3
1416,2317240,Train,Swole Patrol,compLexity,8,16,3274,0,12th of November 2017,1
1417,2317240,Inferno,Swole Patrol,compLexity,7,16,3274,0,12th of November 2017,2
1418,2317191,Train,GX,Tempo Storm,14,16,3274,0,12th of November 2017,1
1419,2317191,Cobblestone,GX,Tempo Storm,16,11,3274,0,12th of November 2017,2
1420,2317191,Inferno,GX,Tempo Storm,16,4,3274,0,12th of November 2017,3
1421,2317193,Inferno,CLG Green,Splyce,16,13,3274,0,12th of November 2017,1
1422,2317193,Train,CLG Green,Splyce,16,12,3274,0,12th of November 2017,2
1423,2317195,Inferno,Bushido Boyz,Rogue,9,16,3274,0,12th of November 2017,1
1424,2317195,Mirage,Bushido Boyz,Rogue,4,16,3274,0,12th of November 2017,2
1425,2317196,Overpass,FRENCH CANADIANS,Swole Patrol,11,16,3274,0,12th of November 2017,1
1426,2317196,Cache,FRENCH CANADIANS,Swole Patrol,9,16,3274,0,12th of November 2017,2
1427,2317194,Overpass,Rise Nation,The Fundamentals,16,9,3274,0,12th of November 2017,1
1428,2317194,Inferno,Rise Nation,The Fundamentals,16,13,3274,0,12th of November 2017,2
1429,2317192,Mirage,Ghost,Miami Flamingos,16,8,3274,0,12th of November 2017,1
1430,2317192,Cobblestone,Ghost,Miami Flamingos,16,14,3274,0,12th of November 2017,2
1431,2317190,Cobblestone,Luminosity,The Legacy of JeNume,16,4,3274,0,12th of November 2017,1
1432,2317190,Train,Luminosity,The Legacy of JeNume,16,13,3274,0,12th of November 2017,2
1433,2317197,Overpass,Glockoma,compLexity,7,16,3274,0,12th of November 2017,1
1434,2317197,Inferno,Glockoma,compLexity,6,16,3274,0,12th of November 2017,2
1435,2317237,Cobblestone,Space Soldiers,North Academy,15,19,3272,1,12th of November 2017,1
1436,2317237,Train,Space Soldiers,North Academy,14,16,3272,1,12th of November 2017,2
1437,2317235,Overpass,North Academy,AGO,7,16,3272,0,12th of November 2017,1
1438,2317235,Train,North Academy,AGO,16,7,3272,0,12th of November 2017,2
1439,2317235,Cache,North Academy,AGO,16,8,3272,0,12th of November 2017,3
1440,2317236,Cache,MANS NOT HOT,Space Soldiers,13,16,3272,1,12th of November 2017,1
1441,2317236,Overpass,MANS NOT HOT,Space Soldiers,13,16,3272,1,12th of November 2017,2
1442,2317221,Overpass,AGO,HellRaisers,16,11,3272,1,12th of November 2017,1
1443,2317221,Cache,AGO,HellRaisers,5,16,3272,1,12th of November 2017,2
1444,2317221,Cobblestone,AGO,HellRaisers,16,3,3272,1,12th of November 2017,3
1445,2317220,Mirage,Space Soldiers,Seed,16,9,3272,1,12th of November 2017,1
1446,2317220,Cobblestone,Space Soldiers,Seed,22,20,3272,1,12th of November 2017,2
1447,2317223,Mirage,SJ,MANS NOT HOT,17,19,3272,0,12th of November 2017,1
1448,2317223,Inferno,SJ,MANS NOT HOT,13,16,3272,0,12th of November 2017,2
1449,2317222,Overpass,LDLC,North Academy,2,16,3272,0,12th of November 2017,1
1450,2317222,Cobblestone,LDLC,North Academy,14,16,3272,0,12th of November 2017,2
1451,2317184,Cache,Vega Squadron,MANS NOT HOT,15,19,3272,0,12th of November 2017,1
1452,2317184,Mirage,Vega Squadron,MANS NOT HOT,5,16,3272,0,12th of November 2017,2
1453,2317182,Overpass,aAa,Seed,14,16,3272,0,12th of November 2017,1
1454,2317182,Train,aAa,Seed,13,16,3272,0,12th of November 2017,2
1455,2317183,Inferno,FlipSid3,SJ,6,16,3272,0,12th of November 2017,1
1456,2317183,Train,FlipSid3,SJ,12,16,3272,0,12th of November 2017,2
1457,2317187,Overpass,Kinguin,North Academy,8,16,3272,0,12th of November 2017,1
1458,2317187,Cobblestone,Kinguin,North Academy,5,16,3272,0,12th of November 2017,2
1459,2317186,Mirage,HellRaisers,Red Reserve,16,7,3272,0,12th of November 2017,1
1460,2317186,Overpass,HellRaisers,Red Reserve,16,5,3272,0,12th of November 2017,2
1461,2317188,Mirage,LDLC,Royal Bandits,16,9,3272,0,12th of November 2017,1
1462,2317188,Nuke,LDLC,Royal Bandits,16,4,3272,0,12th of November 2017,2
1463,2317185,Cobblestone,AGO,ARES,16,2,3272,0,12th of November 2017,1
1464,2317185,Train,AGO,ARES,16,7,3272,0,12th of November 2017,2
1465,2317181,Inferno,Space Soldiers,BBSP,16,8,3272,1,12th of November 2017,1
1466,2317181,Cobblestone,Space Soldiers,BBSP,16,4,3272,1,12th of November 2017,2
1467,2317124,Mirage,Renegades,Cloud9,6,16,3165,2,13th of November 2017,1
1468,2317124,Train,Renegades,Cloud9,16,19,3165,2,13th of November 2017,2
1469,2317123,Inferno,Liquid,Cloud9,16,3,3165,3,12th of November 2017,1
1470,2317123,Overpass,Liquid,Cloud9,5,16,3165,3,12th of November 2017,2
1471,2317123,Cobblestone,Liquid,Cloud9,11,16,3165,3,12th of November 2017,3
1472,2317122,Cache,Renegades,OpTic,16,7,3165,1,12th of November 2017,1
1473,2317122,Overpass,Renegades,OpTic,16,7,3165,1,12th of November 2017,2
1474,2317121,Overpass,Misfits,OpTic,10,16,3165,1,12th of November 2017,1
1475,2317120,Mirage,NRG,Cloud9,9,16,3165,1,12th of November 2017,1
1476,2317119,Mirage,OpTic,Liquid,9,16,3165,1,12th of November 2017,1
1477,2317118,Mirage,Renegades,Cloud9,16,14,3165,2,12th of November 2017,1
1478,2317117,Cache,CLG,Misfits,7,16,3165,1,12th of November 2017,1
1479,2317116,Train,Luminosity,NRG,17,19,3165,1,12th of November 2017,1
1480,2317114,Cache,Liquid,Misfits,19,17,3165,1,11th of November 2017,1
1481,2317113,Mirage,Cloud9,NRG,16,5,3165,1,11th of November 2017,1
1482,2317112,Train,CLG,OpTic,13,16,3165,1,11th of November 2017,1
1483,2317111,Cache,Renegades,Luminosity,16,8,3165,1,11th of November 2017,1
1484,2314804,Inferno,Rogue,Luminosity,11,16,2867,0,12th of November 2017,1
1485,2314801,Cobblestone,compLexity,Ghost,10,16,2867,0,12th of November 2017,1
1486,2314802,Train,Renegades,Liquid,12,16,2867,2,12th of November 2017,1
1487,2314805,Cache,CLG,Splyce,4,16,2867,1,12th of November 2017,1
1488,2314800,Train,Cloud9,Misfits,16,11,2867,1,12th of November 2017,1
1489,2314803,Overpass,Immortals,NRG,4,16,2867,0,12th of November 2017,1
1490,2314798,Train,Splyce,CLG,16,14,2867,1,12th of November 2017,1
1491,2314797,Cache,Luminosity,Rogue,19,15,2867,0,12th of November 2017,1
1492,2314793,Cache,Misfits,Cloud9,16,13,2867,1,12th of November 2017,1
1493,2314794,Train,Ghost,compLexity,11,16,2867,0,12th of November 2017,1
1494,2314795,Cobblestone,Liquid,Renegades,4,16,2867,2,12th of November 2017,1
1495,2314796,Inferno,NRG,Immortals,16,0,2867,0,12th of November 2017,1
1496,2314792,Inferno,OpTic,Cloud9,16,10,2867,1,11th of November 2017,1
1497,2314791,Mirage,Cloud9,OpTic,9,16,2867,1,11th of November 2017,1
1498,2314790,Train,Luminosity,NRG,5,16,2867,1,11th of November 2017,1
1499,2314397,Mirage,compLexity,Misfits,16,4,2867,0,11th of November 2017,1
1500,2314789,Inferno,NRG,Luminosity,16,2,2867,1,11th of November 2017,1
1501,2314395,Nuke,Misfits,compLexity,16,7,2867,0,11th of November 2017,1
1502,2314788,Mirage,CLG,compLexity,10,16,2867,1,10th of November 2017,1
1503,2314787,Train,compLexity,CLG,16,14,2867,1,10th of November 2017,1
1504,2314786,Cobblestone,Immortals,Splyce,3,16,2867,0,10th of November 2017,1
1505,2314785,Train,Splyce,Immortals,16,5,2867,0,10th of November 2017,1
1506,2314784,Cache,Renegades,Luminosity,14,16,2867,1,9th of November 2017,1
1507,2314783,Train,Luminosity,Renegades,16,8,2867,1,9th of November 2017,1
1508,2314782,Train,Ghost,Misfits,8,16,2867,0,9th of November 2017,1
1509,2314781,Nuke,Misfits,Ghost,16,14,2867,0,9th of November 2017,1
1510,2314780,Mirage,Cloud9,Liquid,13,16,2867,3,8th of November 2017,1
1511,2314779,Cobblestone,Liquid,Cloud9,2,16,2867,3,8th of November 2017,1
1512,2314778,Mirage,Rogue,Renegades,19,16,2867,1,8th of November 2017,1
1513,2313848,Overpass,Misfits,NRG,6,16,2867,1,8th of November 2017,1
1514,2314777,Overpass,Renegades,Rogue,19,16,2867,1,8th of November 2017,1
1515,2313847,Mirage,NRG,Misfits,8,16,2867,1,8th of November 2017,1
1516,2314426,Cache,Cloud9,compLexity,16,14,2867,1,20th of October 2017,1
1517,2314425,Cobblestone,Liquid,Immortals,16,4,2867,1,20th of October 2017,1
1518,2314424,Inferno,compLexity,Cloud9,14,16,2867,1,20th of October 2017,1
1519,2314423,Train,Immortals,Liquid,16,14,2867,1,20th of October 2017,1
1520,2314422,Inferno,Rogue,SK,9,16,2867,1,20th of October 2017,1
1521,2314421,Cache,CLG,OpTic,1,16,2867,1,20th of October 2017,1
1522,2314419,Train,OpTic,CLG,14,16,2867,1,20th of October 2017,1
1523,2314420,Mirage,SK,Rogue,16,9,2867,1,20th of October 2017,1
1524,2314418,Inferno,Rogue,CLG,10,16,2867,1,19th of October 2017,1
1525,2314417,Cobblestone,Renegades,Cloud9,16,11,2867,2,19th of October 2017,1
1526,2314416,Mirage,CLG,Rogue,16,13,2867,1,19th of October 2017,1
1527,2314415,Mirage,Cloud9,Renegades,16,7,2867,2,19th of October 2017,1
1528,2314414,Cobblestone,compLexity,NRG,22,19,2867,0,19th of October 2017,1
1529,2314413,Train,Splyce,Liquid,17,19,2867,1,19th of October 2017,1
1530,2314412,Inferno,NRG,compLexity,13,16,2867,0,19th of October 2017,1
1531,2314411,Inferno,Liquid,Splyce,16,3,2867,1,19th of October 2017,1
1532,2314408,Mirage,Liquid,Misfits,25,22,2867,1,18th of October 2017,1
1533,2314409,Mirage,NRG,Rogue,9,16,2867,0,18th of October 2017,1
1534,2314406,Overpass,Misfits,Liquid,4,16,2867,1,18th of October 2017,1
1535,2314407,Nuke,Rogue,NRG,6,16,2867,0,18th of October 2017,1
1536,2314410,Cache,Luminosity,CLG,25,23,2867,1,18th of October 2017,1
1537,2314405,Cobblestone,SK,Ghost,16,6,2867,1,18th of October 2017,1
1538,2314404,Inferno,Ghost,SK,13,16,2867,1,18th of October 2017,1
1539,2314403,Cobblestone,CLG,Luminosity,16,9,2867,1,18th of October 2017,1
1540,2314401,Mirage,CLG,NRG,16,14,2867,1,9th of October 2017,1
1541,2314402,Cobblestone,Ghost,Renegades,16,14,2867,1,9th of October 2017,1
1542,2314399,Overpass,NRG,CLG,25,23,2867,1,9th of October 2017,1
1543,2314400,Train,Renegades,Ghost,14,16,2867,1,9th of October 2017,1
1544,2314398,Train,Splyce,Luminosity,6,16,2867,0,9th of October 2017,1
1545,2314396,Cache,Luminosity,Splyce,16,4,2867,0,9th of October 2017,1
1546,2314392,Cobblestone,Renegades,SK,13,16,2867,2,8th of October 2017,1
1547,2314394,Mirage,SK,Renegades,16,7,2867,2,8th of October 2017,1
1548,2314393,Train,Cloud9,Luminosity,11,16,2867,1,8th of October 2017,1
1549,2314391,Inferno,Luminosity,Cloud9,2,16,2867,1,8th of October 2017,1
1550,2314390,Overpass,CLG,Ghost,16,4,2867,1,7th of October 2017,1
1551,2314388,Inferno,Ghost,CLG,21,25,2867,1,7th of October 2017,1
1552,2314389,Train,OpTic,Liquid,16,13,2867,1,7th of October 2017,1
1553,2314387,Mirage,Liquid,OpTic,6,16,2867,1,7th of October 2017,1
1554,2314385,Mirage,SK,Misfits,16,6,2867,1,7th of October 2017,1
1555,2314386,Cobblestone,Immortals,compLexity,12,16,2867,0,7th of October 2017,1
1556,2314383,Cache,Misfits,SK,16,12,2867,1,7th of October 2017,1
1557,2314384,Mirage,compLexity,Immortals,9,16,2867,0,7th of October 2017,1
1558,2314382,Train,compLexity,Splyce,3,16,2867,0,6th of October 2017,1
1559,2314381,Cache,SK,NRG,16,11,2867,1,6th of October 2017,1
1560,2314380,Cobblestone,Splyce,compLexity,8,16,2867,0,6th of October 2017,1
1561,2314379,Mirage,NRG,SK,16,9,2867,1,6th of October 2017,1
1562,2314378,Mirage,Rogue,Cloud9,14,16,2867,1,6th of October 2017,1
1563,2314377,Cache,Immortals,Misfits,9,16,2867,0,6th of October 2017,1
1564,2314376,Inferno,Cloud9,Rogue,19,15,2867,1,6th of October 2017,1
1565,2314375,Train,Misfits,Immortals,9,16,2867,0,6th of October 2017,1
1566,2314374,Mirage,Rogue,Liquid,8,16,2867,1,5th of October 2017,1
1567,2314373,Mirage,Cloud9,SK,9,16,2867,3,5th of October 2017,1
1568,2314372,Inferno,Liquid,Rogue,16,8,2867,1,5th of October 2017,1
1569,2314371,Cobblestone,SK,Cloud9,16,11,2867,3,5th of October 2017,1
1570,2314370,Train,Immortals,Ghost,16,6,2867,0,5th of October 2017,1
1571,2314369,Train,OpTic,Luminosity,9,16,2867,1,5th of October 2017,1
1572,2314368,Cobblestone,Ghost,Immortals,8,16,2867,0,5th of October 2017,1
1573,2314367,Inferno,Luminosity,OpTic,5,16,2867,1,5th of October 2017,1
1574,2314366,Cobblestone,Liquid,compLexity,13,16,2867,1,4th of October 2017,1
1575,2314365,Cache,Immortals,OpTic,10,16,2867,0,4th of October 2017,1
1576,2314364,Train,compLexity,Liquid,22,25,2867,1,4th of October 2017,1
1577,2314363,Overpass,OpTic,Immortals,4,16,2867,0,4th of October 2017,1
1578,2314361,Cache,Renegades,Misfits,25,22,2867,1,4th of October 2017,1
1579,2314362,Inferno,SK,Splyce,16,19,2867,1,4th of October 2017,1
1580,2314359,Train,Misfits,Renegades,7,16,2867,1,4th of October 2017,1
1581,2314360,Train,Splyce,SK,0,16,2867,1,4th of October 2017,1
1582,2313878,Mirage,Liquid,Luminosity,16,10,2867,1,29th of September 2017,1
1583,2313880,Inferno,Ghost,Splyce,9,16,2867,0,29th of September 2017,1
1584,2313877,Inferno,Luminosity,Liquid,13,16,2867,1,29th of September 2017,1
1585,2313879,Train,Splyce,Ghost,16,9,2867,0,29th of September 2017,1
1586,2313876,Inferno,Immortals,Rogue,14,16,2867,0,29th of September 2017,1
1587,2313874,Train,OpTic,Renegades,16,14,2867,1,29th of September 2017,1
1588,2313875,Train,Rogue,Immortals,19,17,2867,0,29th of September 2017,1
1589,2313873,Cache,Renegades,OpTic,16,8,2867,1,29th of September 2017,1
