,matchcode,map,team1,team2,score1,score2,eventcode,stars,date,mapnumber
95,2317832,Train,EPG,NOVA,16,6,3400,0,6th of December 2017,3
96,2317890,Inferno,Nemiga,CIS.PRO,16,14,3400,0,6th of December 2017,1
97,2317890,Overpass,Nemiga,CIS.PRO,16,14,3400,0,6th of December 2017,2
98,2317831,Mirage,AVANGAR,eL'quvet,12,16,3400,0,4th of December 2017,1
99,2317831,Inferno,AVANGAR,eL'quvet,16,2,3400,0,4th of December 2017,2
100,2317831,Train,AVANGAR,eL'quvet,16,4,3400,0,4th of December 2017,3
101,2317830,Inferno,pro100,Quantum Bellator Fire,16,3,3400,0,4th of December 2017,1
102,2317830,Overpass,pro100,Quantum Bellator Fire,8,16,3400,0,4th of December 2017,2
103,2317830,Mirage,pro100,Quantum Bellator Fire,16,6,3400,0,4th of December 2017,3
104,2317984,Cobblestone,pro100,Seed,13,16,3384,0,10th of December 2017,1
105,2317984,Mirage,pro100,Seed,11,16,3384,0,10th of December 2017,2
106,2317983,Mirage,Seed,GoodJob,19,16,3384,0,10th of December 2017,1
107,2317983,Overpass,Seed,GoodJob,16,9,3384,0,10th of December 2017,2
108,2317982,Cache,spray'n'pray,GoodJob,19,17,3384,0,10th of December 2017,1
109,2317982,Mirage,spray'n'pray,GoodJob,13,16,3384,0,10th of December 2017,2
110,2317982,Cobblestone,spray'n'pray,GoodJob,11,16,3384,0,10th of December 2017,3
111,2317981,Mirage,pro100,Seed,19,17,3384,0,9th of December 2017,1
112,2317981,Overpass,pro100,Seed,16,10,3384,0,9th of December 2017,2
113,2317898,Cache,GoodJob,Seed,12,16,3384,0,9th of December 2017,1
114,2317898,Overpass,GoodJob,Seed,4,16,3384,0,9th of December 2017,2
115,2317897,Cobblestone,spray'n'pray,pro100,13,16,3384,0,9th of December 2017,1
116,2317897,Mirage,spray'n'pray,pro100,9,16,3384,0,9th of December 2017,2
117,2317740,Cobblestone,Seed,EPG,16,11,3384,0,30th of November 2017,1
118,2317734,Inferno,pro100,EPG,16,7,3384,0,30th of November 2017,1
119,2317736,Train,Seed,Bpro,16,9,3384,0,30th of November 2017,1
120,2317733,Mirage,pro100,Spirit Academy,16,8,3384,0,30th of November 2017,1
121,2317732,Nuke,pro100,Bpro,16,4,3384,0,30th of November 2017,1
122,2317700,Cache,GoodJob,Epsilon,16,14,3384,0,29th of November 2017,1
123,2317699,Inferno,Seed,pro100,11,16,3384,0,29th of November 2017,1
124,2317698,Mirage,Epsilon,HAVU,19,15,3384,0,29th of November 2017,1
125,2317695,Nuke,HAVU,Spirit,11,16,3384,0,29th of November 2017,1
126,2317696,Inferno,Spirit Academy,Bpro,7,16,3384,0,29th of November 2017,1
127,2317697,Train,spray'n'pray,HAVU,9,16,3384,0,29th of November 2017,1
128,2317679,Train,Seed,Spirit Academy,16,10,3384,0,28th of November 2017,1
129,2317678,Inferno,Spirit Academy,EPG,0,16,3384,0,28th of November 2017,1
130,2317677,Train,Bpro,EPG,16,7,3384,0,28th of November 2017,1
131,2317675,Mirage,Epsilon,spray'n'pray,10,16,3384,0,28th of November 2017,1
132,2317614,Inferno,Spirit,spray'n'pray,8,16,3384,0,27th of November 2017,1
133,2317618,Inferno,spray'n'pray,GoodJob,3,16,3384,0,27th of November 2017,1
134,2317617,Mirage,HAVU,GoodJob,8,16,3384,0,27th of November 2017,1
135,2317616,Mirage,Spirit,GoodJob,14,16,3384,0,27th of November 2017,1
136,2317615,Overpass,Spirit,Epsilon,6,16,3384,0,27th of November 2017,1
137,2317843,Overpass,TYLOO,Gambit,14,16,3283,1,10th of December 2017,1
138,2317843,Inferno,TYLOO,Gambit,4,16,3283,1,10th of December 2017,2
139,2317843,Train,TYLOO,Gambit,16,19,3283,1,10th of December 2017,3
140,2317841,Overpass,Gambit,Vega Squadron,10,16,3283,1,9th of December 2017,1
141,2317841,Mirage,Gambit,Vega Squadron,16,12,3283,1,9th of December 2017,2
142,2317841,Cache,Gambit,Vega Squadron,16,1,3283,1,9th of December 2017,3
143,2317842,Overpass,Grayhound,TYLOO,16,12,3283,0,9th of December 2017,1
144,2317842,Cobblestone,Grayhound,TYLOO,14,16,3283,0,9th of December 2017,2
145,2317842,Inferno,Grayhound,TYLOO,11,16,3283,0,9th of December 2017,3
146,2317840,Train,TYLOO,Splyce,13,16,3283,0,8th of December 2017,1
147,2317840,Cobblestone,TYLOO,Splyce,16,6,3283,0,8th of December 2017,2
148,2317840,Cache,TYLOO,Splyce,16,13,3283,0,8th of December 2017,3
149,2317839,Overpass,5POWER,Vega Squadron,8,16,3283,0,8th of December 2017,1
150,2317839,Cache,5POWER,Vega Squadron,14,16,3283,0,8th of December 2017,2
151,2317950,Mirage,TYLOO,Vega Squadron,12,16,3283,0,7th of December 2017,1
152,2317949,Mirage,Gambit,Splyce,16,10,3283,1,7th of December 2017,1
153,2317838,Overpass,Grayhound,TYLOO,16,13,3283,0,7th of December 2017,1
154,2317838,Inferno,Grayhound,TYLOO,19,17,3283,0,7th of December 2017,2
155,2317837,Mirage,Gambit,Splyce,16,19,3283,1,7th of December 2017,1
156,2317837,Nuke,Gambit,Splyce,16,8,3283,1,7th of December 2017,2
157,2317836,Inferno,TYLOO,Vega Squadron,16,10,3283,0,7th of December 2017,1
158,2317836,Train,TYLOO,Vega Squadron,5,16,3283,0,7th of December 2017,2
159,2317835,Cache,Splyce,5POWER,16,7,3283,0,7th of December 2017,1
160,2317835,Train,Splyce,5POWER,16,8,3283,0,7th of December 2017,2
161,2317834,Overpass,Vega Squadron,Grayhound,11,16,3283,0,7th of December 2017,1
162,2317834,Mirage,Vega Squadron,Grayhound,10,16,3283,0,7th of December 2017,2
163,2317833,Overpass,5POWER,Gambit,2,16,3283,1,7th of December 2017,1
164,2317833,Cache,5POWER,Gambit,13,16,3283,1,7th of December 2017,2
165,2317976,Train,TeamOne,FURIA,16,14,3411,0,8th of December 2017,1
166,2317976,Cache,TeamOne,FURIA,19,16,3411,0,8th of December 2017,2
167,2317976,Mirage,TeamOne,FURIA,16,10,3411,0,8th of December 2017,3
168,2317892,Inferno,AGO,Valiance,22,20,3228,1,7th of December 2017,1
169,2317892,Train,AGO,Valiance,16,9,3228,1,7th of December 2017,2
170,2317891,Train,PRIDE,Valiance,12,16,3228,0,6th of December 2017,1
171,2317891,Cache,PRIDE,Valiance,16,6,3228,0,6th of December 2017,2
172,2317891,Nuke,PRIDE,Valiance,8,16,3228,0,6th of December 2017,3
173,2317805,Inferno,Red Reserve,Valiance,8,16,3228,0,4th of December 2017,1
174,2317750,Mirage,PRIDE,AGO,16,5,3228,1,1st of December 2017,1
175,2317750,Overpass,PRIDE,AGO,4,16,3228,1,1st of December 2017,2
176,2317750,Train,PRIDE,AGO,14,16,3228,1,1st of December 2017,3
177,2317728,Inferno,Red Reserve,Fragsters,19,17,3228,0,30th of November 2017,1
178,2317673,Train,Fragsters,AGO,16,19,3228,1,29th of November 2017,1
179,2317673,Inferno,Fragsters,AGO,14,16,3228,1,29th of November 2017,2
180,2317674,Nuke,Valiance,North Academy,16,10,3228,0,29th of November 2017,1
181,2317440,Nuke,Tricked,Valiance,7,16,3228,0,22nd of November 2017,1
182,2317430,Train,North Academy,PRIDE,10,16,3228,0,20th of November 2017,1
183,2317430,Nuke,North Academy,PRIDE,10,16,3228,0,20th of November 2017,2
184,2317320,Mirage,TEAM5,PRIDE,17,19,3228,0,16th of November 2017,1
185,2317320,Train,TEAM5,PRIDE,15,19,3228,0,16th of November 2017,2
186,2317168,Overpass,North Academy,Red Reserve,6,16,3228,0,15th of November 2017,1
187,2317168,Inferno,North Academy,Red Reserve,19,16,3228,0,15th of November 2017,2
188,2317168,Train,North Academy,Red Reserve,16,6,3228,0,15th of November 2017,3
189,2317167,Cobblestone,Fragsters,Tricked,14,16,3228,0,13th of November 2017,1
190,2317167,Inferno,Fragsters,Tricked,16,8,3228,0,13th of November 2017,2
191,2317167,Nuke,Fragsters,Tricked,16,4,3228,0,13th of November 2017,3
192,2317166,Inferno,AGO,Valiance,16,11,3228,0,13th of November 2017,1
193,2317166,Cobblestone,AGO,Valiance,16,10,3228,0,13th of November 2017,2
194,2316828,Mirage,eXtatus,Red Reserve,1,16,3228,0,8th of November 2017,1
195,2316827,Cache,Valiance,Crowns,16,8,3228,0,7th of November 2017,1
196,2316532,Mirage,Tricked,TEAM5,11,16,3228,0,2nd of November 2017,1
197,2316531,Train,North Academy,Valiance,16,2,3228,0,2nd of November 2017,1
198,2316530,Mirage,Crowns,iGame.com,16,13,3228,0,30th of October 2017,1
199,2316529,Mirage,PRIDE,Singularity,22,20,3228,0,29th of October 2017,1
200,2316454,Overpass,eXtatus,AGO,11,16,3228,0,26th of October 2017,1
201,2316453,Train,TEAM5,ALTERNATE aTTaX,16,9,3228,0,26th of October 2017,1
202,2316252,Mirage,Valiance,iGame.com,16,14,3228,0,24th of October 2017,1
203,2316296,Mirage,Fragsters,PRIDE,16,6,3228,0,23rd of October 2017,1
204,2316251,Inferno,Singularity,Sharks,16,11,3228,0,23rd of October 2017,1
205,2316250,Train,Red Reserve,EnVyUs Academy,16,10,3228,0,23rd of October 2017,1
206,2316249,Train,Tricked,MK,14,16,3228,0,22nd of October 2017,1
207,2316063,Cache,Singularity,Fragsters,19,22,3228,0,19th of October 2017,1
208,2316062,Mirage,Red Reserve,eXtatus,5,16,3228,0,18th of October 2017,1
209,2316061,Nuke,PRIDE,Sharks,22,19,3228,0,17th of October 2017,1
210,2316060,Inferno,MK,ALTERNATE aTTaX,19,17,3228,0,17th of October 2017,1
211,2315820,Inferno,North Academy,Crowns,16,12,3228,0,12th of October 2017,1
212,2315819,Train,AGO,EnVyUs Academy,16,13,3228,0,11th of October 2017,1
213,2315818,Train,Tricked,TEAM5,16,8,3228,0,11th of October 2017,1
214,2317860,Mirage,5balls,MANS NOT HOT,6,16,3390,0,5th of December 2017,1
215,2317860,Cobblestone,5balls,MANS NOT HOT,13,16,3390,0,5th of December 2017,2
216,2317757,Cache,MANS NOT HOT,TOXIC,16,8,3390,0,4th of December 2017,1
217,2317757,Inferno,MANS NOT HOT,TOXIC,16,6,3390,0,4th of December 2017,2
218,2317749,Mirage,5balls,Spirit,16,9,3390,0,3rd of December 2017,1
219,2317749,Overpass,5balls,Spirit,16,6,3390,0,3rd of December 2017,2
220,2317705,Cobblestone,MANS NOT HOT,Vexed,16,5,3390,0,30th of November 2017,1
221,2317704,Inferno,Spirit,Sherifi,19,15,3390,0,29th of November 2017,1
222,2317703,Cobblestone,Spirit Academy,5balls,10,16,3390,0,29th of November 2017,1
223,2317702,Train,SEAL,TOXIC,14,16,3390,0,29th of November 2017,1
224,2317857,Mirage,Gambit,Kyrgyzstan,16,6,3402,1,4th of December 2017,1
225,2317857,Inferno,Gambit,Kyrgyzstan,16,5,3402,1,4th of December 2017,2
226,2317856,Mirage,Kyrgyzstan,TulpaR,16,7,3402,0,4th of December 2017,1
227,2317856,Cobblestone,Kyrgyzstan,TulpaR,16,11,3402,0,4th of December 2017,2
228,2317854,Nuke,Gambit,Tengri,16,7,3402,1,4th of December 2017,1
229,2317854,Cache,Gambit,Tengri,16,3,3402,1,4th of December 2017,2
230,2318239,Mirage,AGO,PRIDE,16,14,3379,1,18th of December 2017,1
231,2318239,Overpass,AGO,PRIDE,8,16,3379,1,18th of December 2017,2
232,2318239,Train,AGO,PRIDE,16,9,3379,1,18th of December 2017,3
233,2317814,Cache,VenatoreS,Kinguin,16,9,3379,0,3rd of December 2017,1
234,2317814,Cobblestone,VenatoreS,Kinguin,10,16,3379,0,3rd of December 2017,2
235,2317814,Inferno,VenatoreS,Kinguin,2,16,3379,0,3rd of December 2017,3
236,2317813,Mirage,Kinguin,PRIDE,16,11,3379,0,3rd of December 2017,1
237,2317813,Cobblestone,Kinguin,PRIDE,16,5,3379,0,3rd of December 2017,2
238,2317812,Cache,AGO,VenatoreS,16,6,3379,1,3rd of December 2017,1
239,2317812,Train,AGO,VenatoreS,12,16,3379,1,3rd of December 2017,2
240,2317812,Inferno,AGO,VenatoreS,10,16,3379,1,3rd of December 2017,3
241,2317821,Cobblestone,XPC,Windigo,8,16,3372,0,3rd of December 2017,1
242,2317821,Mirage,XPC,Windigo,16,12,3372,0,3rd of December 2017,2
243,2317821,Train,XPC,Windigo,13,16,3372,0,3rd of December 2017,3
244,2317810,Inferno,Windigo,Bpro,19,17,3372,0,3rd of December 2017,1
245,2317810,Cobblestone,Windigo,Bpro,16,9,3372,0,3rd of December 2017,2
246,2317811,Cobblestone,Invictus Aquilas,XPC,3,16,3372,0,3rd of December 2017,1
247,2317811,Mirage,Invictus Aquilas,XPC,3,16,3372,0,3rd of December 2017,2
248,2317791,Inferno,ViCi,Eclipse,14,16,3394,0,3rd of December 2017,1
249,2317791,Cobblestone,ViCi,Eclipse,14,16,3394,0,3rd of December 2017,2
250,2317790,Cache,TYLOO,Flash,16,13,3394,0,3rd of December 2017,1
251,2317790,Mirage,TYLOO,Flash,16,10,3394,0,3rd of December 2017,2
252,2317738,Cobblestone,Flash,Eclipse,13,16,3394,0,2nd of December 2017,1
253,2317738,Mirage,Flash,Eclipse,16,14,3394,0,2nd of December 2017,2
254,2317738,Inferno,Flash,Eclipse,10,16,3394,0,2nd of December 2017,3
255,2317737,Inferno,TYLOO,ViCi,6,16,3394,0,2nd of December 2017,1
256,2317737,Cobblestone,TYLOO,ViCi,10,16,3394,0,2nd of December 2017,2
257,2317635,Cobblestone,Natus Vincere,mousesports,16,4,2574,2,3rd of December 2017,1
258,2317635,Inferno,Natus Vincere,mousesports,16,11,2574,2,3rd of December 2017,2
259,2317634,Nuke,Gambit,mousesports,9,16,2574,2,3rd of December 2017,1
260,2317634,Train,Gambit,mousesports,1,16,2574,2,3rd of December 2017,2
261,2317633,Overpass,Envy,Natus Vincere,11,16,2574,2,3rd of December 2017,1
262,2317633,Nuke,Envy,Natus Vincere,14,16,2574,2,3rd of December 2017,2
263,2317632,Overpass,mousesports,BIG,16,9,2574,1,2nd of December 2017,1
264,2317632,Mirage,mousesports,BIG,16,3,2574,1,2nd of December 2017,2
265,2317631,Inferno,Natus Vincere,Heroic,16,5,2574,2,2nd of December 2017,1
266,2317631,Overpass,Natus Vincere,Heroic,9,16,2574,2,2nd of December 2017,2
267,2317631,Train,Natus Vincere,Heroic,16,12,2574,2,2nd of December 2017,3
268,2317630,Train,North Academy,BIG,6,16,2574,0,2nd of December 2017,1
269,2317630,Cache,North Academy,BIG,16,8,2574,0,2nd of December 2017,2
270,2317630,Overpass,North Academy,BIG,7,16,2574,0,2nd of December 2017,3
271,2317629,Inferno,Rise Nation,Heroic,14,16,2574,1,2nd of December 2017,1
272,2317629,Nuke,Rise Nation,Heroic,5,16,2574,1,2nd of December 2017,2
273,2317628,Train,mousesports,Envy,12,16,2574,2,1st of December 2017,1
274,2317627,Inferno,Gambit,Natus Vincere,31,28,2574,2,1st of December 2017,1
275,2317626,Cache,Envy,BIG,19,17,2574,1,1st of December 2017,1
276,2317625,Overpass,Heroic,Natus Vincere,11,16,2574,2,1st of December 2017,1
277,2317624,Cobblestone,mousesports,North Academy,16,6,2574,1,1st of December 2017,1
278,2317623,Mirage,Gambit,Rise Nation,16,10,2574,1,1st of December 2017,1
279,2317795,Mirage,Unemployed for Christmas,Cloud9,5,16,3391,1,3rd of December 2017,1
280,2317795,Inferno,Unemployed for Christmas,Cloud9,11,16,3391,1,3rd of December 2017,2
281,2317792,Mirage,Cloud9,SoaR,16,1,3391,1,3rd of December 2017,1
282,2317792,Inferno,Cloud9,SoaR,16,9,3391,1,3rd of December 2017,2
283,2317793,Cache,Splyce,Unemployed for Christmas,17,19,3391,0,2nd of December 2017,1
284,2317793,Inferno,Splyce,Unemployed for Christmas,17,19,3391,0,2nd of December 2017,2
285,2317710,Train,Ghost,SoaR,17,19,3391,0,2nd of December 2017,1
286,2317710,Nuke,Ghost,SoaR,11,16,3391,0,2nd of December 2017,2
287,2317709,Cobblestone,Unemployed for Christmas,GX,16,19,3391,0,2nd of December 2017,1
288,2317709,Inferno,Unemployed for Christmas,GX,16,4,3391,0,2nd of December 2017,2
289,2317709,Cache,Unemployed for Christmas,GX,16,8,3391,0,2nd of December 2017,3
290,2317708,Cobblestone,Cloud9,Torqued,16,12,3391,1,1st of December 2017,1
291,2317708,Inferno,Cloud9,Torqued,16,9,3391,1,1st of December 2017,2
292,2317707,Cache,Splyce,Gale Force,16,3,3391,0,1st of December 2017,1
293,2317707,Nuke,Splyce,Gale Force,16,11,3391,0,1st of December 2017,2
294,2317754,Mirage,SJ,Red Reserve,16,7,3370,0,30th of November 2017,1
295,2317754,Cache,SJ,Red Reserve,16,8,3370,0,30th of November 2017,2
296,2317745,Overpass,Red Reserve,fightclub,16,3,3370,0,30th of November 2017,1
297,2317745,Cobblestone,Red Reserve,fightclub,16,11,3370,0,30th of November 2017,2
298,2317746,Overpass,SJ,PoKeMoN FAN CLUB,16,7,3370,0,30th of November 2017,1
299,2317746,Inferno,SJ,PoKeMoN FAN CLUB,16,9,3370,0,30th of November 2017,2
300,2317727,Mirage,Spirit,PRIDE,22,19,3387,0,30th of November 2017,1
301,2317727,Overpass,Spirit,PRIDE,16,14,3387,0,30th of November 2017,2
302,2317706,Mirage,PRIDE,BYNIE,14,16,3387,0,29th of November 2017,1
303,2317706,Cobblestone,PRIDE,BYNIE,16,11,3387,0,29th of November 2017,2
304,2317706,Train,PRIDE,BYNIE,16,9,3387,0,29th of November 2017,3
305,2317701,Inferno,Spirit,teamasd,8,16,3387,0,29th of November 2017,1
306,2317701,Cache,Spirit,teamasd,16,6,3387,0,29th of November 2017,2
307,2317701,Overpass,Spirit,teamasd,16,11,3387,0,29th of November 2017,3
308,2317686,Nuke,SEAL,PRIDE,16,9,3387,0,28th of November 2017,1
309,2317686,Train,SEAL,PRIDE,13,16,3387,0,28th of November 2017,2
310,2317686,Cache,SEAL,PRIDE,17,19,3387,0,28th of November 2017,3
311,2317685,Overpass,Spirit,LANg0ds,16,4,3387,0,28th of November 2017,1
312,2317685,Inferno,Spirit,LANg0ds,16,9,3387,0,28th of November 2017,2
313,2317683,Mirage,teamasd,Izako Boars,16,13,3387,0,28th of November 2017,1
314,2317683,Train,teamasd,Izako Boars,14,16,3387,0,28th of November 2017,2
315,2317683,Cache,teamasd,Izako Boars,16,6,3387,0,28th of November 2017,3
316,2317684,Mirage,Spirit Academy,BYNIE,9,16,3387,0,28th of November 2017,1
317,2317684,Overpass,Spirit Academy,BYNIE,9,16,3387,0,28th of November 2017,2
318,2317735,Cobblestone,Isurus,INTZ,6,16,3377,0,1st of December 2017,1
319,2317735,Inferno,Isurus,INTZ,8,16,3377,0,1st of December 2017,2
320,2317585,Mirage,INTZ,Ivyaert,16,6,3377,0,30th of November 2017,1
321,2317585,Cache,INTZ,Ivyaert,13,16,3377,0,30th of November 2017,2
322,2317585,Inferno,INTZ,Ivyaert,16,9,3377,0,30th of November 2017,3
323,2317584,Overpass,Telecon.Jundiaí,Isurus,8,16,3377,0,29th of November 2017,1
324,2317584,Inferno,Telecon.Jundiaí,Isurus,8,16,3377,0,29th of November 2017,2
325,2317553,Train,FURIA,Ivyaert,19,22,3377,0,24th of November 2017,1
326,2317553,Inferno,FURIA,Ivyaert,9,16,3377,0,24th of November 2017,2
327,2317551,Overpass,Isurus,Brasil Gaming House,16,14,3377,0,24th of November 2017,1
328,2317551,Inferno,Isurus,Brasil Gaming House,16,10,3377,0,24th of November 2017,2
329,2317550,Cobblestone,Telecon.Jundiaí,ex-Kitsune,16,11,3377,0,24th of November 2017,1
330,2317550,Overpass,Telecon.Jundiaí,ex-Kitsune,16,9,3377,0,24th of November 2017,2
331,2317552,Cobblestone,INTZ,Dai Dai,16,6,3377,0,24th of November 2017,1
332,2317552,Overpass,INTZ,Dai Dai,16,5,3377,0,24th of November 2017,2
333,2317534,Inferno,HellRaisers,Kinguin,16,5,3224,0,26th of November 2017,1
334,2317534,Cobblestone,HellRaisers,Kinguin,6,16,3224,0,26th of November 2017,2
