,matchcode,team,map,priority
156,2317746,PoKeMoN FAN CLUB,Overpass,3
157,2317746,SJ,Inferno,4
158,2317727,PRIDE,Mirage,3
159,2317727,Spirit,Overpass,4
160,2317706,PRIDE,Mirage,3
161,2317706,BYNIE,Cobblestone,4
162,2317701,Spirit,Inferno,3
163,2317701,teamasd,Cache,4
164,2317686,PRIDE,Nuke,3
165,2317686,SEAL,Train,4
166,2317685,LANg0ds,Overpass,3
167,2317685,Spirit,Inferno,4
168,2317684,BYNIE,Mirage,3
169,2317684,Spirit Academy,Overpass,4
170,2317735,INTZ,Cobblestone,3
171,2317735,Isurus,Inferno,4
172,2317585,Ivyaert,Mirage,3
173,2317585,INTZ,Cache,4
174,2317584,Isurus,Overpass,3
175,2317584,Telecon.Jundiaí,Inferno,4
176,2317553,Ivyaert,Train,3
177,2317553,FURIA,Inferno,4
178,2317551,Brasil Gaming House,Overpass,3
179,2317551,Isurus,Inferno,4
180,2317550,Telecon.Jundiaí,Cobblestone,3
181,2317550,ex-Kitsune,Overpass,4
182,2317552,INTZ,Cobblestone,3
183,2317552,Dai Dai,Overpass,4
184,2317534,HellRaisers,Inferno,3
185,2317534,Kinguin,Cobblestone,4
186,2317533,GoodJob,Cache,3
187,2317533,Kinguin,Mirage,4
188,2317532,HellRaisers,Overpass,3
189,2317532,AVANGAR,Train,4
190,2317597,GODSENT,Mirage,3
191,2317597,Ukraine,Overpass,4
192,2317599,fnatic,Mirage,3
193,2317599,Space Soldiers,Cobblestone,4
194,2317593,Ukraine,Overpass,3
195,2317593,fnatic,Mirage,4
196,2317592,Space Soldiers,Cache,3
197,2317592,GODSENT,Mirage,4
198,2317571,GODSENT,Mirage,3
199,2317571,Belgium,Nuke,4
200,2317572,AGO,Train,3
201,2317572,fnatic,Mirage,4
202,2317566,Ukraine,Overpass,3
203,2317566,Wololos,Train,4
204,2317567,Space Soldiers,Cache,3
205,2317567,Envy,Inferno,4
206,2317564,Belgium,Inferno,3
207,2317564,Limitless,Mirage,4
208,2317565,Russia,Train,3
209,2317565,fnatic,Mirage,4
210,2317558,Space Soldiers,Cache,3
211,2317558,NOREG,Nuke,4
212,2317559,Ukraine,Overpass,3
213,2317559,BIG,Cobblestone,4
214,2317580,Zonic,Cache,5
215,2317580,KlikTech,Mirage,6
216,2317579,Squared,Inferno,5
217,2317579,Valiance,Train,6
218,2317436,Zonic,Inferno,5
219,2317436,Valiance,Cache,6
220,2317435,KlikTech,Cache,5
221,2317435,Squared,Inferno,6
222,2316782,SK,Mirage,3
223,2316782,Astralis,Inferno,4
224,2317503,Vega Squadron,Cache,3
225,2317503,AGO,Train,4
226,2317502,TYLOO,Inferno,3
227,2317502,Vega Squadron,Mirage,4
228,2317444,TYLOO,Mirage,3
229,2317444,AGO,Overpass,4
230,2317443,Flash,Cache,3
231,2317443,Vega Squadron,Mirage,4
232,2317414,Flash,Mirage,3
233,2317414,AGO,Train,4
234,2317413,TYLOO,Cache,3
235,2317413,Vega Squadron,Train,4
236,2317521,Athletico,Mirage,3
237,2317521,Chiefs,Nuke,4
238,2317520,Athletico,Cobblestone,3
239,2317520,Tainted Minds,Inferno,4
240,2317504,Chiefs,Nuke,3
241,2317504,Kings,Inferno,4
242,2317499,Grayhound,Cobblestone,3
243,2317499,Athletico,Cache,4
244,2317498,Dark Sided,Nuke,3
245,2317498,Kings,Mirage,4
246,2317501,Legacy,Mirage,3
247,2317501,Chiefs,Train,4
248,2317500,Corvidae,Cache,3
249,2317500,Tainted Minds,Mirage,4
250,2317438,aAa,Nuke,3
251,2317438,LPSP,Mirage,4
252,2317428,Red Reserve,Mirage,3
253,2317428,LPSP,Inferno,4
254,2317427,aAa,Overpass,3
255,2317427,Codewise Unicorns,Inferno,4
256,2317297,NiP,Cobblestone,3
257,2317297,FaZe,Inferno,4
258,2317297,NiP,Train,5
259,2317297,FaZe,Overpass,6
260,2317296,Cloud9,Train,3
261,2317296,FaZe,Overpass,4
262,2317295,SK,Overpass,3
263,2317295,NiP,Cache,4
264,2317294,Gambit,Overpass,3
265,2317294,Cloud9,Cobblestone,4
266,2317293,SK,Overpass,3
267,2317293,OpTic,Inferno,4
268,2317415,Chiefs,Overpass,3
269,2317415,ViCi,Cobblestone,4
270,2317375,Ardeont Academy,Inferno,3
271,2317375,Chiefs,Overpass,4
272,2317418,Grayhound,Nuke,3
273,2317418,Tainted Minds,Inferno,4
274,2317374,Grayhound,Cache,3
275,2317374,Tainted Minds,Inferno,4
276,2317373,Tainted Minds,Mirage,3
277,2317373,Kings,Train,4
278,2317372,Kings,Mirage,3
279,2317372,MVP PK,Inferno,4
280,2317371,Grayhound,Cache,3
281,2317371,Tainted Minds,Inferno,4
282,2317370,MVP PK,Cobblestone,3
283,2317370,Grayhound,Cache,4
284,2317369,Tainted Minds,Mirage,3
285,2317369,Kings,Inferno,4
286,2317329,LDLC,Inferno,3
287,2317329,Seed,Mirage,4
288,2317250,LDLC,Inferno,3
289,2317250,Nemiga,Mirage,4
290,2316956,Singularity,Cache,3
291,2316956,LDLC,Overpass,4
292,2316955,Nemiga,Overpass,3
293,2316955,Seed,Inferno,4
294,2316543,Seed,Inferno,3
295,2316543,Singularity,Cache,4
296,2315780,Seed,Cache,3
297,2315780,Quantum Bellator Fire,Inferno,4
298,2315980,LDLC,Nuke,3
299,2315980,Nemiga,Mirage,4
300,2315528,ex-Outlaws,Cobblestone,3
301,2315528,LDLC,Cache,4
302,2315642,BX3,Mirage,3
303,2315642,Seed,Cobblestone,4
304,2315390,AVANGAR,Mirage,3
305,2315390,ex-Outlaws,Overpass,4
306,2317364,Space Soldiers,Cache,3
307,2317364,Virtus.pro,Mirage,4
308,2317337,Virtus.pro,Mirage,3
309,2317337,AGO,Train,4
310,2317336,eXtatus,Mirage,3
311,2317336,Space Soldiers,Cobblestone,4
312,2317256,Singularity,Mirage,3
313,2317256,AGO,Train,4
314,2317255,SJ,Inferno,3
315,2317255,Virtus.pro,Cobblestone,4
316,2317254,Space Soldiers,Cobblestone,3
317,2317254,aAa,Overpass,4
318,2317253,eXtatus,Train,3
319,2317253,Fragsters,Nuke,4
320,2317366,GX,Mirage,3
321,2317366,Ghost Academy,Train,4
322,2317349,GX,Mirage,3
323,2317349,Rise Nation,Nuke,4
324,2317348,Ghost Academy,Cache,3
325,2317348,SoaR,Nuke,4
326,2317302,Gale Force,Mirage,3
327,2317302,GX,Cache,4
328,2317303,Rise Nation,Inferno,3
329,2317303,Mythic,Cobblestone,4
330,2317300,Ghost Academy,Cache,3
331,2317300,FRENCH CANADIANS,Nuke,4
332,2317301,Beacon,Cache,3
333,2317301,SoaR,Inferno,4
334,2317152,BIG,Cobblestone,3
335,2317152,Natus Vincere,Overpass,4
336,2317136,Heroic,Nuke,3
337,2317136,Gambit,Mirage,4
338,2316785,Heroic,Nuke,3
339,2316785,Natus Vincere,Train,4
340,2316641,Space Soldiers,Cobblestone,3
341,2316641,Natus Vincere,Train,4
342,2316070,BIG,Cache,3
343,2316070,Gambit,Train,4
344,2316069,AGO,Mirage,3
345,2316069,Heroic,Inferno,4
346,2315982,FlipSid3,Train,3
347,2315982,BIG,Cache,4
348,2315981,Japaleno,Mirage,3
349,2315981,Gambit,Train,4
350,2315861,AGO,Train,3
351,2315861,Vega Squadron,Inferno,4
352,2315646,Space Soldiers,Cache,3
353,2315646,HAVU,Inferno,4
354,2315828,Dignitas,Inferno,3
355,2315828,AGO,Train,4
356,2315782,AGO,Overpass,3
357,2315782,Vega Squadron,Mirage,4
358,2315781,Dignitas,Mirage,3
359,2315781,LDLC,Overpass,4
360,2315509,AGO,Mirage,3
361,2315509,LDLC,Cache,4
362,2315720,Vega Squadron,Mirage,3
363,2315720,Dignitas,Train,4
364,2315397,Japaleno,Mirage,3
365,2315397,Seed,Cobblestone,4
366,2315645,Kinguin,Mirage,3
367,2315645,Space Soldiers,Cache,4
368,2315582,Kinguin,Overpass,3
369,2315582,AVANGAR,Cache,4
370,2315581,HAVU,Inferno,3
371,2315581,Space Soldiers,Cache,4
372,2315298,AVANGAR,Train,3
373,2315298,Space Soldiers,Cobblestone,4
374,2315297,HAVU,Train,3
375,2315297,Kinguin,Mirage,4
376,2315453,FlipSid3,Nuke,3
377,2315453,Tricked,Overpass,4
378,2315421,FlipSid3,Cache,3
379,2315421,AWTR,Inferno,4
380,2315396,Tricked,Nuke,3
381,2315396,FlipSid3,Overpass,4
382,2315395,GODSENT,Mirage,3
383,2315395,AWTR,Inferno,4
384,2315296,AWTR,Inferno,3
385,2315296,FlipSid3,Overpass,4
386,2315295,Tricked,Cobblestone,3
387,2315295,GODSENT,Mirage,4
388,2315304,Japaleno,Mirage,3
389,2315304,HellRaisers,Overpass,4
390,2315272,PENTA,Cobblestone,3
391,2315272,HellRaisers,Inferno,4
392,2315271,Japaleno,Mirage,3
393,2315271,Singularity,Train,4
394,2315215,Japaleno,Mirage,3
395,2315215,PENTA,Cobblestone,4
396,2315214,Singularity,Inferno,3
397,2315214,HellRaisers,Cache,4
398,2317244,Ghost,Train,3
399,2317244,Rise Nation,Nuke,4
400,2317243,Rise Nation,Mirage,3
401,2317243,compLexity,Train,4
402,2317242,GX,Inferno,3
403,2317242,Ghost,Cobblestone,4
404,2317241,GX,Cache,3
405,2317241,Luminosity,Train,4
406,2317239,Rogue,Mirage,3
407,2317239,Rise Nation,Inferno,4
408,2317238,CLG Green,Train,3
409,2317238,Ghost,Cobblestone,4
410,2317240,Swole Patrol,Train,3
411,2317240,compLexity,Inferno,4
412,2317191,GX,Train,3
413,2317191,Tempo Storm,Cobblestone,4
414,2317193,CLG Green,Inferno,3
415,2317193,Splyce,Train,4
416,2317195,Bushido Boyz,Inferno,3
417,2317195,Rogue,Mirage,4
418,2317196,Swole Patrol,Overpass,3
419,2317196,FRENCH CANADIANS,Cache,4
420,2317194,The Fundamentals,Overpass,3
421,2317194,Rise Nation,Inferno,4
422,2317192,Miami Flamingos,Mirage,3
423,2317192,Ghost,Cobblestone,4
424,2317190,The Legacy of JeNume,Cobblestone,3
425,2317190,Luminosity,Train,4
426,2317197,Glockoma,Overpass,3
427,2317197,compLexity,Inferno,4
428,2317237,Space Soldiers,Cobblestone,3
429,2317237,North Academy,Train,4
430,2317235,North Academy,Overpass,3
431,2317235,AGO,Train,4
432,2317236,MANS NOT HOT,Cache,3
433,2317236,Space Soldiers,Overpass,4
434,2317221,HellRaisers,Overpass,3
435,2317221,AGO,Cache,4
436,2317220,Seed,Mirage,3
437,2317220,Space Soldiers,Cobblestone,4
438,2317223,MANS NOT HOT,Mirage,3
439,2317223,SJ,Inferno,4
440,2317222,North Academy,Overpass,3
441,2317222,LDLC,Cobblestone,4
442,2317184,MANS NOT HOT,Cache,3
443,2317184,Vega Squadron,Mirage,4
444,2317182,aAa,Overpass,3
445,2317182,Seed,Train,4
446,2317183,SJ,Inferno,3
447,2317183,FlipSid3,Train,4
448,2317187,North Academy,Overpass,3
449,2317187,Kinguin,Cobblestone,4
450,2317186,Red Reserve,Mirage,3
451,2317186,HellRaisers,Overpass,4
452,2317188,Royal Bandits,Mirage,3
453,2317188,LDLC,Nuke,4
454,2317185,ARES,Cobblestone,3
455,2317185,AGO,Train,4
456,2317181,BBSP,Inferno,3
457,2317181,Space Soldiers,Cobblestone,4
458,2317124,Renegades,Mirage,3
459,2317124,Cloud9,Train,4
460,2317123,Liquid,Inferno,3
461,2317123,Cloud9,Overpass,4
462,2317122,Renegades,Cache,3
463,2317122,OpTic,Overpass,4
464,2317070,forZe,Train,3
465,2317070,Nexus,Mirage,4
466,2317069,duttdutt,Train,3
467,2317069,MVP PK,Inferno,4
468,2317067,duttdutt,Cache,3
469,2317067,Nexus,Mirage,4
470,2317068,forZe,Train,3
471,2317068,MVP PK,Inferno,4
472,2317065,MVP PK,Inferno,3
473,2317065,Uniquestars,Cache,4
474,2317066,Eclipse,Cobblestone,3
475,2317066,forZe,Inferno,4
476,2317064,HAVU,Overpass,3
477,2317064,duttdutt,Cache,4
478,2317063,Nexus,Mirage,3
479,2317063,Chiefs,Overpass,4
480,2316991,Cloud9,Inferno,3
481,2316991,Mythic,Mirage,4
482,2316990,Muffin Lightning,Train,3
483,2316990,Bushido Boyz,Inferno,4
484,2316975,Cloud9,Train,3
485,2316975,Muffin Lightning,Cache,4
486,2316974,Mythic,Mirage,3
487,2316974,Bushido Boyz,Inferno,4
488,2317053,SK,Overpass,3
489,2317053,TeamOne,Cache,4
490,2316989,SK,Cobblestone,3
491,2316989,BootKamp,Mirage,4
492,2316988,TeamOne,Train,3
493,2316988,Immortals,Overpass,4
494,2316890,Locastic,Cobblestone,5
495,2316890,Zonic,Inferno,6
496,2316889,Ripple,Cache,5
497,2316889,Squared,Inferno,6
498,2316747,Valiance,Cache,5
499,2316747,Locastic,Mirage,6
500,2316717,Zonic,Cobblestone,5
501,2316717,proWince,Inferno,6
502,2316600,Ripple,Overpass,5
503,2316600,RESISTANCE,Nuke,6
504,2316598,KlikTech,Overpass,5
505,2316598,Squared,Inferno,6
506,2316348,RESISTANCE,Cache,5
507,2316348,Squared,Inferno,6
508,2316347,Locastic,Cache,5
509,2316347,proWince,Inferno,6
510,2316346,Zonic,Inferno,5
511,2316346,Valiance,Train,6
512,2316345,Ripple,Overpass,5
513,2316345,KlikTech,Inferno,6
514,2316299,Ripple,Cache,5
515,2316299,Valiance,Inferno,6
516,2316200,RESISTANCE,Mirage,5
517,2316200,KlikTech,Inferno,6
518,2316066,proWince,Mirage,5
519,2316066,Binary Dragons,Inferno,6
520,2316065,Zonic,Inferno,5
521,2316065,Locastic,Cobblestone,6
522,2316064,Squared,Cobblestone,5
523,2316064,Ripple,Cache,6
524,2315785,Zonic,Inferno,5
525,2315785,KlikTech,Nuke,6
526,2315784,Locastic,Mirage,5
527,2315784,RESISTANCE,Inferno,6
528,2315783,proWince,Inferno,5
529,2315783,Squared,Cobblestone,6
530,2315590,KlikTech,Inferno,5
531,2315590,Binary Dragons,Cache,6
532,2315589,Ripple,Cache,5
533,2315589,Zonic,Cobblestone,6
534,2315578,RESISTANCE,Cache,5
535,2315578,proWince,Inferno,6
536,2315577,Locastic,Overpass,5
537,2315577,Squared,Inferno,6
538,2315276,Zonic,Inferno,5
539,2315276,Squared,Train,6
540,2315275,proWince,Mirage,5
541,2315275,KlikTech,Inferno,6
542,2315274,Locastic,Overpass,5
543,2315274,Ripple,Cache,6
544,2315274,Ripple,Cobblestone,7
545,2315273,RESISTANCE,Cache,5
546,2315273,Binary Dragons,Mirage,6
547,2314952,Locastic,Cache,5
548,2314952,KlikTech,Inferno,6
549,2314951,RESISTANCE,Cache,5
550,2314951,Zonic,Inferno,6
551,2314950,proWince,Inferno,5
552,2314950,Ripple,Cache,6
553,2314949,Squared,Inferno,5
554,2314949,Binary Dragons,Mirage,6
555,2316838,FURIA,Train,3
556,2316838,BootKamp,Cobblestone,4
557,2316762,Ghost,Cobblestone,3
558,2316762,Splyce,Inferno,4
559,2316762,Ghost,Train,5
560,2316762,Splyce,Nuke,6
561,2316761,Rogue,Mirage,3
562,2316761,Ghost,Inferno,4
563,2316760,Splyce,Train,3
564,2316760,subtLe,Inferno,4
565,2316696,Liquid,Cobblestone,3
566,2316696,Misfits,Train,4
567,2316695,Liquid,Inferno,3
568,2316695,CLG,Cache,4
569,2316694,Liquid,Inferno,3
570,2316694,compLexity,Cobblestone,4
571,2316693,CLG,Cobblestone,3
572,2316693,Misfits,Overpass,4
573,2316692,CLG,Cache,3
574,2316692,compLexity,Inferno,4
575,2316691,Liquid,Cobblestone,3
576,2316691,Misfits,Train,4
577,2316685,Luminosity,Cobblestone,3
578,2316685,Misfits,Cache,4
579,2316684,Rise Nation,Nuke,3
580,2316684,Misfits,Overpass,4
581,2316680,NRG,Mirage,3
582,2316680,compLexity,Inferno,4
583,2316679,TeamOne,Nuke,3
584,2316679,compLexity,Train,4
585,2316707,Space Soldiers,Cobblestone,3
586,2316707,Envy,Inferno,4
587,2316706,Envy,Inferno,3
588,2316706,OpTic,Train,4
589,2316705,Envy,Cobblestone,3
590,2316705,AGO,Overpass,4
591,2316704,OpTic,Overpass,3
592,2316704,Space Soldiers,Cache,4
593,2316703,OpTic,Mirage,3
594,2316703,AGO,Train,4
595,2316702,Space Soldiers,Overpass,3
596,2316702,Envy,Inferno,4
597,2316701,PRIDE,Mirage,3
598,2316701,Space Soldiers,Cobblestone,4
599,2316700,PRIDE,Cache,3
600,2316700,eXtatus,Mirage,4
601,2316690,GODSENT,Mirage,3
602,2316690,AGO,Cobblestone,4
603,2316689,GODSENT,Mirage,3
604,2316689,Windigo,Overpass,4
605,2316585,Renegades,Mirage,3
606,2316585,Virtus.pro,Train,4
607,2316584,Heroic,Train,3
608,2316584,HellRaisers,Cobblestone,4
609,2316583,Renegades,Cobblestone,3
610,2316583,HellRaisers,Overpass,4
611,2316582,Heroic,Nuke,3
612,2316582,Virtus.pro,Cache,4
613,2316581,Flash,Inferno,3
614,2316581,Renegades,Mirage,4
615,2316580,Spirit,Mirage,3
616,2316580,Heroic,Nuke,4
617,2316579,Renegades,Cobblestone,3
618,2316579,Virtus.pro,Inferno,4
619,2316578,Heroic,Train,3
620,2316578,HellRaisers,Cache,4
621,2316577,Flash,Cache,3
622,2316577,HAVU,Overpass,4
623,2316576,TYLOO,Train,3
624,2316576,Spirit,Mirage,4
625,2316575,Flash,Cache,3
626,2316575,Virtus.pro,Mirage,4
627,2316573,TYLOO,Cobblestone,3
628,2316573,HellRaisers,Mirage,4
629,2316574,HAVU,Overpass,3
630,2316574,Renegades,Mirage,4
631,2316572,Spirit,Mirage,3
632,2316572,Heroic,Nuke,4
633,2316817,Grayhound,Overpass,3
634,2316817,Tainted Minds,Mirage,4
635,2316817,Grayhound,Cache,5
636,2316817,Tainted Minds,Inferno,6
637,2316816,Grayhound,Overpass,3
638,2316816,Chiefs,Cobblestone,4
639,2316815,Athletico,Mirage,3
640,2316815,Chiefs,Train,4
641,2316814,Tainted Minds,Mirage,3
642,2316814,Grayhound,Overpass,4
643,2316813,Tainted Minds,Mirage,3
644,2316813,Chiefs,Train,4
645,2316812,Grayhound,Cobblestone,3
646,2316812,Athletico,Cache,4
647,2316818,BIG,Mirage,3
648,2316818,LDLC,Inferno,4
649,2316819,aAa,Overpass,3
650,2316819,ARES,Cache,4
651,2316734,aAa,Overpass,5
652,2316734,BIG,Cobblestone,6
653,2316733,aAa,Overpass,5
654,2316733,BIG,Cobblestone,6
655,2316714,Tricked,Cobblestone,3
656,2316714,Valiance,Train,4
657,2316713,EPG Academy,Mirage,3
658,2316713,Tricked,Train,4
659,2316712,TOXIC,Inferno,3
660,2316712,Valiance,Cache,4
661,2316571,TOXIC,Inferno,3
662,2316571,ALTERNATE aTTaX,Cobblestone,4
663,2316565,EPG Academy,Cache,3
664,2316565,Vexed,Overpass,4
665,2316515,Grayhound,Overpass,3
666,2316515,5POWER,Cache,4
667,2316514,5POWER,Mirage,3
668,2316514,Signature,Inferno,4
669,2316513,Mineski,Cobblestone,3
670,2316513,Grayhound,Inferno,4
671,2316512,Signature,Inferno,3
672,2316512,Fire Dragoon,Cache,4
673,2316511,5POWER,Mirage,3
674,2316511,AKARA,Inferno,4
675,2316510,Vikings,Train,3
676,2316510,Mineski,Overpass,4
677,2316509,Grayhound,Overpass,3
678,2316509,Athletico,Mirage,4
679,2316432,Quantum Bellator Fire,Inferno,3
680,2316432,AVANGAR,Mirage,4
681,2316431,Quantum Bellator Fire,Inferno,3
682,2316431,Spirit,Nuke,4
683,2316430,Spirit,Overpass,3
684,2316430,pro100,Cobblestone,4
685,2316429,Quantum Bellator Fire,Inferno,3
686,2316429,AVANGAR,Mirage,4
687,2316428,AVANGAR,Train,3
688,2316428,Spirit,Inferno,4
689,2316427,Quantum Bellator Fire,Inferno,3
690,2316427,pro100,Nuke,4
691,2316426,Quantum Bellator Fire,Inferno,3
692,2316426,forZe,Train,4
693,2316425,Quantum Bellator Fire,Cache,3
694,2316425,Tengri,Mirage,4
695,2316421,Nemiga,Overpass,3
696,2316421,Spirit,Nuke,4
697,2316420,NOTBAD,Inferno,3
698,2316420,Nemiga,Overpass,4
699,2316508,TYLOO,Cache,3
700,2316508,Renegades,Train,4
701,2316507,TYLOO,Inferno,3
702,2316507,Flash,Cache,4
703,2316506,MVP PK,Inferno,3
704,2316506,Flash,Cache,4
705,2316505,TYLOO,Inferno,3
706,2316505,Renegades,Cobblestone,4
707,2316504,TYLOO,Cache,3
708,2316504,MVP PK,Train,4
709,2316503,Flash,Inferno,3
710,2316503,Renegades,Cache,4
711,2316402,Tainted Minds,Overpass,3
712,2316402,Flash,Inferno,4
713,2316401,Tainted Minds,Overpass,3
714,2316401,BOOT-d[S],Mirage,4
715,2316397,MVP PK,Train,3
716,2316397,Kings,Mirage,4
717,2316397,MVP PK,Inferno,6
718,2316396,MVP PK,Cobblestone,3
719,2316396,TheMongolz,Cache,4
720,2316478,SK,Mirage,3
721,2316478,Virtus.pro,Inferno,4
722,2316478,SK,Train,5
723,2316478,Virtus.pro,Cache,6
724,2316477,G2,Nuke,3
725,2316477,Astralis,Mirage,4
726,2316476,G2,Cache,3
727,2316476,Virtus.pro,Nuke,4
728,2316475,Astralis,Train,3
729,2316475,SK,Mirage,4
730,2316289,Astralis,Train,3
731,2316289,North,Mirage,4
732,2316288,FaZe,Mirage,3
733,2316288,Virtus.pro,Cobblestone,4
734,2316287,North,Mirage,3
735,2316287,G2,Nuke,4
736,2316286,FaZe,Inferno,3
737,2316286,SK,Overpass,4
738,2316285,Liquid,Inferno,3
739,2316285,Astralis,Train,4
740,2316284,Virtus.pro,Inferno,3
741,2316284,Gambit,Train,4
742,2316283,Liquid,Inferno,3
743,2316283,North,Mirage,4
744,2316282,Gambit,Train,3
745,2316282,FaZe,Inferno,4
746,2316281,G2,Cache,3
747,2316281,Astralis,Inferno,4
748,2316280,Virtus.pro,Train,3
749,2316280,SK,Mirage,4
750,2316473,FURIA,Inferno,3
