,Unnamed: 0,team,teamcode,eventcode,placement
3578,3578,misfits,7557,2923,2nd
3579,3579,splyce,6301,2923,3-4th
3580,3580,ghost,7801,2923,3-4th
3581,3581,denial,4643,2923,5-8th
3582,3582,complexity,5005,2923,5-8th
3583,3583,luminosity,6290,2923,5-8th
3584,3584,clg-academy,7878,2923,5-8th
3585,3585,vici,7606,2908,1st
3586,3586,flash,7660,2908,2nd
3587,3587,new4,4865,2908,3-4th
3588,3588,lgd,6899,2908,3-4th
3589,3589,boot,6898,2908,5-8th
3590,3590,eclipse,7892,2908,5-8th
3591,3591,eclipseo,7893,2908,5-8th
3592,3592,invictus,7966,2908,5-8th
3593,3593,themongolz,6248,2907,1st
3594,3594,yetti,7278,2907,2nd
3595,3595,detonator,6192,2907,3-4th
3596,3596,mvp-project,6474,2907,3-4th
3597,3597,taiwan-z,7102,2907,5-8th
3598,3598,zen,7803,2907,5-8th
3599,3599,kharum,7806,2907,5-8th
3600,3600,infnite,8003,2907,5-8th
3601,3601,big,7532,2723,1st
3602,3602,penta,5395,2723,2nd
3603,3603,dignitas,5422,2723,3rd
3604,3604,envy,5991,2723,4th
3605,3605,ldlc,4674,2723,5-6th
3606,3606,ballistix,7990,2723,5-6th
3607,3607,kinguin,6134,2723,7-8th
3608,3608,igamecom,7331,2723,7-8th
3609,3609,eeriness,4970,2919,1st
3610,3610,universe,7442,2919,2nd
3611,3611,vici,7606,2920,1st
3612,3612,ehome,7024,2920,2nd
3613,3613,flash,7660,2920,3rd
3614,3614,emp,7479,2920,4th
3615,3615,astralis,6665,2853,1st
3616,3616,virtuspro,5378,2853,2nd
3617,3617,merciless,7614,2892,1st
3618,3618,black-dragons,7081,2892,2nd
3619,3619,keyd-stars,6033,2892,3-4th
3620,3620,teamone,6947,2892,3-4th
3621,3621,recca,7344,2906,1-2nd
3622,3622,boot-ds,7567,2906,1-2nd
3623,3623,signature,6774,2906,3-4th
3624,3624,jyp,7491,2906,3-4th
3625,3625,insidious,6108,2906,5-8th
3626,3626,mineski,6715,2906,5-8th
3627,3627,7642,7576,2906,5-8th
3628,3628,iyati,8000,2906,5-8th
3629,3629,rvn,5167,2905,1st
3630,3630,risky,6681,2905,2nd
3631,3631,one-tapz,7993,2905,3-4th
3632,3632,dna,7995,2905,3-4th
3633,3633,valour,7812,2905,5-8th
3634,3634,fear-the-reaper,7991,2905,5-8th
3635,3635,onlinerz,7992,2905,5-8th
3636,3636,online-mix-ftw,7994,2905,5-8th
3637,3637,dark-sided,7212,2904,1st
3638,3638,legacy,6468,2904,2nd
3639,3639,ty-krasava,7984,2904,3-4th
3640,3640,somali-pilots,7985,2904,3-4th
3641,3641,athletico,5680,2904,5-8th
3642,3642,riotous,7129,2904,5-8th
3643,3643,incept,7135,2904,5-8th
3644,3644,paradox,7983,2904,5-8th
3645,3645,imperial,7701,2830,1st
3646,3646,nexus,7187,2830,2nd
3647,3647,binary-dragons,6669,2830,3-4th
3648,3648,hop,7615,2830,3-4th
3649,3649,outlaws,7397,2830,5th
3650,3650,saltbae,7904,2830,6th
3651,3651,arcade,7829,2830,7th
3652,3652,sensei,7673,2830,8th
3653,3653,team123,6758,2915,1-2nd
3654,3654,fragsters,6855,2915,1-2nd
3655,3655,struggletony,7875,2915,3-4th
3656,3656,preanus,7986,2915,3-4th
3657,0,team123,6758,2915,1-2nd
3658,1,fragsters,6855,2915,1-2nd
3659,2,struggletony,7875,2915,3-4th
3660,3,preanus,7986,2915,3-4th
3661,4,zoctai,4992,2914,1-2nd
3662,5,nordic-warthogs,7677,2914,1-2nd
3663,6,gameagents,6652,2914,3-4th
3664,7,lllllll,7987,2914,3-4th
3665,8,aligon,4894,2913,1-2nd
3666,9,rogue-academy,7691,2913,1-2nd
3667,10,asdffuf,7988,2913,3-4th
3668,11,dolphinriders,7989,2913,3-4th
3669,12,outlaws,7397,2911,1st
3670,13,bpro,6762,2911,2nd
3671,14,ttfu,7864,2911,3-4th
3672,15,bojestvata,7982,2911,3-4th
3673,16,yellowteeth,7979,2910,1st
3674,17,waterdogs,7980,2910,2nd
3675,18,exaequo,6396,2910,3-4th
3676,19,outplayed,7981,2910,3-4th
3677,20,fightclub,7823,2757,1st
3678,21,atleterna,7933,2757,2nd
3679,22,crowns,7168,2757,3-4th
3680,23,freeibp,7952,2757,3-4th
3681,24,red-reserve,7613,2757,5-8th
3682,25,skjuta-hess,7790,2757,5-8th
3683,26,popcornplokker,7908,2757,5-8th
3684,27,refuse-academy,7940,2757,5-8th
3685,28,vici,7606,2898,1st
3686,29,mvp-project,6474,2898,2nd
3687,30,boot-ds,7567,2898,3rd
3688,31,wingsblue,7976,2898,4th
3689,32,vega-squadron,6094,2724,1st
3690,33,tengri,7145,2724,2nd
3691,34,pro100,7898,2724,3rd
3692,35,quantum-bellator-fire,7367,2724,4th
3693,36,spartak,7797,2724,5-6th
3694,37,spirit-academy,7900,2724,5-6th
3695,38,spirit,7020,2724,7-8th
3696,39,nemiga,7969,2724,7-8th
3697,40,cloud9,5752,2722,1st
3698,41,immortals,7010,2722,2nd
3699,42,clg,5974,2722,3rd
3700,43,luminosity,6290,2722,4th
3701,44,pain,4773,2722,5-6th
3702,45,nrg,6673,2722,5-6th
3703,46,complexity,5005,2722,7-8th
3704,47,misfits,7557,2722,7-8th
3705,48,rise-nation,7924,2841,1st
3706,49,ghost,7801,2841,2nd
3707,50,ronin,6707,2841,3rd
3708,51,miami-flamingos,7531,2841,4th
3709,52,morior-invictus,7723,2841,5-6th
3710,53,bamboozled,7862,2841,5-6th
3711,54,big-mistake,5087,2841,7-8th
3712,55,doxxa,7861,2841,7-8th
3713,56,lunatik,5700,2841,9-12th
3714,57,glockwork,6759,2841,9-12th
3715,58,synthetik,7099,2841,9-12th
3716,59,hyper,7289,2841,9-12th
3717,60,alpha-nerds,7817,2841,13-16th
3718,61,dans-ta-yeule,7860,2841,13-16th
3719,62,debut,7863,2841,13-16th
3720,63,just-a-glimpse,7632,2841,13-16th
3721,64,tyloo,4863,2860,1st
3722,65,vici,7606,2860,2nd
3723,66,flash,7660,2860,3-4th
3724,67,uya,7716,2860,3-4th
3725,68,new4,4865,2860,5-8th
3726,69,boot,6898,2860,5-8th
3727,70,lgd,6899,2860,5-8th
3728,71,eclipse,7892,2860,5-8th
3729,72,lynx,7526,2860,9-16th
3730,73,five,6908,2860,9-16th
3731,74,ae,7371,2860,9-16th
3732,75,sp,7894,2860,9-16th
3733,76,emp,7479,2860,9-16th
3734,77,tot,7932,2860,9-16th
3735,78,rte,7480,2860,9-16th
3736,79,invictus,7966,2860,9-16th
3737,80,penta,5395,2872,1st
3738,81,big,7532,2872,2nd
3739,82,red-reserve,7613,2872,3rd
3740,83,ldlc,4674,2872,4th
3741,84,pride,6896,2872,5-6th
3742,85,outlaws,7397,2872,5-6th
3743,86,kinguin,6134,2872,7-8th
3744,87,singularity,6978,2872,7-8th
3745,88,tricked,4602,2872,9-10th
3746,89,north-academy,7713,2872,9-10th
3747,90,cloud9,5752,2729,1st
3748,91,sk,6137,2729,2nd
3749,92,liquid,5973,2729,3rd
3750,93,optic,6615,2729,4th
3751,94,clg,5974,2729,5th
3752,95,immortals,7010,2729,6th
3753,96,nrg,6673,2729,7th
3754,97,renegades,6211,2729,8th
3755,98,luminosity,6290,2729,9th
3756,99,ghost,7801,2729,10th
3757,100,faze,6667,2728,1st
3758,101,astralis,6665,2728,2nd
3759,102,g2,5995,2728,3rd
3760,103,fnatic,4991,2728,4th
3761,104,nip,4411,2728,5th
3762,105,envy,5991,2728,6th
3763,106,mousesports,4494,2728,7th
3764,107,godsent,6902,2728,8th
3765,108,virtuspro,5378,2728,9th
3766,109,dignitas,5422,2728,10th
3767,110,outlaws,7397,2842,1st
3768,111,singularity,6978,2842,2nd
3769,112,epsilon,4456,2842,3rd
3770,113,kpi,7339,2842,4th
3771,114,chrome,7638,2842,5-6th
3772,115,g2v,7683,2842,5-6th
3773,116,x6tence,4468,2842,7-8th
3774,117,nexus,7187,2842,7-8th
3775,118,rctic,4682,2842,9-12th
3776,119,playing-ducks,7566,2842,9-12th
3777,120,bpro,6762,2842,9-12th
3778,121,pompa-black,7834,2842,9-12th
3779,122,giants,4949,2842,13-16th
3780,123,tortues-ninja,7584,2842,13-16th
3781,124,caz,6058,2842,13-16th
3782,125,oserv,7687,2842,13-16th
3783,126,spraynpray,7264,2886,1st
3784,127,binary-dragons,6669,2886,2nd
3785,128,tengri,7145,2886,3-4th
3786,129,impossible,7835,2886,3-4th
3787,130,tricksters,7556,2886,5-6th
3788,131,kungar,7911,2886,5-6th
3789,132,evolution,5946,2886,7-8th
3790,133,squared,7669,2886,7-8th
3791,134,binary-dragons,6669,2843,1-2nd
3792,135,imperial,7701,2843,1-2nd
3793,136,nexus,7187,2843,3rd
3794,137,outlaws,7397,2843,4th
3795,138,bpro,6762,2843,5-6th
3796,139,invictus-aquilas,7870,2843,5-6th
3797,140,resistance,7497,2843,7-8th
3798,141,hop,7615,2843,7-8th
3799,142,squared,7669,2843,9-10th
3800,143,sensei,7673,2843,9-10th
3801,144,vatos-locos,6347,2843,11-12th
3802,145,shanghai-emperors,7869,2843,11-12th
3803,146,ttfu,7864,2843,13th
3804,147,netland,7437,2843,14th
3805,148,nexus,7187,2883,1st
3806,149,spraynpray,7264,2883,2nd
3807,150,gameplaydna,6322,2883,3-4th
3808,151,attackieren,7946,2883,3-4th
3809,152,magistra,6946,2883,5-8th
3810,153,wasd,7668,2883,5-8th
3811,154,ajukreizi,7919,2883,5-8th
3812,155,veneera,7947,2883,5-8th
3813,156,extatus,6745,2835,1st
3814,157,north-academy,7713,2835,2nd
3815,158,alpha,6807,2835,3-4th
3816,159,kpi,7339,2835,3-4th
3817,160,outlaws,7397,2835,5-8th
3818,161,binary-dragons,6669,2835,5-8th
3819,162,singularity,6978,2835,5-8th
3820,163,tengri,7145,2835,5-8th
3821,164,alternate-attax,4501,2835,9-11th
3822,165,sensei,7673,2835,9-11th
3823,166,igamecom,7331,2835,9-11th
3824,167,space-academy,7476,2835,12-13th
3825,168,epg,7489,2835,12-13th
3826,169,uya,7716,2891,1st
3827,170,scarz-absolute,7962,2891,2nd
3828,171,five,6908,2891,3rd
3829,172,motv,6355,2891,4th
3830,173,renegades,6211,2725,1st
3831,174,tyloo,4863,2725,2nd
3832,175,immunity,4791,2725,3rd
3833,176,flash,7660,2725,4th
3834,177,themongolz,6248,2725,5-6th
3835,178,signature,6774,2725,5-6th
3836,179,7642,7576,2725,7-8th
3837,180,spotnet,7728,2725,7-8th
3838,181,g2,5995,2557,1st
3839,182,north,7533,2557,2nd
3840,183,liquid,5973,2557,3-4th
3841,184,sk,6137,2557,3-4th
3842,185,mousesports,4494,2557,5-6th
3843,186,envy,5991,2557,5-6th
3844,187,optic,6615,2557,7-8th
3845,188,fnatic,4991,2557,7-8th
3846,189,natus-vincere,4608,2557,9-10th
3847,190,immortals,7010,2557,9-10th
3848,191,nrg,6673,2557,11-12th
3849,192,cloud9,5752,2557,11-12th
3850,193,resistance,7497,2881,1st
3851,194,giant5,6099,2881,2nd
3852,195,homesent,7963,2881,3rd
3853,196,locastic,7964,2881,4th
3854,197,playing-ducks,7566,2888,1-4th
3855,198,planetkey,5195,2888,1-4th
3856,199,esuba,5412,2888,1-4th
3857,200,gameplaydna,6322,2888,1-4th
3858,201,x6tence,4468,2888,5-8th
3859,202,zoctai,4992,2888,5-8th
3860,203,hop,7615,2888,5-8th
3861,204,ux,6154,2888,5-8th
3862,205,rctic,4682,2888,9-12th
3863,206,ha-masse,7472,2888,9-12th
3864,207,reason,4822,2888,9-12th
3865,208,ftw,7959,2888,9-12th
3866,209,venko,7178,2888,13-16th
3867,210,ttfu,7864,2888,13-16th
3868,211,pugstars,7957,2888,13-16th
3869,212,wisewizards-academy,7960,2888,13-16th
3870,213,freeibp,7952,2887,1st
3871,214,vinkelparty,7471,2887,2nd
3872,215,plebverkstad,7953,2887,3-4th
3873,216,tiltcentralen,7954,2887,3-4th
3874,217,teamone,6947,2877,1st
3875,218,keyd-stars,6033,2877,2nd
3876,219,tshow,6767,2877,3-4th
3877,220,black-dragons,7081,2877,3-4th
3878,221,progaming,6771,2877,5-8th
3879,222,merciless,7614,2877,5-8th
3880,223,hookahlike,7831,2877,5-8th
3881,224,glacon,7936,2877,5-8th
3882,225,tyloo,4863,2873,1st
3883,226,eclipse,7892,2873,2nd
3884,227,new4,4865,2873,3rd
3885,228,tot,7932,2873,4th
3886,229,space-soldiers,5929,2777,1st
3887,230,red-reserve,7613,2777,2nd
3888,231,kinguin,6134,2777,3-4th
3889,232,gatekeepers,7454,2777,3-4th
3890,233,penta,5395,2777,5-8th
3891,234,fnatic-academy,7169,2777,5-8th
3892,235,outlaws,7397,2777,5-8th
3893,236,imperial,7701,2777,5-8th
3894,237,vici,7606,2882,1st
3895,238,uya,7716,2882,2nd
3896,239,recca,7344,2882,3rd
3897,240,7642,7576,2882,4th
3898,241,crowns,7168,2885,1st
3899,242,popcornplokker,7908,2885,2nd
3900,243,u4x,7950,2885,3rd
3901,244,pgb,7949,2885,4th
3902,245,binary-dragons,6669,2834,1st
3903,246,forcebuy,7732,2834,2nd
3904,247,squared,7669,2834,3-4th
3905,248,fireplay,7951,2834,3-4th
3906,249,extatus,6745,2874,1st
3907,250,spirit-academy,7900,2874,2nd
3908,251,evolution,5946,2874,3-4th
3909,252,wasd,7668,2874,3-4th
3910,253,x6tence,4468,2874,5-8th
3911,254,zarlans,7182,2874,5-8th
3912,255,impossible,7835,2874,5-8th
3913,256,unlucky,7896,2874,5-8th
3914,257,north-academy,7713,2878,1st
3915,258,fragsters,6855,2878,2nd
3916,259,ajukreizi,7919,2878,3-4th
3917,260,competitive,7937,2878,3-4th
3918,261,midlertidig,5061,2878,5-6th
3919,262,eav,7938,2878,5-6th
3920,263,alpha,6807,2878,7-8th
3921,264,inthem1x,7859,2878,7-8th
3922,265,lgd,6899,2861,1-8th
3923,266,five,6908,2861,1-8th
3924,267,sp,7894,2861,1-8th
3925,268,tot,7932,2861,1-8th
3926,269,ae,7371,2861,1-8th
3927,270,gg,7942,2861,1-8th
3928,271,rte,7480,2861,1-8th
3929,272,lynx,7526,2861,1-8th
3930,273,efuture,6635,2861,9-16th
3931,274,wingsv,7527,2861,9-16th
3932,275,hegemonyperson,7528,2861,9-16th
3933,276,ehome,7024,2861,9-16th
3934,277,ngse,7312,2861,9-16th
3935,278,elapse,7941,2861,9-16th
3936,279,ef,7943,2861,9-16th
3937,280,t5,7945,2861,9-16th
3938,281,red-reserve,7613,2871,1-2nd
3939,282,north-academy,7713,2871,1-2nd
3940,283,fnatic-academy,7169,2871,3-4th
3941,284,ajukreizi,7919,2871,3-4th
3942,285,zoctai,4992,2871,5-8th
3943,286,igamecom,7331,2871,5-8th
3944,287,heliumsgrabbar,7877,2871,5-8th
3945,288,kungar,7911,2871,5-8th
3946,289,singularity,6978,2813,1st
3947,290,outlaws,7397,2813,2nd
3948,291,penta,5395,2813,3rd
3949,292,red-reserve,7613,2813,4th
3950,293,tricked,4602,2813,5-6th
3951,294,ldlc,4674,2813,5-6th
3952,295,epsilon,4688,2813,7-8th
3953,296,kinguin,6134,2813,7-8th
3954,297,atleterna,7933,2875,1st
3955,298,gott-blandat,7935,2875,2nd
3956,299,cai,4806,2875,3-4th
3957,300,pansarvagn,7934,2875,3-4th
3958,301,singularity,6978,2863,1st
3959,302,team123,6758,2863,2nd
3960,303,pride,6896,2863,3-4th
3961,304,red-reserve,7613,2863,3-4th
3962,305,epsilon,4688,2863,5-8th
3963,306,greyface,5399,2863,5-8th
3964,307,north-academy,7713,2863,5-8th
3965,308,ajukreizi,7919,2863,5-8th
3966,309,gamerz-blue,7930,2870,1st
3967,310,gamerz-red,7931,2870,2nd
3968,311,aesthetic,7927,2869,1st
3969,312,asd123,7926,2869,2nd
3970,313,chupakabras,7925,2869,3-4th
3971,314,online-pro,7928,2869,3-4th
3972,315,clg,5974,2865,1st
3973,316,renegades,6211,2865,2nd
3974,317,ownage,5670,2865,3-4th
3975,318,luminosity,6290,2865,3-4th
3976,319,mousespaz,4645,2865,5-8th
3977,320,complexity,5005,2865,5-8th
3978,321,nrg,6673,2865,5-8th
3979,322,misfits,7557,2865,5-8th
3980,323,heroic,7175,2792,1-2nd
3981,324,space-soldiers,5929,2792,1-2nd
3982,325,dignitas,5422,2792,3-4th
3983,326,godsent,6902,2792,3-4th
3984,327,tricked,4602,2792,5-8th
3985,328,big,7532,2792,5-8th
3986,329,tundra,7929,2792,5-8th
3987,330,envy,5991,2792,5-8th
3988,331,k29,4908,2792,9-12th
3989,332,outlaws,7397,2792,9-12th
3990,333,flipsid3,5988,2792,9-12th
3991,334,kinguin,6134,2792,9-12th
3992,335,avant,5293,2802,1st
3993,336,legacy,6468,2802,2nd
3994,337,athletico,5680,2802,3rd
3995,338,funky-monkeys,7218,2802,4th
3996,339,mousespaz,4645,2864,1-4th
3997,340,complexity,5005,2864,1-4th
3998,341,ownage,5670,2864,1-4th
3999,342,nrg,6673,2864,1-4th
4000,343,mythic,5479,2864,5-8th
4001,344,jaguar,7504,2864,5-8th
4002,345,ajax,7558,2864,5-8th
4003,346,bushido-boyz,7885,2864,5-8th
4004,347,liquid,5973,2795,1st
4005,348,clg,5974,2795,2nd
4006,349,renegades,6211,2795,3-4th
4007,350,misfits,7557,2795,3-4th
4008,351,complexity,5005,2795,5-6th
4009,352,splyce,6301,2795,5-6th
4010,353,greyface,5399,2862,1-4th
4011,354,ajukreizi,7919,2862,1-4th
4012,355,team123,6758,2862,1-4th
4013,356,pride,6896,2862,1-4th
4014,357,dead-pixels,6369,2862,5-8th
4015,358,extatus,6745,2862,5-8th
4016,359,omfmike,7920,2862,5-8th
4017,360,whocares,7922,2862,5-8th
4018,361,fmesports,4445,2862,9-16th
4019,362,envyus-academy,7856,2862,9-16th
4020,363,havu,7865,2862,9-16th
4021,364,fantazerbl,7915,2862,9-16th
4022,365,binary-dragons,6669,2862,9-16th
4023,366,cheater,7921,2862,9-16th
4024,367,spartak,7797,2862,9-16th
4025,368,noobs-gone-wild,7923,2862,9-16th
4026,369,planetkey,5195,2774,1st
4027,370,euronics,6343,2774,2nd
4028,371,nordic-warthogs,7677,2868,1st
4029,372,tempno,4611,2868,2nd
4030,373,gameplaydna,6322,2858,1st
4031,374,eon,7917,2858,2nd
4032,375,puggods,7916,2858,3-4th
4033,376,bleiz,7918,2858,3-4th
4034,377,tyloo,4863,2815,1-4th
4035,378,new4,4865,2815,1-4th
4036,379,vgrenascence,7611,2815,1-4th
4037,380,eclipse,7892,2815,1-4th
4038,381,emp,7479,2815,5-8th
4039,382,vici,7606,2815,5-8th
4040,383,boot,6898,2815,5-8th
4041,384,uya,7716,2815,5-8th
4042,385,allgamers,6504,2815,9-11th
4043,386,ehome,7024,2815,9-11th
4044,387,lgd,6899,2815,9-11th
4045,388,five,6908,2815,12-14th
4046,389,wings,6573,2815,12-14th
4047,390,hegemonyperson,7528,2815,12-14th
4048,391,efuture,6635,2815,15-16th
4049,392,hg,6790,2815,15-16th
4050,393,penta,5395,2822,1-2nd
4051,394,envy,5991,2822,1-2nd
4052,395,ldlc,4674,2822,3-5th
4053,396,igamecom,7331,2822,3-5th
4054,397,big,7532,2822,3-5th
4055,398,kinguin,6134,2822,6-8th
4056,399,fnatic-academy,7169,2822,6-8th
4057,400,dignitas,5422,2822,6-8th
4058,401,tricked,4602,2822,9-11th
4059,402,heroic,7175,2822,9-11th
4060,403,space-soldiers,5929,2822,9-11th
4061,404,nip,4411,2822,12-14th
4062,405,outlaws,7397,2822,12-14th
4063,406,red-reserve,7613,2822,12-14th
4064,407,epsilon,4688,2822,15-16th
4065,408,north-academy,7713,2822,15-16th
4066,409,spartak,7797,2849,1-4th
4067,410,spirit,7020,2849,1-4th
4068,411,tengri,7145,2849,1-4th
4069,412,spirit-academy,7900,2849,1-4th
4070,413,k29,4908,2849,5-8th
4071,414,quantum-bellator-fire,7367,2849,5-8th
4072,415,vega-squadron,6094,2849,5-8th
4073,416,pro100,7898,2849,5-8th
4074,417,evolution,5946,2849,9-12th
4075,418,nova,7787,2849,9-12th
4076,419,log,6215,2849,9-12th
4077,420,teamasd,7819,2849,9-12th
4078,421,epg,7489,2849,13-16th
4079,422,zarlans,7182,2849,13-16th
4080,423,spraynpray,7264,2849,13-16th
4081,424,hala-ares,7905,2849,13-16th
4082,425,binary-dragons,6669,2833,1-2nd
4083,426,forcebuy,7732,2833,1-2nd
4084,427,nexus,7187,2833,3rd
4085,428,extatus,6745,2833,4th
4086,429,bpro,6762,2833,5-8th
4087,430,outlaws,7397,2833,5-8th
4088,431,budapest-corvini,7836,2833,5-8th
4089,432,ex-manatee,7897,2833,5-8th
4090,433,fury,7785,2833,9-12th
4091,434,impossible,7835,2833,9-12th
4092,435,ex-darkpassage,7607,2833,9-12th
4093,436,red-reserve,7613,2833,9-12th
4094,437,squared,7669,2833,13-16th
4095,438,sensei,7673,2833,13-16th
4096,439,netland,7437,2833,13-16th
4097,440,ttfu,7864,2833,13-16th
4098,441,forcebuy,7732,2859,1st
4099,442,alpha,6807,2859,2nd
4100,443,enigma6,7592,2797,1st
4101,444,ghost,7801,2797,2nd
4102,445,rush,7104,2797,3rd
4103,446,the-foundation,6985,2797,4th
4104,447,hellraisers,5310,2796,1st
4105,448,big,7532,2796,2nd
4106,449,penta,5395,2796,3rd
4107,450,virtuspro,5378,2796,4th
4108,451,imperial,7701,2778,1-2nd
4109,452,fightclub,7823,2778,1-2nd
4110,453,passions,7124,2778,3-4th
4111,454,outlaws,7397,2778,3-4th
4112,455,inetkoxtv,6998,2778,5-6th
4113,456,pride,6896,2778,5-6th
4114,457,x6tence,4468,2778,7-8th
4115,458,pompa-black,7834,2778,7-8th
4116,459,outlaws,7397,2821,1-2nd
4117,460,igamecom,7331,2821,1-2nd
4118,461,pride,6896,2821,3-4th
4119,462,en-av-de-lette,7914,2821,3-4th
4120,463,aligon,4894,2821,5-8th
4121,464,planetkey,5195,2821,5-8th
4122,465,opaa,7743,2821,5-8th
4123,466,memyselfi,7009,2821,5-8th
4124,467,kpi,7339,2821,9-16th
4125,468,eastern-vikings,6636,2821,9-16th
4126,469,wysix,7649,2821,9-16th
4127,470,extatus,6745,2821,9-16th
4128,471,forcebuy,7732,2821,9-16th
4129,472,team123,6758,2821,9-16th
4130,473,havu,7865,2821,9-16th
4131,474,fantazerbl,7915,2821,9-16th
4132,475,unlucky,7896,2851,1st
4133,476,impossible,7835,2851,2nd
4134,477,spraynpray,7264,2851,3-4th
4135,478,ttfu,7864,2851,3-4th
4136,479,zarlans,7182,2851,5-8th
4137,480,wolsung,7340,2851,5-8th
4138,481,quantum-bellator-fire,7367,2851,5-8th
4139,482,rogue-academy,7691,2851,5-8th
4140,483,recca,7344,2699,1st
4141,484,boot-ds,7567,2699,2nd
4142,485,glassysky,7363,2699,3rd
4143,486,signature,6774,2699,4th
4144,487,jyp,7491,2699,5th
4145,488,mineski,6715,2699,6th
4146,489,fire-dragoon,7421,2699,7th
4147,490,mith,6353,2699,8th
4148,491,utm,7655,2699,9th
4149,492,sabertooth,7274,2699,10th
4150,493,evolution,5946,2848,1-4th
4151,494,log,6215,2848,1-4th
4152,495,teamasd,7819,2848,1-4th
4153,496,makemistake,7912,2848,1-4th
4154,497,vengeance,7266,2848,5-8th
4155,498,goodjob,7820,2848,5-8th
4156,499,kungar,7911,2848,5-8th
4157,500,execution,7913,2848,5-8th
4158,501,cloud9,5752,2844,1st
4159,502,sk,6137,2844,2nd
4160,503,clg,5974,2844,3-4th
4161,504,immortals,7010,2844,3-4th
4162,505,liquid,5973,2844,5-8th
4163,506,luminosity,6290,2844,5-8th
4164,507,optic,6615,2844,5-8th
4165,508,nrg,6673,2844,5-8th
4166,509,misfits,7557,2828,1-2nd
4167,510,nrg,6673,2828,1-2nd
4168,511,complexity,5005,2828,3-5th
4169,512,clg,5974,2828,3-5th
4170,513,luminosity,6290,2828,3-5th
4171,514,mask-off,7879,2828,6-8th
4172,515,eclipse,6987,2828,6-8th
4173,516,bushido-boyz,7885,2828,6-8th
4174,517,fakeoutnation,7263,2828,9-12th
4175,518,miami-flamingos,7531,2828,9-12th
4176,519,broken-alliance,6811,2828,9-12th
4177,520,rush,7104,2828,9-12th
4178,521,ajax,7558,2828,13-16th
4179,522,ronin,6707,2828,13-16th
4180,523,guerrilla-tactics,7882,2828,13-16th
4181,524,trumps-anime,7883,2828,13-16th
4182,525,shox-kennys,7826,2801,1st
4183,526,cajunb-aizy,7899,2801,2nd
4184,527,xantares-calyx,7871,2801,3rd
4185,528,rain-niko,7825,2801,4th
4186,529,seized-s1mple,7828,2801,5-6th
4187,530,niko-jugi,7889,2801,5-6th
4188,531,happy-scream,7824,2801,7-8th
4189,532,juliano-zaaz,7827,2801,7-8th
4190,533,penta,5395,2749,1st
4191,534,big,7532,2749,2nd
4192,535,splyce,6301,2749,3-4th
4193,536,godsent,6902,2749,3-4th
4194,537,pain,4773,2749,5-6th
4195,538,dark-sided,7212,2749,5-6th
4196,539,enigma6,7592,2749,7-8th
4197,540,ghost,7801,2749,7-8th
4198,541,popcornplokker,7908,2857,1st
4199,542,hittasista,7910,2857,2nd
4200,543,skillnaden,7907,2857,3-4th
4201,544,flaxbanan,7909,2857,3-4th
4202,545,flash,7660,2850,1st
4203,546,vici,7606,2850,2nd
4204,547,new4,4865,2850,3-4th
4205,548,ehome,7024,2850,3-4th
4206,549,emp,7479,2850,5-8th
4207,550,five,6908,2850,5-8th
4208,551,uya,7716,2850,5-8th
4209,552,wnv,7798,2850,5-8th
4210,553,eclipse,7892,2850,9-16th
4211,554,wingsv,7527,2850,9-16th
4212,555,eclipseo,7893,2850,9-16th
4213,556,boot,6898,2850,9-16th
4214,557,hegemonyperson,7528,2850,9-16th
4215,558,sp,7894,2850,9-16th
4216,559,lgd,6899,2850,9-16th
4217,560,ae,7371,2850,9-16th
4218,561,hg,6790,2850,17-20th
4219,562,nga,7895,2850,17-20th
4220,563,vgrenascence,7611,2850,17-20th
4221,564,zdm,7372,2850,17-20th
4222,565,planetkey,5195,2852,1st
4223,566,alternate-attax,4501,2852,2nd
4224,567,panthers,6693,2852,3rd
4225,568,divizon,7425,2852,4th
4226,569,sk,6137,2639,1st
4227,570,liquid,5973,2639,2nd
4228,571,immortals,7010,2639,3rd
4229,572,nrg,6673,2639,4th
4230,573,cloud9,5752,2639,5th
4231,574,optic,6615,2639,6th
4232,575,luminosity,6290,2639,7th
4233,576,clg,5974,2639,8th
4234,577,renegades,6211,2639,9th
4235,578,misfits,7557,2639,10th
4236,579,complexity,5005,2639,11th
4237,580,rush,7104,2639,12th
4238,581,the-foundation,6985,2639,13th
4239,582,animal-squad,6379,2639,14th
4240,583,north,7533,2638,1st
4241,584,g2,5995,2638,2nd
4242,585,mousesports,4494,2638,3rd
4243,586,fnatic,4991,2638,4th
4244,587,natus-vincere,4608,2638,5th
4245,588,envy,5991,2638,6th
4246,589,faze,6667,2638,7th
4247,590,astralis,6665,2638,8th
4248,591,heroic,7175,2638,9th
4249,592,nip,4411,2638,10th
4250,593,ldlc,4674,2638,11th
4251,594,hellraisers,5310,2638,12th
4252,595,virtuspro,5378,2638,13th
4253,596,kinguin,6134,2638,14th
4254,597,dizlown,7242,2840,5-8th
4255,598,awsomniac,5415,2840,5-8th
4256,599,nativ,6995,2840,5-8th
4257,600,boxers,7857,2840,5-8th
4258,601,passions,7124,2820,1-2nd
4259,602,dignitas,5422,2820,1-2nd
4260,603,alternate-attax,4501,2820,3-4th
4261,604,wasd,7668,2820,3-4th
4262,605,outlaws,7397,2820,5-8th
4263,606,envyus-academy,7856,2820,5-8th
