,matchcode,team,map,priority
237,2310651,KPI,Train,3
238,2310651,Bpro,Cache,4
239,2310628,x6tence,Inferno,3
240,2310628,RCTIC,Nuke,4
241,2310630,Pompa Black,Mirage,3
242,2310630,G2V,Train,4
243,2310398,Bpro,Cache,3
244,2310398,Tortues Ninja,Cobblestone,4
245,2310357,Nexus,Mirage,3
246,2310357,Singularity,Nuke,4
247,2310354,Outlaws,Train,3
248,2310354,x6tence,Inferno,4
249,2310400,G2V,Cache,3
250,2310400,Oserv,Cobblestone,4
251,2310397,Giants,Mirage,3
252,2310397,RCTIC,Nuke,4
253,2310355,KPI,Train,3
254,2310355,Chrome,Cache,4
255,2310399,CAZ,Inferno,3
256,2310399,Playing Ducks,Mirage,4
257,2310356,Pompa Black,Mirage,3
258,2310356,Epsilon,Cache,4
259,2310353,Pompa Black,Nuke,1
260,2310353,Pompa Black,Train,3
261,2310353,RCTIC,Overpass,4
262,2310352,Epsilon,Nuke,1
263,2310352,Epsilon,Train,3
264,2310352,Giants,Mirage,4
265,2310351,Nexus,Cache,3
266,2310351,Tortues Ninja,Nuke,4
267,2310350,Singularity,Nuke,3
268,2310350,Singularity,Cobblestone,4
269,2310348,KPI,Nuke,3
270,2310348,Playing Ducks,Mirage,4
271,2310347,G2V,Nuke,3
272,2310347,x6tence,Cobblestone,4
273,2310346,Outlaws,Train,3
274,2310346,Oserv,Mirage,4
275,2311351,Outlaws,Cobblestone,5
276,2311351,Nexus,Mirage,6
277,2311307,Invictus Aquilas,Overpass,5
278,2311307,Outlaws,Cobblestone,6
279,2311273,Nexus,Mirage,5
280,2311273,Bpro,Inferno,6
281,2311194,HoP,Cobblestone,5
282,2311194,Invictus Aquilas,Cache,6
283,2311147,Nexus,Mirage,5
284,2311147,RESISTANCE,Cobblestone,6
285,2310954,Nexus,Mirage,5
286,2310954,Outlaws,Train,6
287,2311056,Binary Dragons,Inferno,5
288,2311056,HoP,Cache,6
289,2311051,Squared,Cobblestone,5
290,2311051,Outlaws,Mirage,6
291,2311054,Bpro,Cache,5
292,2311054,Imperial,Inferno,6
293,2311053,Shanghai Emperors,Inferno,5
294,2311053,Sensei,Mirage,6
295,2311052,TTFU,Cobblestone,5
296,2311052,Invictus Aquilas,Nuke,6
297,2311055,Netland,Mirage,5
298,2311055,RESISTANCE,Cache,6
299,2311049,RESISTANCE,Cobblestone,5
300,2311049,Sensei,Inferno,6
301,2310580,Invictus Aquilas,Inferno,3
302,2310580,Netland,Cache,4
303,2310989,Bpro,Cobblestone,5
304,2310989,Sensei,Train,6
305,2310828,Netland,Mirage,5
306,2310828,Sensei,Inferno,6
307,2310979,Invictus Aquilas,Overpass,5
308,2310979,Imperial,Mirage,6
309,2310980,Nexus,Mirage,5
310,2310980,Squared,Cobblestone,6
311,2310956,Netland,Mirage,5
312,2310956,Shanghai Emperors,Cache,6
313,2310955,TTFU,Inferno,5
314,2310955,Imperial,Train,6
315,2310826,Vatos Locos,Cobblestone,3
316,2310826,HoP,Nuke,4
317,2310880,TTFU,Train,5
318,2310880,Sensei,Inferno,6
319,2310829,TTFU,Train,5
320,2310829,Bpro,Cobblestone,6
321,2310827,RESISTANCE,Cache,5
322,2310827,Shanghai Emperors,Mirage,6
323,2310824,Invictus Aquilas,Cache,5
324,2310824,Sensei,Inferno,6
325,2310825,Binary Dragons,Inferno,5
326,2310825,Budapest Corvini,Cache,6
327,2310800,Invictus Aquilas,Inferno,5
328,2310800,Bpro,Cobblestone,6
329,2310772,Nexus,Mirage,5
330,2310772,Granted,Inferno,6
331,2310699,Nexus,Cache,5
332,2310699,Binary Dragons,Mirage,6
333,2310698,Bpro,Cache,5
334,2310698,Netland,Mirage,6
335,2310696,Imperial,Overpass,5
336,2310696,RESISTANCE,Cobblestone,6
337,2310750,Squared,Inferno,5
338,2310750,Binary Dragons,Mirage,6
339,2310694,Outlaws,Train,5
340,2310694,Granted,Inferno,6
341,2310697,Invictus Aquilas,Overpass,5
342,2310697,Shanghai Emperors,Mirage,6
343,2310584,Imperial,Inferno,5
344,2310584,Netland,Cache,6
345,2310582,Outlaws,Train,5
346,2310582,Binary Dragons,Inferno,6
347,2310581,TTFU,Cobblestone,5
348,2310581,RESISTANCE,Mirage,6
349,2310579,Imperial,Inferno,5
350,2310579,Sensei,Cache,6
351,2310577,Squared,Inferno,5
352,2310577,HoP,Cobblestone,6
353,2310578,Bpro,Cache,5
354,2310578,Shanghai Emperors,Mirage,6
355,2310576,Outlaws,Train,5
356,2310576,HoP,Cobblestone,6
357,2310575,Invictus Aquilas,Cobblestone,5
358,2310575,RESISTANCE,Overpass,6
359,2310458,TTFU,Cobblestone,5
360,2310458,Shanghai Emperors,Inferno,6
361,2310456,Nexus,Cobblestone,5
362,2310456,HoP,Train,6
363,2310457,Bpro,Cache,5
364,2310457,RESISTANCE,Cobblestone,6
365,2310455,Squared,Inferno,5
366,2310455,Granted,Train,6
367,2310361,Netland,Train,5
368,2310361,TTFU,Mirage,6
369,2310358,Squared,Inferno,5
370,2310358,Budapest Corvini,Cobblestone,6
371,2310362,Imperial,Inferno,5
372,2310362,Shanghai Emperors,Cache,6
373,2310359,Zero Respect,Mirage,5
374,2310359,Granted,Inferno,6
375,2311333,eXtatus,Nuke,3
376,2311333,North Academy,Cache,4
377,2311311,KPI,Train,3
378,2311311,eXtatus,Inferno,4
379,2311296,Alpha,Overpass,3
380,2311296,North Academy,Cache,4
381,2311133,Binary Dragons,Nuke,3
382,2311133,Alpha,Cobblestone,4
383,2311132,Singularity,Nuke,3
384,2311132,North Academy,Cache,4
385,2311131,Tengri,Mirage,3
386,2311131,KPI,Train,4
387,2311130,Outlaws,Mirage,3
388,2311130,eXtatus,Inferno,4
389,2310821,Alpha,Cobblestone,5
390,2310821,Outlaws,Overpass,6
391,2310516,KPI,Train,3
392,2310516,Singularity,Overpass,4
393,2310819,ALTERNATE aTTaX,Train,5
394,2310819,eXtatus,Cobblestone,6
395,2310515,iGame.com,Mirage,5
396,2310515,Alpha,Inferno,6
397,2310818,Tengri,Overpass,5
398,2310818,North Academy,Train,6
399,2310514,EPG,Inferno,5
400,2310514,Outlaws,Cobblestone,6
401,2310513,Alpha,Cobblestone,5
402,2310513,EPG,Cache,6
403,2310512,Binary Dragons,Mirage,5
404,2310512,eXtatus,Cache,6
405,2310509,Sensei,Mirage,5
406,2310509,Tengri,Cobblestone,6
407,2310429,iGame.com,Mirage,6
408,2310222,iGame.com,Nuke,5
409,2310222,EPG,Mirage,6
410,2310221,KPI,Nuke,5
411,2310221,Defusekids,Train,6
412,2310219,Sensei,Inferno,5
413,2310219,North Academy,Cobblestone,6
414,2310218,Tricked,Cobblestone,5
415,2310218,Tengri,Overpass,6
416,2310217,Singularity,Mirage,5
417,2310217,Red Reserve,Cobblestone,6
418,2310215,Space Academy,Cache,5
419,2310215,eXtatus,Mirage,6
420,2310214,Binary Dragons,Inferno,5
421,2310214,ALTERNATE aTTaX,Cobblestone,6
422,2310121,Defusekids,Cobblestone,5
423,2310121,Red Reserve,Train,6
424,2311193,TYLOO,Mirage,3
425,2311193,Renegades,Cache,4
426,2311193,TYLOO,Cobblestone,6
427,2311192,TYLOO,Mirage,3
428,2311192,Immunity,Overpass,4
429,2311192,TYLOO,Inferno,6
430,2311191,TYLOO,Mirage,3
431,2311191,Flash,Train,4
432,2311191,TYLOO,Cobblestone,6
433,2311190,Immunity,Train,3
434,2311190,Renegades,Nuke,4
435,2311190,Immunity,Mirage,6
436,2311189,Flash,Inferno,3
437,2311189,Immunity,Overpass,4
438,2311189,Flash,Train,6
439,2311188,TYLOO,Mirage,3
440,2311188,Renegades,Cache,4
441,2311188,TYLOO,Overpass,6
442,2311187,TheMongolz,Inferno,3
443,2311187,Immunity,Overpass,4
444,2311187,TheMongolz,Cobblestone,6
445,2311186,TheMongolz,Train,3
446,2311186,7642,Inferno,4
447,2311186,TheMongolz,Mirage,6
448,2311184,Signature,Mirage,3
449,2311184,Renegades,Nuke,4
450,2311184,Signature,Overpass,6
451,2311183,Spotnet,Cobblestone,3
452,2311183,Signature,Mirage,4
453,2311183,Spotnet,Overpass,6
454,2311271,G2,Cache,3
455,2311271,North,Cobblestone,4
456,2311271,G2,Overpass,5
457,2311271,North,Inferno,6
458,2311270,Liquid,Nuke,3
459,2311270,North,Mirage,4
460,2311269,SK,Cache,3
461,2311269,G2,Overpass,4
462,2311268,Liquid,Cobblestone,3
463,2311268,Envy,Train,4
464,2311267,SK,Mirage,3
465,2311267,mousesports,Cache,4
466,2311209,Keyd Stars,Inferno,3
467,2311209,TeamOne,Train,4
468,2311143,TShow,Cache,3
469,2311143,TeamOne,Train,4
470,2311142,Black Dragons,Cobblestone,3
471,2311142,Keyd Stars,Cache,4
472,2311117,Black Dragons,Cobblestone,3
473,2311117,hookahlike,Train,4
474,2311120,TShow,Cache,3
475,2311120,Merciless,Cobblestone,4
476,2311118,Keyd Stars,Cache,3
477,2311118,Glacon,Mirage,4
478,2311119,TeamOne,Train,3
479,2311119,ProGaming,Cache,4
480,2311266,TYLOO,Mirage,3
481,2311266,Eclipse,Train,4
482,2311244,TYLOO,Mirage,3
483,2311244,Eclipse,Train,4
484,2311210,New4,Nuke,3
485,2311210,T.O.T,Inferno,4
486,2311201,Eclipse,Nuke,3
487,2311201,New4,Train,4
488,2311200,TYLOO,Mirage,3
489,2311200,T.O.T,Inferno,4
490,2311141,Space Soldiers,Cobblestone,3
491,2311141,Red Reserve,Mirage,4
492,2311140,Kinguin,Train,3
493,2311140,Red Reserve,Cobblestone,4
494,2311139,Space Soldiers,Cache,3
495,2311139,Gatekeepers,Mirage,4
496,2311138,fnatic Academy,Cobblestone,3
497,2311138,Red Reserve,Mirage,4
498,2311137,Outlaws,Overpass,3
499,2311137,Kinguin,Train,4
500,2311136,Space Soldiers,Cache,3
501,2311136,Imperial,Overpass,4
502,2311135,PENTA,Train,3
503,2311135,Gatekeepers,Mirage,4
504,2311205,7642,Overpass,3
505,2311205,ViCi,Mirage,4
506,2311204,Recca,Cobblestone,3
507,2311204,UYA,Cache,4
508,2311203,Recca,Cobblestone,3
509,2311203,ViCi,Mirage,4
510,2311202,7642,Train,3
511,2311202,Recca,Mirage,4
512,2311161,ViCi,Nuke,3
513,2311161,UYA,Mirage,4
514,2311160,7642,Inferno,3
515,2311160,UYA,Cache,4
516,2311148,fnatic Academy,Cobblestone,3
517,2311148,Red Reserve,Train,4
518,2311032,Kungar,Inferno,3
519,2311032,fnatic Academy,Mirage,4
520,2311031,Zoctai,Overpass,3
521,2311031,Red Reserve,Mirage,4
522,2311125,North Academy,Train,3
523,2311125,ajukreizi,Cobblestone,4
524,2311029,heliumsgrabbar,Mirage,3
525,2311029,ajukreizi,Cobblestone,4
526,2311030,iGame.com,Nuke,3
527,2311030,North Academy,Train,4
528,2310977,Outlaws,Train,3
529,2310977,Singularity,Mirage,4
530,2310978,Red Reserve,Cobblestone,3
531,2310978,PENTA,Train,4
532,2310823,PENTA,Train,3
533,2310823,Outlaws,Mirage,4
534,2310822,Singularity,Nuke,3
535,2310822,passions,Cobblestone,4
536,2310625,Singularity,Nuke,3
537,2310625,Tricked,Inferno,4
538,2310624,Outlaws,Mirage,3
539,2310624,Tricked,Overpass,4
540,2310623,LDLC,Cache,3
541,2310623,Kinguin,Train,4
542,2310622,Tricked,Cobblestone,3
543,2310622,Epsilon,Mirage,4
544,2310621,Epsilon,Inferno,3
545,2310621,Singularity,Overpass,4
546,2310620,Outlaws,Overpass,3
547,2310620,Epsilon,Inferno,4
548,2310431,passions,Overpass,3
549,2310431,PENTA,Inferno,4
550,2310432,Singularity,Mirage,3
551,2310432,Outlaws,Cobblestone,4
552,2310275,PENTA,Cache,3
553,2310275,Kinguin,Train,4
554,2310263,PENTA,Train,3
555,2310263,LDLC,Cobblestone,4
556,2310274,passions,Cobblestone,3
557,2310274,LDLC,Nuke,4
558,2310262,passions,Mirage,3
559,2310262,Kinguin,Train,4
560,2311048,Team123,Train,3
561,2311048,Singularity,Nuke,4
562,2311035,Team123,Nuke,3
563,2311035,Red Reserve,Cobblestone,4
564,2311033,PRIDE,Cache,3
565,2311033,Singularity,Nuke,4
566,2311010,GreyFace,Mirage,3
567,2311010,Red Reserve,Overpass,4
568,2311009,PRIDE,Nuke,3
569,2311009,Epsilon,Cache,4
570,2311011,Team123,Cobblestone,3
571,2311011,North Academy,Mirage,4
572,2311008,ajukreizi,Mirage,3
573,2311008,Singularity,Overpass,4
574,2311023,Renegades,Cobblestone,3
575,2311023,CLG,Mirage,4
576,2311021,Luminosity,Overpass,3
577,2311021,CLG,Mirage,4
578,2311022,ownage,Mirage,3
579,2311022,Renegades,Cobblestone,4
580,2311020,ownage,Train,3
581,2311020,Misfits,Overpass,4
582,2311018,NRG,Cobblestone,3
583,2311018,Luminosity,Overpass,4
584,2311019,compLexity,Train,3
585,2311019,Renegades,Mirage,4
586,2311017,mouseSpaz,Train,3
587,2311017,CLG,Mirage,4
588,2311034,Space Soldiers,Cobblestone,3
589,2311034,GODSENT,Mirage,4
590,2311026,Dignitas,Inferno,3
591,2311026,Heroic,Nuke,4
592,2310992,Tundra,Mirage,3
593,2310992,GODSENT,Cache,4
594,2310993,Space Soldiers,Cache,3
595,2310993,Envy,Train,4
596,2310990,BIG,Cobblestone,3
597,2310990,Heroic,Mirage,4
598,2310991,Dignitas,Mirage,3
599,2310991,Tricked,Train,4
600,2310985,Polaris,Mirage,3
601,2310985,Kinguin,Train,4
602,2310983,BIG,Cache,3
603,2310983,FlipSid3,Overpass,4
604,2310986,Space Soldiers,Cobblestone,3
605,2310986,Outlaws,Train,4
606,2310984,K29,Overpass,3
607,2310984,Dignitas,Mirage,4
608,2310976,Liquid,Cobblestone,3
609,2310976,CLG,Inferno,4
610,2310975,Misfits,Overpass,3
611,2310975,Liquid,Cobblestone,4
612,2310974,Renegades,Mirage,3
613,2310974,CLG,Overpass,4
614,2310973,Misfits,Mirage,3
615,2310973,Splyce,Train,4
616,2310972,Renegades,Nuke,3
617,2310972,compLexity,Cache,4
618,2310895,TYLOO,Mirage,3
619,2310895,ViCi,Train,4
620,2310896,New4,Nuke,3
621,2310896,EMP,Cache,4
622,2310894,Eclipse,Train,3
623,2310894,BOOT,Mirage,4
624,2310966,LOG,Cobblestone,3
625,2310966,pro100,Mirage,4
626,2310965,teamasd,Mirage,3
627,2310965,K29,Overpass,4
628,2310964,Vega Squadron,Train,3
629,2310964,NOVA,Mirage,4
630,2310890,EPG,Mirage,3
631,2310890,Quantum Bellator Fire,Inferno,4
632,2310891,LOG,Inferno,3
633,2310891,zARLANS,Cache,4
634,2310877,K29,Train,3
635,2310877,Spirit,Cobblestone,4
636,2310889,NOVA,Overpass,3
637,2310889,spray'n'pray,Train,4
638,2310887,pro100,Inferno,3
639,2310887,Tengri,Mirage,4
640,2310886,Spirit Academy,Overpass,3
641,2310886,Evolution,Mirage,4
642,2310878,Spartak,Train,3
643,2310878,Vega Squadron,Overpass,4
644,2310856,Tengri,Mirage,3
645,2310856,LOG,Train,4
646,2310855,EPG,Inferno,3
647,2310855,Spirit Academy,Train,4
648,2310854,Evolution,Mirage,3
649,2310854,Quantum Bellator Fire,Train,4
650,2310857,pro100,Mirage,3
651,2310857,zARLANS,Cache,4
652,2310851,Hala Ares,Inferno,3
653,2310851,K29,Nuke,4
654,2310853,spray'n'pray,Nuke,3
655,2310853,Spartak,Train,4
656,2310852,NOVA,Mirage,3
657,2310852,Vega Squadron,Cache,4
658,2310957,eXtatus,Inferno,3
659,2310957,Nexus,Cache,4
660,2310899,Forcebuy,Overpass,3
661,2310899,Nexus,Mirage,4
662,2310898,eXtatus,Inferno,3
663,2310898,Binary Dragons,Nuke,4
664,2310870,Binary Dragons,Inferno,3
665,2310870,ex-Manatee,Cobblestone,4
666,2310869,eXtatus,Inferno,3
667,2310869,Bpro,Cobblestone,4
668,2310792,Budapest Corvini,Inferno,3
669,2310792,Nexus,Cache,4
670,2310789,Impossible,Mirage,3
671,2310789,Binary Dragons,Nuke,4
672,2310790,eXtatus,Cobblestone,3
673,2310790,Fury,Inferno,4
674,2310627,Fury,Mirage,3
675,2310627,Netland,Overpass,4
676,2310626,eXtatus,Cobblestone,3
677,2310626,ex-Manatee,Mirage,4
678,2310588,Sensei,Mirage,3
679,2310588,Binary Dragons,Inferno,4
680,2310587,Bpro,Cache,3
681,2310587,Impossible,Mirage,4
682,2310597,Fury,Inferno,3
683,2310597,ex-Manatee,Mirage,4
684,2310586,eXtatus,Overpass,3
685,2310586,Netland,Mirage,4
686,2310281,Bpro,Cobblestone,3
687,2310281,Sensei,Mirage,4
688,2310280,Binary Dragons,Cache,3
689,2310280,Impossible,Mirage,4
690,2310279,Squared,Inferno,3
691,2310279,Budapest Corvini,Mirage,4
692,2310278,Outlaws,Overpass,3
693,2310278,ex-DarkPassage,Mirage,4
694,2310277,TTFU,Train,3
695,2310277,Forcebuy,Nuke,4
696,2310087,Outlaws,Cobblestone,3
697,2310087,Budapest Corvini,Mirage,4
698,2310086,ex-DarkPassage,Mirage,3
699,2310086,Squared,Cobblestone,4
700,2310085,Above the Rest,Train,3
701,2310085,Nexus,Mirage,4
702,2310085,Nexus,Cobblestone,6
703,2310084,Red Reserve,Nuke,3
704,2310084,Forcebuy,Train,4
705,2310834,Ghost,Train,3
706,2310834,Rush,Overpass,4
707,2310833,Enigma6,Mirage,3
708,2310833,Rush,Cobblestone,4
709,2310832,Ghost,Train,3
710,2310832,The Foundation,Mirage,4
711,2310831,Enigma6,Mirage,3
712,2310831,The Foundation,Cobblestone,4
713,2310830,Ghost,Inferno,3
714,2310830,Rush,Mirage,4
715,2310900,PENTA,Inferno,3
716,2310900,BIG,Cobblestone,4
717,2310884,BIG,Cobblestone,3
718,2310884,HellRaisers,Overpass,4
719,2310885,PENTA,Inferno,3
720,2310885,Virtus.pro,Train,4
721,2310788,BIG,Inferno,3
722,2310788,Virtus.pro,Cobblestone,4
723,2310787,PENTA,Train,3
724,2310787,HellRaisers,Overpass,4
725,2310783,unLucky,Mirage,3
726,2310783,Impossible,Train,4
727,2310648,spray'n'pray,Nuke,3
728,2310648,Impossible,Train,4
729,2310647,unLucky,Mirage,3
730,2310647,TTFU,Train,4
731,2310799,SK,Cobblestone,3
732,2310799,Cloud9,Train,4
733,2310774,CLG,Train,3
734,2310774,Cloud9,Inferno,4
735,2310773,SK,Mirage,3
736,2310773,Immortals,Inferno,4
737,2310693,NRG,Cobblestone,3
738,2310693,Cloud9,Train,4
739,2310692,Luminosity,Cache,3
740,2310692,SK,Mirage,4
741,2310691,Immortals,Inferno,3
742,2310691,Liquid,Cobblestone,4
743,2310689,BIG,Cache,3
744,2310689,PENTA,Inferno,4
745,2310688,GODSENT,Cache,3
746,2310688,BIG,Overpass,4
747,2310687,Splyce,Overpass,3
748,2310687,PENTA,Inferno,4
749,2310749,ViCi,Cobblestone,3
750,2310749,Flash,Cache,4
751,2310681,ViCi,Nuke,3
