,matchcode,team,map,priority
397,2311253,Singularity,Inferno,5
398,2311253,PRIDE,Cobblestone,6
399,2311208,BIG,Nuke,1
400,2311208,Singularity,Cache,2
401,2311208,BIG,Mirage,5
402,2311208,Singularity,Train,6
403,2311171,PRIDE,Overpass,1
404,2311171,LDLC,Mirage,2
405,2311171,PRIDE,Cobblestone,5
406,2311171,LDLC,Cache,6
407,2311170,LDLC,Mirage,1
408,2311170,North Academy,Overpass,2
409,2311170,LDLC,Cobblestone,5
410,2311170,North Academy,Inferno,6
411,2311152,LDLC,Mirage,1
412,2311152,BIG,Nuke,2
413,2311152,LDLC,Cache,5
414,2311152,BIG,Overpass,6
415,2311313,Outlaws,Cache,1
416,2311313,Singularity,Train,2
417,2311149,Singularity,Cache,1
418,2311149,Epsilon,Nuke,2
419,2310920,Outlaws,Nuke,1
420,2310920,Singularity,Cache,2
421,2311116,KPI,Cobblestone,1
422,2311116,Epsilon,Train,2
423,2310930,KPI,Cobblestone,1
424,2310930,Chrome,Nuke,2
425,2310919,Epsilon,Train,1
426,2310919,G2V,Overpass,2
427,2310704,KPI,Cobblestone,1
428,2310704,x6tence,Mirage,2
429,2310632,Singularity,Cache,1
430,2310632,Epsilon,Nuke,2
431,2310817,Nexus,Nuke,1
432,2310817,G2V,Overpass,2
433,2310631,Outlaws,Cache,1
434,2310631,Chrome,Nuke,2
435,2310629,Nexus,Overpass,1
436,2310629,Playing Ducks,Cobblestone,2
437,2310651,KPI,Cobblestone,1
438,2310651,Bpro,Nuke,2
439,2310628,x6tence,Mirage,1
440,2310628,RCTIC,Cobblestone,2
441,2310630,Pompa Black,Nuke,1
442,2310630,G2V,Overpass,2
443,2310398,Bpro,Nuke,1
444,2310398,Tortues Ninja,Overpass,2
445,2310357,Nexus,Overpass,1
446,2310357,Singularity,Cache,2
447,2310354,Outlaws,Cache,1
448,2310354,x6tence,Mirage,2
449,2310400,G2V,Overpass,1
450,2310400,Oserv,Mirage,2
451,2310397,Giants,Overpass,1
452,2310397,RCTIC,Train,2
453,2310355,KPI,Cobblestone,1
454,2310355,Chrome,Nuke,2
455,2310399,CAZ,Cobblestone,1
456,2310399,Playing Ducks,Train,2
457,2310356,Pompa Black,Cobblestone,1
458,2310356,Epsilon,Overpass,2
459,2310353,RCTIC,Mirage,2
460,2310352,Giants,Overpass,2
461,2310351,Nexus,Overpass,1
462,2310351,Tortues Ninja,Mirage,2
463,2310350,Singularity,Cache,1
464,2310350,Bpro,Overpass,2
465,2310348,KPI,Cobblestone,1
466,2310348,Playing Ducks,Train,2
467,2310347,G2V,Overpass,1
468,2310347,x6tence,Mirage,2
469,2310346,Outlaws,Cache,1
470,2310346,Oserv,Cobblestone,2
471,2311351,Outlaws,Cache,1
472,2311351,Nexus,Overpass,2
473,2311351,Outlaws,Inferno,3
474,2311351,Nexus,Train,4
475,2311307,Invictus Aquilas,Train,1
476,2311307,Outlaws,Cache,2
477,2311307,Invictus Aquilas,Mirage,3
478,2311307,Outlaws,Nuke,4
479,2311273,Nexus,Train,1
480,2311273,Bpro,Cache,2
481,2311273,Nexus,Overpass,3
482,2311273,Bpro,Nuke,4
483,2311194,HoP,Mirage,1
484,2311194,Invictus Aquilas,Train,2
485,2311194,HoP,Overpass,3
486,2311194,Invictus Aquilas,Inferno,4
487,2311147,Nexus,Nuke,1
488,2311147,RESISTANCE,Inferno,2
489,2311147,Nexus,Overpass,3
490,2311147,RESISTANCE,Train,4
491,2310954,Nexus,Overpass,1
492,2310954,Outlaws,Cache,2
493,2310954,Nexus,Nuke,3
494,2310954,Outlaws,Inferno,4
495,2311056,Binary Dragons,Cobblestone,1
496,2311056,HoP,Nuke,2
497,2311056,Binary Dragons,Overpass,3
498,2311056,HoP,Mirage,4
499,2311051,Squared,Cache,1
500,2311051,Outlaws,Nuke,2
501,2311051,Squared,Inferno,3
502,2311051,Outlaws,Overpass,4
503,2311054,Bpro,Train,1
504,2311054,Imperial,Nuke,2
505,2311054,Bpro,Overpass,3
506,2311054,Imperial,Cobblestone,4
507,2311053,Shanghai Emperors,Train,1
508,2311053,Sensei,Cache,2
509,2311053,Shanghai Emperors,Cobblestone,3
510,2311053,Sensei,Nuke,4
511,2311052,TTFU,Cache,1
512,2311052,Invictus Aquilas,Train,2
513,2311052,TTFU,Overpass,3
514,2311052,Invictus Aquilas,Inferno,4
515,2311055,Netland,Train,1
516,2311055,RESISTANCE,Nuke,2
517,2311055,Netland,Inferno,3
518,2311055,RESISTANCE,Cobblestone,4
519,2311049,RESISTANCE,Train,1
520,2311049,Sensei,Cache,2
521,2311049,RESISTANCE,Nuke,3
522,2311049,Sensei,Mirage,4
523,2310580,Invictus Aquilas,Train,1
524,2310580,Netland,Nuke,2
525,2310580,Invictus Aquilas,Overpass,5
526,2310580,Netland,Mirage,6
527,2310989,Bpro,Mirage,1
528,2310989,Sensei,Nuke,2
529,2310989,Bpro,Inferno,3
530,2310989,Sensei,Cache,4
531,2310828,Netland,Nuke,1
532,2310828,Sensei,Overpass,2
533,2310828,Netland,Cobblestone,3
534,2310828,Sensei,Cache,4
535,2310979,Invictus Aquilas,Train,1
536,2310979,Imperial,Cobblestone,2
537,2310979,Invictus Aquilas,Inferno,3
538,2310979,Imperial,Nuke,4
539,2310980,Nexus,Overpass,1
540,2310980,Squared,Cache,2
541,2310980,Nexus,Inferno,3
542,2310980,Squared,Nuke,4
543,2310956,Netland,Nuke,1
544,2310956,Shanghai Emperors,Overpass,2
545,2310956,Netland,Inferno,3
546,2310956,Shanghai Emperors,Train,4
547,2310955,TTFU,Cache,1
548,2310955,Imperial,Nuke,2
549,2310955,TTFU,Overpass,3
550,2310955,Imperial,Cobblestone,4
551,2310826,Vatos Locos,Cache,1
552,2310826,HoP,Mirage,2
553,2310826,Vatos Locos,Inferno,5
554,2310826,HoP,Train,6
555,2310880,TTFU,Cache,1
556,2310880,Sensei,Nuke,2
557,2310880,TTFU,Mirage,3
558,2310880,Sensei,Overpass,4
559,2310829,TTFU,Cache,1
560,2310829,Bpro,Inferno,2
561,2310829,TTFU,Overpass,3
562,2310829,Bpro,Nuke,4
563,2310827,RESISTANCE,Nuke,1
564,2310827,Shanghai Emperors,Cobblestone,2
565,2310827,RESISTANCE,Inferno,3
566,2310827,Shanghai Emperors,Train,4
567,2310824,Invictus Aquilas,Mirage,1
568,2310824,Sensei,Overpass,2
569,2310824,Invictus Aquilas,Train,3
570,2310824,Sensei,Nuke,4
571,2310825,Binary Dragons,Overpass,1
572,2310825,Budapest Corvini,Nuke,2
573,2310825,Binary Dragons,Cobblestone,3
574,2310825,Budapest Corvini,Train,4
575,2310800,Invictus Aquilas,Train,1
576,2310800,Bpro,Overpass,2
577,2310800,Invictus Aquilas,Mirage,3
578,2310800,Bpro,Nuke,4
579,2310772,Nexus,Nuke,1
580,2310772,Granted,Cache,2
581,2310772,Nexus,Overpass,3
582,2310772,Granted,Cobblestone,4
583,2310699,Nexus,Nuke,1
584,2310699,Binary Dragons,Overpass,2
585,2310699,Nexus,Train,3
586,2310699,Binary Dragons,Cobblestone,4
587,2310698,Bpro,Inferno,1
588,2310698,Netland,Cobblestone,2
589,2310698,Bpro,Overpass,3
590,2310698,Netland,Nuke,4
591,2310696,Imperial,Nuke,1
592,2310696,RESISTANCE,Train,2
593,2310696,Imperial,Cache,3
594,2310696,RESISTANCE,Inferno,4
595,2310750,Squared,Nuke,1
596,2310750,Binary Dragons,Overpass,2
597,2310750,Squared,Cache,3
598,2310750,Binary Dragons,Cobblestone,4
599,2310694,Outlaws,Cache,1
600,2310694,Granted,Overpass,2
601,2310694,Outlaws,Nuke,3
602,2310694,Granted,Cobblestone,4
603,2310697,Invictus Aquilas,Train,1
604,2310697,Shanghai Emperors,Cobblestone,2
605,2310697,Invictus Aquilas,Inferno,3
606,2310697,Shanghai Emperors,Nuke,4
607,2310584,Imperial,Nuke,1
608,2310584,Netland,Cobblestone,2
609,2310584,Imperial,Mirage,3
610,2310584,Netland,Train,4
611,2310582,Outlaws,Cache,1
612,2310582,Binary Dragons,Overpass,2
613,2310582,Outlaws,Nuke,3
614,2310582,Binary Dragons,Cobblestone,4
615,2310581,TTFU,Cache,1
616,2310581,RESISTANCE,Train,2
617,2310581,TTFU,Overpass,3
618,2310581,RESISTANCE,Nuke,4
619,2310579,Imperial,Nuke,1
620,2310579,Sensei,Train,2
621,2310579,Imperial,Mirage,3
622,2310579,Sensei,Overpass,4
623,2310577,Squared,Nuke,1
624,2310577,HoP,Overpass,2
625,2310577,Squared,Cache,3
626,2310577,HoP,Train,4
627,2310578,Bpro,Inferno,1
628,2310578,Shanghai Emperors,Train,2
629,2310578,Bpro,Overpass,3
630,2310578,Shanghai Emperors,Cobblestone,4
631,2310576,Outlaws,Inferno,1
632,2310576,HoP,Mirage,2
633,2310576,Outlaws,Cache,3
634,2310576,HoP,Overpass,4
635,2310575,Invictus Aquilas,Mirage,1
636,2310575,RESISTANCE,Train,2
637,2310575,Invictus Aquilas,Cache,3
638,2310575,RESISTANCE,Nuke,4
639,2310458,TTFU,Cache,1
640,2310458,Shanghai Emperors,Train,2
641,2310458,TTFU,Overpass,3
642,2310458,Shanghai Emperors,Nuke,4
643,2310456,Nexus,Overpass,1
644,2310456,HoP,Mirage,2
645,2310456,Nexus,Nuke,3
646,2310456,HoP,Cache,4
647,2310457,Bpro,Mirage,1
648,2310457,RESISTANCE,Train,2
649,2310457,Bpro,Inferno,3
650,2310457,RESISTANCE,Nuke,4
651,2310455,Squared,Nuke,1
652,2310455,Granted,Cache,2
653,2310455,Squared,Overpass,3
654,2310455,Granted,Cobblestone,4
655,2310361,Netland,Overpass,1
656,2310361,TTFU,Cobblestone,2
657,2310361,Netland,Cache,3
658,2310361,TTFU,Nuke,4
659,2310358,Squared,Nuke,1
660,2310358,Budapest Corvini,Train,2
661,2310358,Squared,Overpass,3
662,2310358,Budapest Corvini,Mirage,4
663,2310362,Imperial,Nuke,1
664,2310362,Shanghai Emperors,Train,2
665,2310362,Imperial,Mirage,3
666,2310362,Shanghai Emperors,Cobblestone,4
667,2310359,Zero Respect,Cobblestone,1
668,2310359,Granted,Cache,2
669,2310359,Zero Respect,Train,3
670,2310359,Granted,Overpass,4
671,2311333,eXtatus,Train,1
672,2311333,North Academy,Overpass,2
673,2311333,eXtatus,Cobblestone,5
674,2311333,North Academy,Mirage,6
675,2311311,KPI,Cache,1
676,2311311,eXtatus,Nuke,2
677,2311311,KPI,Cobblestone,5
678,2311311,eXtatus,Overpass,6
679,2311296,Alpha,Train,1
680,2311296,North Academy,Cobblestone,2
681,2311296,Alpha,Mirage,5
682,2311296,North Academy,Inferno,6
683,2311133,Binary Dragons,Overpass,1
684,2311133,Alpha,Train,2
685,2311133,Binary Dragons,Cache,5
686,2311133,Alpha,Mirage,6
687,2311132,Singularity,Train,1
688,2311132,North Academy,Overpass,2
689,2311132,Singularity,Inferno,5
690,2311132,North Academy,Cobblestone,6
691,2311131,Tengri,Nuke,1
692,2311131,KPI,Cobblestone,2
693,2311131,Tengri,Inferno,5
694,2311131,KPI,Cache,6
695,2311130,Outlaws,Nuke,1
696,2311130,eXtatus,Cobblestone,2
697,2311130,Outlaws,Cache,5
698,2311130,eXtatus,Overpass,6
699,2310821,Alpha,Train,1
700,2310821,Outlaws,Cache,2
701,2310821,Alpha,Mirage,3
702,2310821,Outlaws,Nuke,4
703,2310516,KPI,Cobblestone,1
704,2310516,Singularity,Cache,2
705,2310516,KPI,Mirage,5
706,2310516,Singularity,Inferno,6
707,2310819,ALTERNATE aTTaX,Mirage,1
708,2310819,eXtatus,Nuke,2
709,2310819,ALTERNATE aTTaX,Overpass,3
710,2310819,eXtatus,Cache,4
711,2310515,iGame.com,Cache,1
712,2310515,Alpha,Nuke,2
713,2310515,iGame.com,Cobblestone,3
714,2310515,Alpha,Train,4
715,2310818,Tengri,Nuke,1
716,2310818,North Academy,Mirage,2
717,2310818,Tengri,Inferno,3
718,2310818,North Academy,Cache,4
719,2310514,EPG,Overpass,1
720,2310514,Outlaws,Cache,2
721,2310514,EPG,Train,3
722,2310514,Outlaws,Nuke,4
723,2310513,Alpha,Mirage,1
724,2310513,EPG,Train,2
725,2310513,Alpha,Inferno,3
726,2310513,EPG,Overpass,4
727,2310512,Binary Dragons,Overpass,1
728,2310512,eXtatus,Inferno,2
729,2310512,Binary Dragons,Cobblestone,3
730,2310512,eXtatus,Nuke,4
731,2310509,Sensei,Overpass,1
732,2310509,Tengri,Inferno,2
733,2310509,Sensei,Nuke,3
734,2310509,Tengri,Cache,4
735,2310429,Outlaws,Nuke,1
736,2310429,iGame.com,Overpass,2
737,2310429,Outlaws,Inferno,3
738,2310429,iGame.com,Cache,4
739,2310429,Outlaws,Train,5
740,2310222,iGame.com,Cache,1
741,2310222,EPG,Train,2
742,2310222,iGame.com,Cobblestone,3
743,2310222,EPG,Overpass,4
744,2310221,KPI,Cobblestone,1
745,2310221,Defusekids,Cache,2
